A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,L1,L2,L3,L4
0.81354,0.00621,0.69022,-0.06976,0.82365,-0.31615,-0.88328,0.55411,0.48822,-0.56201,0.34805,0.99864,-0.49373,-1.07005,-0.67132,-0.90591,-0.96649,-0.45980,-1.01640,-1.52408,0.00857,1.07345,-0.81990,-0.57087,0.31339,-1.04315,1.33166,-0.69364,-0.48602,0.79628,-0.70382,-0.87731,-0.90047,-0.76451,1.77585,-0.41635,-0.83111,-1.01283,0.39643,-0.09202,1.04367,-0.77165,-0.04170,0.38850,0.27464,-0.00834,-1.23526,0.27707,-0.17382,0.78151,0.47116,-1.11181,-0.03472,-0.31674,-0.74478,0.34821,-0.83279,0.00991,-1.02291,2.01330,-0.28178,-0.53128,-0.28850,0.00169,0.67158,-0.79891,-0.66684,0.26257,0.29209,-0.96385,0.03400,0.94400,0.00800,0.01400
-0.15901,-0.46858,-0.55277,-0.52814,1.39691,-0.31615,0.96457,0.18790,0.48822,-0.56201,-0.65609,-0.24155,-0.49373,-1.07005,-0.15572,-0.44997,0.62105,-0.94197,0.46725,-1.26483,-0.32921,-0.25091,0.49947,-1.00978,1.09056,0.23477,-0.14316,0.68871,0.10482,1.12605,-0.70382,-0.40766,-0.10708,-0.05131,2.24836,-1.59332,-0.43480,0.09052,-0.67055,1.40029,-0.42410,-0.77165,-1.18033,-0.24881,-1.04770,1.20137,-1.23526,0.27707,0.26125,0.02865,-0.30125,-0.65659,2.66079,0.38984,-0.74478,-0.52012,-0.28884,-1.18099,-0.06064,0.29023,0.29574,-0.53128,-0.65669,-0.85210,-1.28275,-0.40611,-0.85421,0.00787,-0.05028,-0.96385,0.07400,0.83200,0.01400,0.08000
0.81354,-0.46858,0.69022,-0.06976,0.63256,0.05211,-0.09134,0.73722,-1.11299,-0.56201,-0.40506,0.00649,-0.49373,1.23151,0.35988,1.37377,1.41482,-0.45980,0.04335,0.80921,-0.10402,-0.25091,0.49947,-1.00978,-0.17235,-0.08471,0.39314,1.14950,0.45932,0.90620,-0.70382,-0.40766,-0.50378,0.30530,1.96485,-1.59332,-1.22742,0.45831,-0.31489,0.54754,-0.05716,0.70102,-0.95260,-0.67368,-0.16614,0.23360,-0.72850,-0.87648,-0.17382,0.63094,-0.26906,-0.65659,-0.03472,-0.67003,-0.74478,-0.52012,-0.91050,0.00991,-0.54178,1.48312,-0.66678,-0.00593,0.81604,-1.13670,-0.50102,0.57589,-0.66684,-0.50151,0.80565,-0.96385,0.06000,0.87400,0.00200,0.06400
0.81354,1.19317,3.17621,-0.06976,2.47974,-0.31615,-1.14725,0.73722,-0.65550,-0.56201,-0.90713,-1.72978,-0.21393,-1.07005,-1.18692,0.00596,-0.17272,-0.45980,-0.59250,-0.48706,-0.55440,-0.69236,-0.65498,-0.88438,-1.33810,-1.36263,-0.27724,1.61028,-0.95869,-0.41291,-0.11602,-0.87731,-1.29717,-0.05131,1.96485,-1.00483,-1.35952,-0.64504,1.46341,2.25304,0.30978,1.19191,0.64148,1.02580,-1.04770,-0.25029,-0.22174,-0.87648,-1.47903,1.08266,1.40448,0.70909,-0.93323,2.50958,0.00356,-0.08596,-1.53216,-0.38706,0.42049,1.28430,3.18331,-0.53128,-0.28850,-0.28290,1.06245,-0.40611,1.01953,-0.24682,-0.90621,-0.96385,0.00600,0.98600,0.00200,0.00600
-0.25626,0.00621,-0.55277,0.50320,0.31409,-0.31615,-0.61930,0.55411,0.71697,-0.94743,-0.90713,-0.24155,-1.61294,2.15213,-0.92912,-0.44997,-0.17272,-0.45980,-1.44030,1.32771,-0.44180,0.19054,-0.98482,-0.44547,0.02195,1.83216,-0.27724,1.14950,-0.13152,0.24665,-0.11602,-0.87731,-0.90047,-0.05131,0.92534,-0.12211,-0.96321,0.82609,-0.95508,0.33436,-0.05716,-1.26253,-0.49715,3.15016,-1.04770,-1.46000,0.28501,-0.49196,-0.60889,-0.12193,0.14932,-0.65659,1.76229,0.38984,0.00356,-0.52012,-0.52196,3.18566,0.42049,0.15768,-0.28178,0.25674,-1.02487,-1.42129,0.67158,0.18309,0.83216,0.00787,-0.90621,-0.96385,0.00400,0.98000,0.00000,0.01600
1.00805,0.24360,0.69022,-0.29895,2.28865,-0.31615,-0.61930,-1.64318,0.48822,-0.94743,0.09701,-0.73763,-1.33314,-1.07005,-0.92912,0.00596,-0.96649,-0.94197,-0.59250,-1.00557,-0.44180,-0.69236,-0.65498,-1.00978,-0.75522,-0.40419,1.59981,1.61028,-0.24968,-0.52283,-0.11602,-0.87731,-0.50378,0.30530,2.34286,-0.12211,-0.96321,-0.64504,2.60152,0.54754,-1.15798,-1.26253,-0.49715,-0.46125,-0.16614,-0.00834,-1.23526,-0.87648,-0.17382,0.02865,1.43667,0.02625,-0.93323,0.74313,0.00356,-0.30304,-0.52196,-0.78403,1.38276,0.82040,0.48824,-0.26861,0.81604,-0.56750,-0.50102,-0.79891,-0.10472,-0.75621,-0.73502,-0.96385,0.01000,0.97800,0.00000,0.01200
-0.15901,1.43057,0.69022,-0.18436,0.75996,0.42036,1.22855,-0.54453,0.48822,-1.33285,0.59908,-1.72978,-0.77353,-0.60974,-1.18692,-0.90591,-0.96649,-0.94197,-0.59250,-1.00557,-0.32921,0.63200,1.32408,-1.00978,-0.85237,-1.04315,0.12499,1.61028,1.75917,-0.74269,1.64736,-0.40766,-0.50378,-0.40791,1.01985,-0.71059,-0.43480,0.45831,2.31699,0.12117,-0.05716,1.19191,-0.26943,0.38850,-1.04770,0.23360,-1.23526,-0.49196,-1.47903,1.23323,1.34012,-1.11181,-0.93323,-0.67003,0.00356,-0.95428,-1.37674,-0.78403,-0.54178,-0.30622,0.29574,-1.05662,2.28877,-0.28290,-0.89188,0.57589,-0.29209,-1.26559,-0.90621,-0.96385,0.03200,0.94200,0.00200,0.02400
0.32727,-1.18075,0.69022,-0.18436,0.50517,-0.31615,-1.14725,-0.72764,0.94571,-1.33285,-0.15402,-0.48959,-1.05334,-0.60974,-0.92912,0.46190,-0.96649,-0.45980,-0.16860,1.32771,1.02190,-0.69236,-1.14975,-0.94708,0.70197,-1.04315,0.25906,-0.69364,-1.31319,-0.19306,-0.70382,1.47093,0.28962,-0.76451,0.16934,-0.71059,-0.96321,-0.64504,0.11190,2.03986,-1.15798,1.19191,-0.95260,2.93773,-1.04770,-1.21806,0.79177,-1.26099,0.69632,0.93209,0.47116,-1.11181,-0.93323,0.38984,-0.74478,-0.30304,-0.52196,1.99476,-0.54178,1.08549,1.83578,-1.58196,0.44786,-1.42129,1.84419,-0.79891,0.27003,-1.01090,-0.05028,-0.96385,0.01200,0.97400,0.00600,0.00800
0.42452,0.00621,0.69022,-0.06976,0.25039,-0.31615,-0.61930,-1.64318,0.25948,-1.20437,1.10115,-0.24155,-0.21393,-0.60974,-0.41352,1.82970,-0.96649,-0.94197,1.10310,1.58697,0.68412,-0.69236,-1.14975,-0.63357,-0.65808,-1.04315,0.52721,0.68871,-1.31319,0.02680,-0.70382,-0.87731,-0.10708,-1.12111,-0.58667,1.05486,-0.96321,-0.27726,0.60982,1.18711,0.30978,0.70102,-0.95260,2.51285,-1.04770,-0.49223,-1.23526,-1.26099,0.26125,-0.42307,1.37230,0.93670,-0.48397,0.74313,-0.74478,-0.08596,-0.36655,2.78870,-0.06064,1.15176,3.56832,-1.05662,0.07968,-0.56750,0.28072,-0.60251,-0.10472,-1.26559,-0.39265,-0.96385,0.00200,0.99600,0.00000,0.00200
0.52178,-0.23118,0.69022,-0.06976,1.01474,-0.31615,-0.88328,-2.00939,0.25948,-1.33285,0.09701,-0.24155,-1.33314,-1.07005,-0.92912,1.82970,-0.17272,-0.94197,0.89115,1.06846,-0.21662,-0.25091,-0.65498,-0.88438,-0.65808,-1.36263,0.12499,3.45343,-1.31319,-0.41291,-0.70382,-0.87731,-0.90047,0.30530,-0.77567,-1.59332,0.22572,-1.01283,0.25416,2.25304,1.04367,1.19191,-0.49715,2.51285,-1.04770,0.23360,1.80529,-0.49196,-0.17382,-0.12193,1.24357,0.02625,-0.48397,1.44971,-0.74478,-0.95428,-0.98821,1.99476,-0.54178,1.28430,3.56832,-1.05662,2.65695,-1.13670,0.28072,-0.99531,-1.22896,-0.50151,-0.22146,-0.96385,0.01800,0.97600,0.00200,0.00400
0.23001,0.48100,-0.55277,-0.41354,0.18669,-0.31615,-0.35532,0.18790,-0.42675,-0.81896,-0.65609,-0.98566,0.06588,-0.14942,-0.92912,0.91783,-0.17272,-0.94197,1.52699,0.29070,0.57153,-0.25091,-0.65498,-0.82168,-0.75522,-0.72367,0.12499,0.68871,-1.19503,-0.19306,-0.70382,-0.87731,-0.10708,-0.76451,0.07484,-1.00483,-1.09531,0.09052,-0.52829,0.54754,-0.42410,0.70102,-0.26943,1.66311,-1.04770,-0.25029,0.28501,-0.49196,-0.60889,0.17922,0.40679,-0.65659,2.21154,-0.31674,0.00356,-0.52012,-0.59967,1.20082,-0.54178,0.42277,2.02828,-0.79395,1.18422,-1.13670,-0.50102,-0.60251,0.27003,-0.24682,-0.22146,-0.96385,0.00400,0.98800,0.00600,0.00200
-0.06175,2.38014,0.69022,-0.06976,1.20583,0.05211,-1.14725,-0.54453,-0.19801,-0.69048,-0.90713,-1.23370,-0.49373,-1.07005,-0.41352,0.91783,-0.96649,-0.94197,-1.22835,0.29070,0.57153,-0.25091,-0.81990,-0.69628,-0.85237,-0.72367,-0.00909,1.14950,-0.24968,-1.29232,-0.11602,-0.40766,-0.90047,-0.40791,-0.49217,-1.29907,-0.17059,-1.38061,0.04077,0.54754,1.41061,-0.28076,-0.95260,2.93773,0.27464,0.47554,0.28501,-1.26099,-0.60889,0.78151,0.95391,0.02625,0.86378,0.74313,-0.74478,0.34821,-0.28884,0.40688,-0.06064,0.75413,3.76082,-0.00593,1.18422,0.00169,0.67158,-0.60251,-0.47946,-0.50151,-0.39265,-0.96385,0.02000,0.94800,0.01600,0.01600
-0.15901,-0.23118,0.69022,-0.06976,-0.38657,-0.68440,1.49253,-0.17832,0.25948,-0.56201,-0.65609,-0.24155,0.90528,-1.07005,1.13327,-0.90591,-0.17272,-0.94197,0.25530,0.03144,0.12116,0.19054,0.16963,-1.00978,-0.26949,-0.08471,-0.41131,1.14950,-0.60419,0.24665,-0.11602,-0.87731,-1.29717,-0.40791,1.11435,-0.71059,-0.56690,-1.01283,-1.23961,2.03986,-0.42410,-0.77165,-0.72488,0.38850,-0.60692,0.23360,-0.72850,-0.10745,-0.17382,1.98610,-0.23688,-0.65659,0.41453,0.03655,0.00356,-0.73720,0.79907,1.99476,-0.06064,0.15768,-1.05179,-0.53128,2.28877,-1.13670,0.28072,-0.20971,-0.47946,-1.26559,0.63447,-0.96385,0.06000,0.87800,0.01800,0.04400
1.49432,-0.23118,-0.55277,0.27401,-0.89613,0.05211,0.96457,0.00479,-0.65550,-1.07590,-0.15402,-1.23370,-0.21393,0.77120,-0.67132,-0.44997,-0.17272,-0.94197,-1.44030,0.03144,1.02190,0.19054,-0.65498,-0.82168,-0.56093,-1.04315,1.73388,0.22793,0.69566,0.13672,-0.70382,-0.87731,-0.50378,-0.40791,-0.11417,-0.41635,-0.03848,-1.38061,-0.31489,0.97392,-0.42410,1.68279,1.78010,1.87555,-0.60692,0.23360,1.29853,2.58417,-0.17382,0.93209,-0.01160,0.02625,-0.03472,0.38984,2.24857,-0.73720,-0.83279,-0.38706,-0.06064,0.42277,0.29574,0.51941,0.44786,0.85548,-0.11015,-0.20971,-0.47946,0.77196,-0.56383,-0.96385,0.08200,0.85200,0.03000,0.03600
0.71629,0.48100,0.69022,-0.29895,1.33322,0.42036,-0.88328,-1.27696,0.03073,-1.07590,-0.65609,0.00649,0.34568,-1.07005,-0.41352,0.00596,-0.96649,-0.94197,-1.01640,0.29070,-0.66699,-0.69236,-0.49006,-0.50817,-1.24096,-0.72367,0.92943,0.22793,-0.48602,-0.74269,1.05957,0.06199,-0.10708,-0.40791,0.73634,-0.71059,-0.83111,-1.38061,1.25001,1.82667,0.30978,0.21013,-1.18033,1.23824,-1.04770,-0.00834,-0.22174,-0.49196,-1.47903,0.17922,1.11483,0.25387,-0.93323,0.38984,-0.74478,-1.38844,-1.06591,0.80385,0.42049,0.88667,1.64327,-0.53128,-0.65669,1.14008,1.06245,-0.99531,0.08266,-0.75621,-0.90621,-0.96385,0.01000,0.97200,0.00600,0.01200
0.71629,0.48100,6.90518,-0.18436,0.69626,0.05211,-1.14725,0.55411,-0.88424,-1.07590,-0.65609,-1.48174,0.34568,-1.07005,-0.92912,1.37377,-0.17272,-0.45980,0.67920,-0.22781,-0.44180,0.19054,-1.14975,-1.00978,-0.17235,-0.72367,0.52721,0.22793,-1.07686,-1.29232,1.05957,-0.87731,-0.90047,-0.76451,-0.11417,-1.59332,-1.35952,-0.64504,1.53454,1.40029,1.41061,-0.28076,-0.04170,1.02580,-1.04770,-0.73417,-1.23526,-0.87648,-0.60889,-0.87479,1.79069,1.16432,-0.93323,0.03655,-0.74478,-1.17136,-0.44425,1.59779,0.42049,1.54939,4.72335,-0.26861,1.55241,0.00169,-0.89188,-0.79891,0.45741,-1.01090,-0.90621,-0.96385,0.00800,0.98200,0.00400,0.00600
1.39707,0.71839,-0.55277,0.04483,0.75996,-0.68440,-0.88328,-0.91075,0.94571,-1.07590,-0.65609,0.75060,-0.21393,-0.14942,-0.67132,-0.44997,0.62105,-0.45980,0.89115,1.32771,-0.44180,-0.25091,-1.14975,-1.00978,-0.46379,-1.36263,0.52721,-1.15443,-0.95869,-0.74269,1.05957,-0.87731,-0.10708,-0.05131,0.07484,-0.71059,-1.49163,-0.64504,0.82322,0.33436,1.41061,-0.77165,0.18603,1.23824,-1.04770,-0.25029,-0.72850,-0.10745,-0.60889,-0.27250,1.08265,-0.42897,-1.38248,-0.67003,-0.74478,-0.73720,-0.91050,0.80385,-0.54178,0.75413,2.22079,0.25674,-1.02487,1.70927,0.67158,-0.60251,-0.10472,-0.50151,-0.90621,-0.96385,0.01200,0.97400,0.00600,0.00800
1.10531,0.48100,0.69022,0.04483,0.95104,-1.05266,0.17264,-0.72764,-0.65550,-1.20437,-0.90713,-0.48959,0.90528,-0.60974,-0.92912,-0.44997,-0.17272,-0.94197,-0.16860,0.03144,0.68412,-0.25091,-0.32514,-0.38277,-0.56093,-0.40419,0.52721,-0.23286,-0.95869,-1.29232,-0.70382,-0.87731,-0.50378,-0.76451,2.15386,1.64335,-1.62373,0.45831,0.46756,1.18711,1.41061,0.70102,-0.72488,0.17606,-0.60692,-0.73417,-0.72850,-0.49196,0.69632,-0.27250,0.66426,-0.42897,-0.48397,0.74313,0.75190,0.13113,-0.59967,-1.18099,-0.54178,1.54939,0.48824,0.25674,0.44786,-0.85210,-0.50102,-0.40611,-0.85421,-1.26559,-0.90621,-0.96385,0.00200,0.98400,0.00600,0.00800
1.29982,0.71839,0.69022,-0.52814,1.07843,-0.31615,0.70059,-0.36142,-1.11299,-0.30507,-0.65609,0.50257,-0.49373,-0.14942,-0.15572,-0.90591,-0.17272,-0.45980,-0.16860,-0.22781,-0.10402,-0.25091,-0.16022,0.55775,-0.85237,-0.40419,-0.00909,-0.23286,-0.84052,-0.41291,-0.70382,-0.40766,-0.10708,-0.76451,0.92534,-0.12211,0.48993,-1.38061,0.53869,-1.58433,-1.15798,-0.28076,-0.72488,-0.24881,-0.60692,-0.73417,-0.72850,0.66159,1.13139,0.63094,0.40679,-0.42897,-0.48397,0.74313,0.75190,-0.30304,-0.91050,-0.38706,0.90163,1.35058,0.29574,-0.00593,0.07968,-1.13670,1.45332,1.16508,2.14378,0.26257,-0.22146,-0.96385,0.08800,0.86200,0.00800,0.04200
0.13276,-0.94336,1.93321,-0.41354,0.05930,-0.68440,-0.88328,-0.91075,-0.19801,-1.58979,-0.15402,-0.24155,1.18509,-1.07005,-0.92912,0.00596,0.62105,-0.94197,0.46725,0.29070,0.45894,-0.69236,-1.31467,-0.75898,-0.36664,-0.72367,0.25906,-0.23286,-0.60419,-0.19306,-0.70382,-0.87731,0.28962,-0.76451,0.26384,0.76062,-0.83111,-0.27726,2.81492,0.54754,-0.05716,-0.28076,0.18603,0.60093,-1.04770,-1.46000,-1.23526,-1.26099,0.69632,-0.42307,1.79069,0.02625,-0.48397,0.03655,-0.74478,-0.73720,-0.75508,-0.78403,-1.02291,1.68194,1.64327,-0.53128,0.44786,-0.28290,0.67158,-0.79891,-1.04159,-1.01090,-0.56383,-0.96385,0.00200,0.99800,0.00000,0.00000
1.00805,-0.23118,-0.55277,-0.41354,1.58800,-0.31615,-1.14725,-1.09385,-0.88424,-0.43354,-0.40506,-1.23370,2.58410,-1.07005,-0.92912,-0.44997,0.62105,1.46885,-0.16860,-0.22781,-0.89217,-0.69236,-0.49006,-0.88438,-0.75522,-1.36263,1.06351,-0.23286,-0.72236,-0.74269,-0.70382,-0.87731,-0.10708,-0.40791,0.16934,-0.12211,-0.43480,-1.01283,1.74794,0.76073,-0.42410,-0.77165,-0.72488,0.81337,-0.60692,-1.46000,-1.23526,-1.26099,1.13139,0.93209,1.50103,0.70909,-0.93323,2.86287,0.00356,-0.95428,-0.36655,-0.38706,0.90163,1.74821,1.64327,-0.53128,0.07968,-0.85210,1.45332,-0.99531,0.08266,-0.24682,-0.39265,-0.96385,0.01200,0.96600,0.01400,0.00800
-0.25626,-0.23118,-0.55277,-0.18436,1.01474,-0.68440,-0.35532,-0.54453,0.25948,-1.07590,-0.40506,-0.48959,-0.49373,1.23151,-0.67132,0.00596,0.62105,-0.94197,0.25530,-1.00557,0.12116,-0.25091,-0.32514,-0.82168,-0.56093,-1.36263,1.46573,-0.69364,-0.48602,-0.63276,0.47177,-0.87731,0.68632,-0.40791,1.96485,-1.59332,-0.83111,0.09052,0.53869,2.25304,-0.42410,-0.28076,-0.26943,-0.46125,-1.04770,-0.25029,-0.72850,-0.87648,0.26125,-0.42307,0.72863,-0.20136,-0.03472,0.03655,-0.74478,-1.38844,-0.83279,0.00991,0.90163,1.41685,0.10323,-0.26861,1.92059,-1.13670,-0.50102,-0.20971,0.08266,0.26257,-0.22146,-0.96385,0.00000,0.99400,0.00000,0.00600
-0.15901,-0.94336,1.93321,-0.64273,-0.06809,-0.31615,0.70059,0.55411,-0.19801,-0.43354,-0.65609,-0.73763,-0.77353,-1.07005,0.10208,-0.90591,-0.96649,-0.94197,-1.44030,0.80921,-0.10402,-0.25091,0.82931,-1.00978,-1.24096,-1.36263,1.86795,2.07107,2.46818,2.11539,-0.70382,-0.87731,0.28962,-0.40791,1.30335,0.46638,-0.83111,1.19387,0.96548,-0.09202,-0.05716,-0.77165,-0.72488,0.38850,-0.60692,-1.46000,0.28501,-1.26099,0.26125,2.13667,0.08496,-1.11181,-0.03472,1.09642,-0.74478,-0.08596,-0.98821,0.40688,-0.54178,-0.04113,-1.05179,1.04475,1.92059,-0.85210,-0.50102,-0.01331,-1.41634,-0.24682,0.29209,-0.96385,0.04000,0.90600,0.00800,0.04600
0.81354,-0.94336,0.69022,-0.64273,2.28865,-1.05266,-0.09134,-0.36142,0.48822,-1.33285,-0.15402,0.00649,-0.21393,-1.07005,-1.18692,1.37377,-0.96649,-0.45980,-0.59250,0.03144,-0.44180,-0.25091,-0.49006,-0.63357,0.41053,-1.36263,0.39314,0.22793,-0.84052,-1.07246,-0.70382,-0.87731,-0.90047,-0.76451,1.11435,0.46638,-1.09531,-0.27726,1.32114,0.76073,-1.15798,-0.77165,-0.26943,-0.46125,-0.16614,-0.49223,-1.23526,-0.87648,0.69632,-0.57365,1.17920,0.02625,-0.93323,0.03655,0.00356,-0.95428,-0.91050,-0.38706,0.90163,1.21803,1.06576,-1.05662,1.55241,-0.85210,0.28072,-0.79891,1.20691,-0.50151,-0.90621,-0.96385,0.01000,0.97800,0.00600,0.00600
0.52178,1.43057,0.69022,-0.18436,0.95104,-0.31615,-0.88328,0.92033,0.03073,-1.07590,0.34805,-0.24155,1.46489,-0.60974,-1.18692,-0.44997,-0.17272,-0.94197,-0.38055,1.58697,1.69746,-0.25091,0.16963,0.11884,-0.94952,-0.40419,1.86795,0.68871,-0.01335,-0.63276,1.05957,0.53163,-0.90047,-0.76451,-0.11417,-0.12211,-0.83111,-0.27726,0.75209,0.54754,-0.79104,-1.26253,-0.72488,-0.24881,-1.04770,-0.97612,-0.72850,-1.26099,0.26125,0.02865,0.56771,-0.42897,-0.03472,0.03655,0.00356,0.56529,-0.36655,-0.38706,1.38276,1.48312,2.41329,-0.53128,1.55241,0.00169,4.18939,-0.60251,-0.66684,-0.50151,-0.90621,-0.96385,0.05000,0.92600,0.00800,0.01600
1.98060,-1.18075,0.69022,-0.52814,1.58800,-0.31615,0.70059,-0.54453,0.03073,-1.07590,-0.65609,-1.48174,0.34568,-1.07005,-0.15572,-0.44997,0.62105,0.50452,0.89115,0.54995,0.12116,-0.25091,-0.65498,-0.38277,-0.75522,-0.72367,0.39314,2.07107,0.57749,1.12605,-0.70382,0.06199,-0.90047,-0.40791,0.92534,-0.41635,-0.96321,-1.01283,0.39643,0.12117,-1.15798,-0.77165,-0.49715,0.17606,-0.60692,-0.73417,0.79177,0.66159,-1.47903,-0.42307,0.08496,0.70909,-0.03472,1.80300,1.50023,-0.30304,-0.36655,-0.38706,0.42049,1.35058,1.06576,0.78208,0.07968,-0.28290,1.84419,-0.40611,0.27003,-0.75621,-0.05028,-0.96385,0.04200,0.89200,0.01400,0.05200
0.71629,0.71839,0.69022,-0.41354,-0.25918,-0.31615,1.49253,-0.91075,-0.65550,-0.69048,-0.90713,0.00649,-0.77353,-0.14942,-0.41352,-0.44997,1.41482,-0.45980,0.89115,-0.22781,-0.32921,0.19054,0.82931,-0.82168,0.50768,0.23477,-0.00909,-0.23286,3.88619,0.46650,-0.70382,-0.40766,-0.90047,-0.05131,-0.39767,0.76062,0.62203,-1.01283,0.11190,-0.30521,-0.42410,-0.28076,0.18603,0.60093,-0.60692,0.23360,0.79177,-0.49196,-0.60889,1.98610,0.37461,-0.42897,-0.48397,3.21616,0.00356,1.86778,-1.22133,0.80385,-0.06064,0.35650,0.68075,1.30742,-1.02487,-0.28290,0.67158,0.77228,-0.66684,2.80950,-0.39265,-0.96385,0.04800,0.88600,0.00200,0.06400
0.03550,-0.46858,-0.55277,-0.41354,-0.45026,0.05211,0.17264,-0.17832,-0.65550,-0.56201,0.09701,0.75060,0.34568,-0.60974,-0.67132,-0.90591,-0.96649,-0.94197,0.04335,-0.22781,0.57153,5.92944,1.81884,0.55775,-0.17235,0.23477,-0.54538,-0.23286,2.46818,-0.74269,-0.70382,0.06199,-0.10708,0.30530,0.26384,1.34911,0.09362,-1.38061,0.39643,0.12117,-0.79104,-0.28076,-0.95260,-0.03637,0.71541,0.47554,0.28501,0.66159,-0.60889,1.23323,0.11714,0.25387,-0.93323,-0.67003,-0.74478,1.43362,0.09970,-0.38706,0.90163,0.29023,0.10323,-0.26861,-0.65669,-0.56750,1.06245,1.16508,-1.41634,-0.24682,-0.56383,-0.96385,0.22400,0.74400,0.00000,0.03200
-0.74254,0.00621,-0.55277,-0.29895,1.01474,-0.31615,-0.35532,0.55411,-1.11299,-0.43354,-0.15402,-1.72978,1.46489,-1.07005,-0.92912,0.00596,-0.96649,-0.94197,1.52699,-1.52408,1.13450,-0.25091,-0.32514,-0.57087,0.11909,0.55425,0.52721,1.61028,-0.01335,-0.30298,-0.11602,-0.40766,-0.90047,-0.40791,0.35834,1.34911,0.35783,0.09052,-0.38602,-0.73158,-0.05716,-0.77165,-0.49715,-0.24881,-0.60692,-0.00834,-1.23526,-1.26099,-0.60889,1.23323,0.92173,-0.42897,-0.93323,1.09642,0.00356,1.21653,0.56594,-0.78403,0.42049,2.14584,1.06576,-0.79395,-0.65669,-1.13670,-0.50102,-0.79891,-0.85421,0.00787,-0.73502,-0.96385,0.04400,0.93400,0.00200,0.02000
-0.06175,1.90535,0.69022,-0.18436,0.82365,0.05211,2.28447,0.37100,-1.57048,-0.94743,-0.15402,-0.24155,-0.21393,0.77120,0.61767,-0.90591,-0.17272,-0.94197,0.04335,-0.22781,-0.89217,0.19054,0.00471,-0.19467,-1.43525,-0.72367,0.92943,-0.23286,1.52283,-0.52283,-0.70382,0.53163,-0.90047,-0.76451,0.45284,-0.12211,0.48993,-1.01283,1.60567,-0.94477,-0.79104,-0.28076,-0.72488,-0.24881,-1.04770,0.47554,-0.72850,0.27707,0.26125,1.53438,0.53553,0.48148,-0.03472,-0.31674,0.75190,0.99945,-0.36655,-0.38706,-0.06064,-0.04113,-0.66678,-0.79395,-1.02487,-1.42129,1.06245,-0.01331,-1.97846,0.51726,-0.39265,-0.96385,0.03800,0.89800,0.00200,0.06200
-0.54803,0.24360,1.93321,-0.29895,-0.76874,-0.68440,-0.09134,0.18790,0.25948,0.08035,0.85012,-1.23370,1.46489,-0.60974,-0.41352,-0.44997,-0.17272,0.02236,-0.80445,-0.22781,-0.44180,0.63200,0.49947,-1.00978,-1.33810,-0.08471,0.66128,0.68871,0.69566,0.46650,-0.11602,0.06199,-0.90047,-0.76451,1.77585,-0.12211,0.22572,-1.01283,1.67680,0.97392,0.67672,0.21013,0.86920,-0.46125,-1.04770,-0.49223,-0.72850,-1.26099,0.26125,0.48037,1.08265,-0.20136,-0.03472,-0.31674,-0.74478,2.08486,-0.59967,-0.38706,0.90163,0.55531,0.29574,-0.79395,0.44786,0.00169,0.67158,1.36148,-1.41634,0.26257,-0.90621,-0.96385,0.07400,0.89800,0.00600,0.02200
0.42452,-0.23118,4.41920,-0.75732,0.05930,-0.68440,-1.14725,-1.46007,0.48822,-0.81896,-0.40506,-1.23370,-0.49373,-1.07005,-0.92912,0.46190,2.20859,-0.94197,0.89115,0.29070,0.34635,-0.69236,-0.81990,-1.00978,-0.65808,-1.04315,2.00203,0.22793,-1.19503,-0.30298,-0.70382,-0.87731,1.08302,-0.40791,0.45284,-1.00483,0.09362,-0.64504,0.39643,0.97392,0.30978,-0.77165,-0.04170,1.02580,-0.60692,1.68526,-0.72850,-0.87648,0.26125,0.48037,1.56540,-0.42897,-0.03472,0.03655,-0.74478,-0.52012,-0.05572,-0.38706,0.90163,2.14584,2.22079,-1.31929,-0.65669,1.14008,0.28072,-0.99531,-0.10472,0.51726,-0.90621,-0.96385,0.01800,0.96200,0.01800,0.00200
0.71629,-0.70597,-0.55277,-0.41354,1.07843,-0.68440,-1.14725,-1.09385,-1.57048,-0.81896,-0.65609,0.25453,0.90528,-1.07005,-0.41352,-0.44997,-0.17272,-0.45980,0.46725,-0.22781,0.12116,-0.69236,-0.32514,-1.00978,-0.36664,-1.04315,0.12499,-0.23286,-1.07686,0.02680,-0.11602,-0.87731,1.08302,-0.40791,0.16934,0.46638,0.48993,-0.64504,1.32114,-0.30521,1.41061,-0.28076,-0.72488,1.45068,0.27464,0.47554,-0.72850,-0.49196,0.69632,0.78151,1.24357,-0.65659,-0.03472,0.03655,0.00356,-0.73720,0.17741,-0.38706,-0.06064,1.61566,2.41329,-1.05662,-0.65669,-0.56750,-0.89188,-0.99531,2.33115,0.51726,-0.56383,-0.96385,0.01200,0.97200,0.01200,0.00400
