A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
-0.22810,-0.68565,0.81215,-2.44078,0.15336,-2.42893,-1.67513,-0.91951,-0.31839,0.56158,1.05888,1.59194,1.25261,1.96236,-0.31818,1.20618,2,2,2,2,2,2,2,2,1,2
0.58923,-0.37736,-0.21279,-0.56222,0.65189,-1.09544,-0.53047,-1.48796,-1.51949,-0.35579,-1.62294,1.29696,-1.03075,1.96236,1.26226,1.90493,2,2,2,2,2,1,2,2,2,2
-1.13301,-1.24057,0.24274,-0.30131,0.88649,1.27523,0.71229,0.55176,0.41398,-0.42919,-0.49658,-1.28416,-0.40394,-0.87277,1.26226,-0.75033,2,1,2,2,2,2,2,2,2,2
-1.13301,-0.19239,0.05293,0.84670,1.47299,0.90481,1.13745,0.58520,-0.31839,0.19463,-1.59612,-0.65732,-1.29938,-1.02357,1.09464,-0.80623,2,2,1,2,2,2,2,2,2,2
-1.13301,-0.06907,0.24274,0.84670,1.47299,0.83073,1.00663,0.55176,-0.28910,0.15794,-1.48885,-0.69419,-1.20983,-1.05373,1.21437,-0.77828,2,2,1,2,2,2,2,2,2,2
-0.16972,0.11590,-0.89609,-0.30131,0.24133,-0.87319,-0.17073,-1.48796,-1.66596,-0.79614,-1.22067,0.96510,-0.58303,1.78139,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
1.78604,0.91745,0.28070,0.63797,-1.01964,-0.05827,-1.67513,-0.45138,-0.93359,-1.23648,0.92479,-0.98918,1.74510,0.09238,-0.53370,0.06022,2,2,2,2,2,2,1,2,2,2
0.99790,0.91745,-0.55444,-0.30131,-1.31289,-0.83614,-1.24997,-1.22045,0.35539,-1.23648,1.05888,-0.14110,-0.49349,0.03206,-1.13235,-0.55468,2,2,2,2,2,2,1,2,2,2
-0.98706,0.54750,0.96399,0.84670,1.47299,0.38623,1.52991,0.15050,0.41398,-0.42919,-0.71112,-1.28416,-2.46344,-0.29971,0.73545,0.22792,2,2,2,2,2,2,2,1,2,2
-1.13301,-1.91880,0.20477,-0.35349,1.47299,1.27523,0.90852,1.18708,0.41398,0.78176,0.12024,-0.17797,0.04377,-0.90293,1.26226,-0.80623,2,1,2,2,2,2,2,2,2,2
-1.13301,-0.62399,-0.47852,0.84670,0.47593,0.20102,0.12361,-0.35107,-1.51949,-0.79614,-1.03294,-0.87856,1.11829,-1.05373,1.26226,0.08817,2,2,1,2,2,2,2,2,2,2
1.20223,-0.87062,0.69826,0.84670,-0.93167,0.27510,-0.23613,-0.35107,-0.20121,-1.23648,-1.62294,-0.54670,-0.40394,0.45431,1.26226,1.26208,2,2,2,2,2,2,2,2,1,2
-1.13301,0.54750,-1.19977,-2.54514,-0.22787,-2.16964,0.87582,-1.48796,1.26354,0.26802,0.33479,1.85006,-0.80689,1.96236,-0.94078,1.15028,1,2,2,2,2,2,2,2,2,2
0.85194,0.54750,1.00195,-0.45786,1.47299,1.27523,-0.39966,0.85270,-1.66596,0.30472,-1.08658,-1.28416,1.87941,-0.29971,-0.34213,1.01052,2,2,2,2,2,2,2,2,1,2
0.23894,-0.74731,0.77419,0.84670,1.47299,0.64552,0.90852,0.25082,1.14636,0.15794,0.79070,-1.06293,-0.53826,-1.05373,-1.13235,-0.33108,2,2,2,1,2,2,2,2,2,2
1.78604,0.91745,0.47050,0.48142,-1.04897,0.01581,-1.67513,-0.41794,-1.19724,-1.23648,0.33479,-1.13667,0.93921,0.03206,-0.67738,0.22792,2,2,2,2,2,2,1,2,2,2
0.03461,0.36253,2.02689,0.84670,0.53458,1.16410,-0.66129,0.95302,-0.37698,0.23133,1.05888,-0.28859,0.22286,-0.87277,-1.13235,-0.80623,2,2,2,2,2,1,2,2,2,2
-0.95786,0.91745,-1.08589,-0.09258,-1.45952,-0.57685,-1.57702,-0.75232,1.26354,-0.17232,0.68343,0.48575,-0.00100,-0.08858,0.47204,-0.80623,2,2,2,2,1,2,2,2,2,2
0.58923,0.91745,-0.78221,-0.24913,-1.45952,-0.57685,-1.60972,-0.81920,-0.40628,-1.23648,1.05888,-1.02605,0.62581,-0.39019,-0.84500,-0.47083,2,2,2,2,2,2,1,2,2,2
-1.13301,-2.78201,-0.32668,-1.29277,0.62256,0.60848,1.59531,1.85584,0.82411,1.51566,0.28115,0.55949,0.40195,-0.29971,0.66361,-0.80623,2,1,2,2,2,2,2,2,2,2
1.78604,0.91745,0.54642,-0.14476,-0.75572,-0.57685,-1.38079,-0.98639,-0.08403,-1.23648,0.71024,-0.39921,-0.53826,0.18286,-1.13235,0.06022,2,2,2,2,2,2,1,2,2,2
-0.57839,0.91745,-1.54142,-0.66659,-1.40087,-0.83614,0.84311,-0.18388,1.26354,0.89184,1.00524,0.92823,1.11829,-0.14891,0.56782,-0.80623,2,2,2,2,1,2,2,2,2,2
-1.13301,-2.96699,0.35662,-1.81459,0.88649,0.31214,1.59531,1.85584,1.14636,1.55235,0.68343,0.55949,0.67058,-0.36003,0.28047,-0.80623,2,1,2,2,2,2,2,2,2,2
0.70599,-0.25405,1.95097,0.84670,1.47299,0.16398,0.81041,-0.21731,-0.40628,-0.86953,-1.62294,-1.28416,-0.40394,-0.93309,1.19042,-0.61058,2,2,1,2,2,2,2,2,2,2
0.18056,0.91745,-0.85813,-0.51004,-1.45952,-0.79910,0.25443,-0.31763,1.26354,0.67167,0.92479,1.00197,0.89444,-0.08858,0.54388,-0.80623,2,2,2,2,1,2,2,2,2,2
-0.98706,0.05424,1.38156,0.84670,0.88649,1.23818,-1.67513,1.38771,-1.08006,1.07532,1.05888,0.48575,1.16307,-0.66164,-1.10841,-0.80623,2,2,2,2,2,1,2,2,2,2
-1.13301,-3.15196,-0.93405,-1.55368,0.03606,0.42327,1.23557,1.85584,0.85341,1.51566,0.33479,0.55949,0.67058,-0.32987,1.26226,-0.80623,2,1,2,2,2,2,2,2,2,2
-0.81191,-1.17891,0.09089,-2.33641,-0.28652,-2.24373,-1.64243,-1.48796,-1.66596,0.37811,-1.03294,1.40758,0.26763,1.60043,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
-0.46163,0.91745,-0.89609,-0.77095,-1.45952,-1.13248,-0.56318,-0.75232,1.26354,-0.42919,1.03206,0.15389,0.04377,-0.02826,-0.10267,-0.80623,2,2,2,2,1,2,2,2,2,2
-1.13301,-1.54886,0.31866,-0.30131,1.38501,1.27523,1.59531,1.65521,1.02918,1.36888,0.44206,0.44888,0.17809,-0.36003,-0.34213,-0.80623,2,1,2,2,2,2,2,2,2,2
-0.08215,0.73248,-1.54142,-1.29277,-1.19559,-1.91035,0.31984,-1.48796,1.23424,0.01116,1.05888,1.70256,-0.09054,1.96236,-1.01262,1.23413,1,2,2,2,2,2,2,2,2,2
1.11466,-0.13073,0.05293,0.84670,-1.07829,0.12694,0.35255,0.41801,1.26354,1.47896,0.81752,-0.28859,-0.09054,-1.05373,-1.13235,-0.55468,2,2,2,2,2,2,2,2,2,1
1.46494,0.48585,-0.36464,0.84670,-0.28652,-0.57685,0.05821,-1.48796,-1.66596,-1.23648,-0.38930,0.22764,2.01373,1.32898,-0.27029,1.56953,2,2,2,2,2,2,2,2,1,2
1.78604,-0.06907,0.58438,0.63797,-1.40087,1.27523,-1.57702,0.45145,-0.58205,0.67167,0.46888,-0.14110,-0.40394,-1.05373,-1.13235,-0.52673,2,2,2,2,2,1,2,2,2,2
1.78604,0.91745,0.31866,0.22051,-0.25719,-0.20644,1.03934,1.08677,0.70693,1.22210,0.57615,-0.06735,-0.00100,-0.93309,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
1.78604,0.91745,0.58438,0.42924,-0.81437,0.01581,-1.67513,-0.35107,-1.43160,-1.23648,-0.12112,-1.28416,0.71535,-0.17907,-0.53370,0.31177,2,2,2,2,2,2,1,2,2,2
-1.13301,-0.19239,-0.06095,0.63797,1.12109,1.27523,1.59531,1.25396,0.47257,1.00193,0.17388,0.04327,-0.31440,-0.63148,-0.96473,-0.80623,2,2,2,1,2,2,2,2,2,2
-0.25729,-0.37736,1.19175,0.84670,1.32636,0.20102,0.25443,-0.15044,1.26354,-0.09893,0.62979,-1.28416,-1.25461,-0.93309,-1.13235,-0.05158,2,2,2,1,2,2,2,2,2,2
-0.22810,0.91745,-1.46550,-0.92750,-1.45952,-1.42881,-0.56318,-1.48796,0.61905,-0.50258,1.05888,0.85448,1.25261,1.81156,-0.34213,1.93288,1,2,2,2,2,2,2,2,2,2
1.78604,-0.19239,0.73623,-0.30131,-0.55044,1.23818,1.00663,1.85584,1.26354,1.44227,0.44206,0.33826,-0.62780,-0.45052,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
-1.13301,0.73248,0.12885,0.79451,1.47299,1.27523,1.39909,1.78897,0.32610,1.51566,-0.12112,0.55949,-0.13531,-0.29971,0.16074,-0.80623,2,2,2,2,2,2,2,1,2,2
-1.13301,-1.67217,0.12885,-2.33641,0.73986,-2.09556,0.12361,-1.48796,-0.93359,-0.13562,-1.22067,1.03885,-0.26963,1.66075,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
-0.57839,-1.79549,-0.93405,-0.82313,0.32931,0.75664,1.59531,1.85584,0.41398,1.51566,-0.49658,0.59637,-1.74709,-0.26955,-1.13235,-0.80623,2,1,2,2,2,2,2,2,2,2
1.14385,0.91745,-0.40260,-0.51004,-1.31289,-0.79910,-1.67513,-1.05326,0.09174,-1.23648,1.05888,-0.32546,-0.31440,0.12254,-1.08446,-0.38698,2,2,2,2,2,2,1,2,2,2
-1.13301,-0.25405,-0.09891,0.84670,0.62256,0.60848,0.09091,-0.11700,-0.69923,-1.23648,-0.92567,-0.76794,-0.53826,0.33367,1.26226,0.73102,2,2,2,2,2,2,2,1,2,2
-0.37406,0.17756,0.54642,0.84670,1.06244,0.12694,0.87582,-0.45138,0.29680,-1.23648,1.05888,-0.06735,0.49149,0.30351,-1.13235,0.45152,2,2,2,2,2,2,2,1,2,2
-0.28648,-0.87062,0.16681,0.84670,0.97446,0.46031,0.54877,-0.21731,-0.69923,-0.97961,-1.62294,-0.95231,-0.13531,-0.45052,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
1.37737,0.91745,-0.28872,-0.14476,0.47593,0.05285,1.59531,1.55490,1.23424,1.14871,0.92479,-0.06735,0.31240,-0.87277,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
-0.49082,0.91745,-1.23773,-0.61440,-1.45952,-0.91023,-1.51161,-1.15358,0.00385,-1.23648,1.05888,-0.50983,-0.18008,-0.05842,-0.98868,-0.44288,2,2,2,2,2,2,1,2,2,2
0.82275,-0.37736,-0.28872,-1.13622,1.47299,-1.31769,0.64689,-1.48796,-0.40628,-0.06223,0.71024,1.22321,1.70033,1.96236,-1.13235,1.40183,2,2,2,2,2,2,2,2,1,2
-0.14053,0.11590,0.39458,0.84670,1.44366,0.68256,-0.00720,0.31769,1.26354,0.74506,1.05888,-0.62045,-0.89643,-1.05373,-1.13235,-0.35903,2,2,2,1,2,2,2,2,2,2
-0.14053,-0.99394,-0.66832,0.84670,0.44661,1.20114,0.22173,0.61864,-0.72852,-0.06223,-1.62294,-1.17354,-0.35917,-1.05373,1.26226,-0.61058,2,2,1,2,2,2,2,2,2,2
-0.19891,-0.68565,-1.23773,-2.33641,-0.66774,-2.42893,0.71229,-1.12014,1.26354,0.52489,0.57615,1.99755,-0.80689,1.96236,-1.13235,1.26208,1,2,2,2,2,2,2,2,2,2
-0.84110,0.36253,-0.78221,-1.29277,0.97446,-0.35460,1.59531,-1.05326,-0.49416,-1.23648,-1.54249,0.26451,-2.46344,1.41946,0.30442,1.98878,2,2,2,2,2,1,2,2,2,2
1.02709,-2.35041,2.25466,-0.61440,0.94514,1.27523,-0.69400,1.65521,-1.66596,1.29549,-0.52339,0.59637,1.25261,-0.08858,0.85518,-0.80623,2,2,2,2,2,2,2,2,2,1
-0.28648,0.91745,-1.54142,-1.18841,-1.22492,-1.91035,0.25443,-1.48796,1.26354,-0.02554,0.97843,1.66569,-0.31440,1.69091,-0.70132,0.67512,1,2,2,2,2,2,2,2,2,2
1.78604,0.91745,1.19175,0.42924,-0.43314,-0.05827,-1.51161,-0.38450,-1.66596,-1.23648,-0.20158,-1.17354,1.07352,-0.20923,-0.55765,0.19997,2,2,2,2,2,2,1,2,2,2
1.34818,0.91745,-0.13687,-0.24913,-1.07829,-0.68798,-1.21727,-1.01983,0.29680,-1.23648,1.05888,-0.32546,-0.18008,0.15270,-1.13235,-0.21928,2,2,2,2,2,2,1,2,2,2
0.64761,-0.00742,1.26768,0.84670,1.23839,0.42327,0.45066,0.31769,0.99988,0.15794,1.05888,-0.76794,-0.04577,-1.05373,-1.13235,-0.69443,2,2,2,1,2,2,2,2,2,2
-0.66596,-0.87062,-0.78221,0.84670,0.06538,0.57144,-0.49777,0.15050,-1.51949,-0.42919,-1.62294,-1.21042,-0.22486,-0.96325,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
0.70599,0.91745,-0.44056,-0.04040,-1.16627,-0.57685,-1.05375,-0.95295,0.29680,-1.23648,1.05888,-0.58357,-0.31440,-0.11874,-1.13235,-0.27518,2,2,2,2,2,2,1,2,2,2
0.70599,-1.11725,-1.04793,-0.35349,-0.31584,1.27523,1.46450,1.62178,1.26354,1.22210,0.38842,0.30138,-0.67257,-0.45052,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
0.41409,0.30087,1.87505,-0.66659,1.09176,1.27523,-0.36695,1.01989,1.26354,1.69913,0.92479,0.15389,0.53626,-1.05373,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
0.38490,0.91745,-0.74424,-0.87531,-0.60909,-1.91035,0.67959,-1.48796,1.26354,0.23133,0.52252,1.96068,-0.89643,1.87188,-1.13235,1.01052,1,2,2,2,2,2,2,2,2,2
0.29732,0.05424,1.64728,0.84670,1.47299,0.38623,0.74500,0.25082,1.23424,-0.13562,0.54933,-1.06293,-0.76212,-1.05373,-1.13235,-0.49878,2,2,2,1,2,2,2,2,2,2
0.29732,-0.00742,0.31866,-1.18841,0.62256,-1.50289,-0.79211,-1.48796,-1.43160,0.12124,-1.62294,1.62882,-0.58303,1.93220,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
0.00542,0.36253,1.53340,0.84670,0.59324,-0.24348,-0.85752,1.22052,0.73623,1.88261,1.05888,0.08014,0.08855,-1.05373,-1.13235,-0.13543,2,2,2,2,2,2,2,2,2,1
-1.13301,-1.24057,-0.93405,0.48142,-0.02259,1.27523,0.45066,1.08677,-0.25980,0.41480,-0.65749,-0.87856,0.49149,-1.05373,1.26226,-0.77828,2,2,1,2,2,2,2,2,2,2
-1.13301,0.42419,0.16681,0.84670,1.32636,0.97889,1.20286,0.11707,0.58975,-1.08970,-0.09430,-1.28416,-0.31440,0.00190,1.26226,0.08817,2,2,2,2,2,2,2,1,2,2
-1.13301,0.60916,0.43254,0.84670,1.47299,0.86777,1.07204,0.41801,0.09174,-0.24571,-0.68430,-1.28416,-1.92618,-0.17907,0.42415,0.17202,2,2,2,2,2,2,2,1,2,2
-1.13301,-0.19239,-0.09891,0.84670,0.62256,0.49735,-0.36695,0.21738,0.06244,0.26802,1.05888,-0.54670,0.40195,-1.05373,-0.91684,-0.66648,2,2,2,1,2,2,2,2,2,2
-0.98706,-0.80897,-0.32668,0.84670,0.97446,0.97889,0.71229,0.51832,-0.37698,-0.13562,-1.62294,-1.06293,-0.71735,-0.69180,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
1.78604,0.91745,0.54642,-0.24913,-0.81437,-0.39165,-1.67513,-0.58513,-1.25583,-1.23648,0.01297,-0.80481,-0.09054,0.12254,-1.08446,0.22792,2,2,2,2,2,2,1,2,2,2
1.14385,0.05424,0.77419,0.84670,-1.45952,1.27523,-1.44620,0.65207,0.15033,0.63497,1.05888,-0.36233,0.35718,-1.05373,-0.96473,-0.66648,2,2,2,2,2,1,2,2,2,2
-1.13301,-0.31570,0.12885,0.84670,0.71054,0.16398,0.02550,-0.38450,-1.08006,-1.23648,-1.48885,-0.17797,-0.44871,0.18286,1.26226,0.33972,2,2,2,2,2,2,2,1,2,2
-1.13301,0.60916,-0.59240,0.69015,0.85716,1.27523,1.59531,1.58834,0.29680,1.40557,-0.38930,0.52262,-0.89643,-0.29971,-0.24635,-0.80623,2,2,2,2,2,2,2,1,2,2
-1.13301,-5.24832,-0.21279,-3.95406,0.56391,-1.28064,1.36638,0.58520,1.26354,2.43304,0.22752,2.40315,0.08855,0.87657,0.40020,-0.07953,2,2,2,2,2,2,2,2,2,1
1.78604,0.91745,1.19175,0.22051,0.06538,-0.20644,-0.56318,-0.45138,-0.72852,-1.23648,0.38842,-1.13667,-0.18008,-0.29971,-1.13235,-0.13543,2,2,2,2,2,2,1,2,2,2
-0.34487,-0.19239,0.43254,0.84670,0.35863,0.23806,-0.62859,0.01675,-1.66596,-0.50258,-1.32794,-1.28416,-0.00100,-0.99341,1.26226,-0.63853,2,2,1,2,2,2,2,2,2,2
0.50166,0.23922,0.54642,-1.08404,1.47299,-1.35473,0.05821,-1.48796,-0.14262,-0.02554,0.87115,1.22321,1.20784,1.96236,-1.13235,1.54158,2,2,2,2,2,2,2,2,1,2
-0.66596,0.48585,-0.32668,-1.50150,0.32931,-1.72514,-0.56318,-1.48796,-1.63667,0.01116,-1.62294,1.51820,-0.44871,1.96236,1.26226,1.87698,2,2,2,2,2,1,2,2,2,2
-1.13301,0.91745,1.98893,0.84670,1.47299,0.46031,0.35255,-0.15044,-0.69923,-1.23648,-1.27430,-1.09980,-2.41867,0.12254,1.11858,0.39562,2,2,2,2,2,2,2,1,2,2
0.03461,0.54750,-1.54142,-0.97968,0.03606,-0.98431,-0.00720,-1.48796,-1.34372,-0.68605,-1.48885,1.03885,-0.89643,1.75123,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
0.41409,0.36253,1.30564,0.84670,0.71054,0.12694,0.05821,-0.18388,-1.02147,-0.75944,-1.62294,-0.87856,-0.18008,-0.60132,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
1.64009,0.91745,0.20477,-0.19695,-1.07829,-0.46573,-1.67513,-0.65201,-0.84570,-1.23648,1.05888,-0.91543,0.31240,-0.08858,-0.94078,-0.30313,2,2,2,2,2,2,1,2,2,2
-1.13301,0.60916,-0.47852,0.84670,0.00673,0.12694,-0.26884,-0.58513,-0.69923,-1.23648,-1.24749,0.04327,0.08855,0.03206,1.26226,0.33972,2,2,2,2,2,2,2,1,2,2
-1.13301,-2.16544,0.05293,-0.66659,0.91581,1.09002,1.59531,1.85584,0.50187,1.51566,-0.22839,0.55949,-0.71735,-0.29971,-0.19845,-0.80623,2,1,2,2,2,2,2,2,2,2
-1.07463,0.36253,1.72321,0.84670,1.41434,0.05285,0.31984,-0.38450,-1.10936,-1.23648,-1.62294,-0.58357,-2.10527,0.24319,1.26226,0.31177,2,2,2,2,2,2,2,1,2,2
1.78604,0.91745,0.50846,-0.19695,-0.75572,-0.39165,-1.67513,-0.55169,-1.66596,-1.23648,-0.09430,-1.24729,0.26763,-0.39019,-1.13235,-0.38698,2,2,2,2,2,2,1,2,2,2
0.18056,0.91745,0.05293,-0.24913,-1.13694,-0.76206,-1.67513,-1.25389,0.15033,-1.23648,1.05888,-0.43608,-0.62780,0.00190,-0.34213,-0.49878,2,2,2,2,2,2,1,2,2,2
-1.13301,-1.48720,0.05293,-0.14476,1.47299,1.27523,0.51607,1.18708,-0.20121,0.96523,-0.95249,0.19076,-1.70232,-0.45052,0.06495,-0.80623,2,1,2,2,2,2,2,2,2,2
-1.13301,-1.54886,0.58438,-0.35349,1.15041,1.27523,1.23557,1.72209,0.70693,1.40557,0.46888,0.44888,1.02875,-0.36003,1.26226,-0.80623,2,1,2,2,2,2,2,2,2,2
-0.92867,0.05424,-0.70628,-1.08404,1.32636,-0.42869,1.59531,-1.18702,-0.78711,-1.23648,-1.59612,0.41200,-2.46344,1.75123,0.66361,1.98878,2,2,2,2,2,1,2,2,2,2
-0.66596,0.54750,0.58438,0.84670,0.76919,0.38623,-0.26884,0.25082,-1.49019,-0.13562,-1.62294,-1.06293,-0.26963,-1.02357,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
-0.87029,-0.93228,0.01497,0.84670,1.47299,0.71960,0.54877,-0.08356,-0.87500,-1.16309,0.38842,-1.28416,-0.44871,0.21303,-1.13235,1.42978,2,2,2,2,2,2,2,2,1,2
-0.78272,0.91745,-1.54142,-0.51004,-1.34222,-0.87319,0.74500,-0.01669,1.26354,0.89184,0.44206,1.11259,0.84966,-0.08858,0.42415,-0.80623,2,2,2,2,1,2,2,2,2,2
0.76437,-0.25405,2.25466,-1.86677,1.12109,-2.05852,-1.44620,-1.48796,-0.49416,0.04785,0.97843,1.22321,1.02875,1.96236,-1.13235,1.62543,2,2,2,2,2,2,2,2,1,2
-1.13301,0.05424,0.31866,0.63797,0.44661,1.27523,0.05821,0.38457,-0.11333,-0.83283,1.05888,-1.21042,-0.09054,-1.05373,-0.94078,-0.55468,2,1,2,2,2,2,2,2,2,2
-1.13301,-0.93228,-0.17483,0.37706,0.24133,1.27523,0.09091,0.21738,-0.31839,-1.08970,-1.38158,-1.28416,-0.04577,-1.05373,1.26226,-0.75033,2,1,2,2,2,2,2,2,2,2
-1.13301,0.30087,-0.70628,-1.13622,0.85716,-0.76206,0.15632,-1.48796,-1.02147,0.23133,-1.51567,2.14504,-1.34415,1.93220,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
-1.13301,-0.43902,-0.25075,0.84670,0.50526,0.64552,0.48336,-0.15044,-0.08403,-1.23648,-0.71112,-0.25172,0.31240,0.33367,1.26226,0.95462,2,2,2,2,2,2,2,1,2,2
-0.19891,-0.13073,-1.08589,0.42924,-1.31289,-0.91023,-0.43236,-1.48796,1.26354,-0.20901,1.00524,1.51820,-0.85166,1.96236,-1.13235,0.87077,1,2,2,2,2,2,2,2,2,2
1.64009,0.91745,0.62234,0.42924,0.97446,0.38623,1.59531,1.45459,0.91200,1.11201,0.20070,0.15389,-0.71735,-0.51084,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
-0.60758,0.23922,-0.40260,-1.13622,0.94514,-0.68798,0.71229,-1.48796,-1.08006,-0.83283,-1.62294,1.11259,-0.53826,1.84172,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
-0.84110,-0.37736,-0.85813,-1.86677,-0.31584,-1.79923,-1.67513,-1.48796,-1.57808,0.15794,-1.35476,1.33383,-0.04577,1.57027,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
-0.37406,0.91745,-1.42754,-0.45786,-1.45952,-1.13248,-0.85752,-1.38764,0.38469,-1.23648,1.05888,-0.21484,1.38692,0.93689,0.01706,1.65338,1,2,2,2,2,2,2,2,2,2
-1.13301,0.17756,-0.28872,0.84670,0.41728,0.79368,-0.13802,0.38457,-1.02147,-0.09893,-0.87203,-1.06293,0.40195,-1.02357,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
-1.10382,0.42419,-0.09891,0.84670,0.06538,0.23806,-0.72670,-0.11700,-1.66596,-0.72275,-1.38158,-1.28416,-0.04577,-0.96325,1.26226,-0.66648,2,2,1,2,2,2,2,2,2,2
0.61842,-1.36389,2.25466,0.01178,0.15336,1.27523,-1.67513,1.12021,-0.49416,1.25879,1.00524,0.92823,0.80489,-0.20923,-0.36608,-0.80623,2,2,2,2,2,2,2,2,2,1
0.96870,0.91745,-0.51648,-0.14476,-1.45952,-0.68798,-1.47890,-1.18702,-0.02544,-1.23648,1.05888,-0.58357,0.35718,-0.14891,-0.74921,-0.41493,2,2,2,2,2,2,1,2,2,2
-0.63677,0.79413,1.49544,0.84670,1.47299,0.05285,0.51607,-0.38450,-0.90429,-1.23648,-1.62294,-1.02605,-2.46344,-0.36003,0.99885,-0.27518,2,2,2,2,2,2,2,1,2,2
-0.57839,-0.43902,-1.54142,-2.28423,-1.19559,-2.42893,0.41795,-1.28733,1.23424,0.15794,1.05888,1.66569,-0.04577,1.96236,-1.08446,1.59748,1,2,2,2,2,2,2,2,2,2
-0.75353,0.54750,-1.54142,-1.71023,0.15336,-0.76206,-0.56318,-1.48796,-1.66596,-0.64936,-1.62294,1.33383,-0.71735,1.90204,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
-1.13301,-1.30223,-0.93405,0.84670,0.21201,0.86777,-0.36695,0.11707,-1.60737,-0.61266,-1.59612,-0.62045,-0.26963,-1.05373,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
0.79356,0.67082,2.25466,0.84670,1.15041,1.09002,-0.00720,1.48802,0.23821,0.67167,0.30797,-0.73107,-0.80689,-1.05373,-1.13235,-0.77828,2,2,2,2,2,1,2,2,2,2
-1.13301,0.23922,0.20477,0.84670,1.47299,1.20114,1.07204,1.12021,-0.17192,0.89184,0.28115,0.00640,-0.22486,-0.63148,-1.01262,-0.80623,2,2,2,1,2,2,2,2,2,2
1.52332,-0.74731,0.54642,0.84670,-1.45952,0.27510,-0.07261,-0.25075,0.76552,-1.23648,-1.16703,-1.02605,0.04377,0.27335,1.26226,1.34593,2,2,2,2,2,2,2,2,1,2
-0.22810,-0.80897,0.58438,0.84670,0.59324,0.38623,-0.13802,0.01675,-1.22654,-0.61266,-1.62294,-1.13667,-0.22486,-1.05373,1.26226,-0.80623,2,2,1,2,2,2,2,2,2,2
1.66928,-0.06907,0.31866,-0.40567,-1.10762,0.94185,0.74500,1.85584,1.26354,1.51566,0.46888,0.44888,-0.44871,-0.42035,-1.13235,-0.80623,2,2,2,2,2,2,2,2,2,1
0.20975,-1.17891,2.25466,-0.09258,0.27066,1.27523,-1.67513,1.18708,-0.46487,1.11201,0.89797,0.78073,0.31240,-0.23939,-0.55765,-0.80623,2,2,2,2,2,2,2,2,2,1
-0.89948,0.05424,-1.31366,-1.50150,0.29998,-1.13248,-0.33425,-1.48796,-1.34372,-0.24571,-1.62294,1.44445,-0.62780,1.63059,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
0.56004,0.67082,2.25466,0.84670,0.38796,0.90481,-0.46507,0.55176,0.12103,0.74506,0.14706,-0.39921,-0.85166,-1.05373,-1.13235,-0.49878,2,2,2,2,2,1,2,2,2,2
1.34818,-0.19239,-0.93405,-0.66659,-0.84369,1.27523,0.87582,1.85584,0.91200,1.11201,1.05888,-0.25172,0.67058,-1.05373,-1.13235,-0.44288,2,2,2,2,2,2,2,2,2,1
-1.13301,0.48585,-0.06095,0.84670,1.17974,0.86777,1.17016,0.01675,0.85341,-1.23648,-0.52339,-0.80481,-0.44871,0.03206,1.26226,0.42357,2,2,2,2,2,2,2,1,2,2
0.35571,0.36253,-0.66832,-0.66659,0.06538,-1.13248,-1.24997,-1.48796,-1.66596,-0.13562,-1.48885,1.70256,-0.53826,1.96236,1.26226,1.84903,2,2,2,2,2,1,2,2,2,2
0.96870,-1.36389,-0.74424,-1.55368,-1.45952,0.53439,-0.17073,1.85584,1.11706,1.84591,1.05888,0.55949,1.02875,-0.51084,-0.31818,-0.80623,2,2,2,2,2,2,2,2,2,1
-0.14053,-1.85715,2.25466,-0.45786,1.06244,1.27523,-1.67513,1.52146,-1.60737,1.25879,0.68343,0.78073,0.89444,-0.23939,-0.48581,-0.80623,2,2,2,2,2,2,2,2,2,1
-0.22810,0.67082,-1.54142,-1.50150,0.21201,-0.42869,0.41795,-1.28733,-1.08006,-1.23648,-1.03294,0.96510,-0.71735,1.93220,1.26226,1.98878,2,2,2,2,2,1,2,2,2,2
