A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,L1,L2,L3,L4
-0.47826,-0.92308,-0.63889,-0.79913,-0.75824,-0.84906,-0.94771,0.82857,-1.00000,-0.91429,-0.92632,-0.96882,-0.77358,-0.71053,-0.72727,-0.02439,-0.40000,-0.46667,2,1,2,2
-0.04348,-0.61538,-0.27778,-0.80786,-0.89011,-0.77358,-0.72549,0.48571,-0.83333,-0.37143,-0.70526,-0.83453,-0.61006,-0.50000,0.00000,-0.60976,-0.46667,-0.86667,1,2,2,2
0.34783,0.92308,0.75000,0.10044,-0.51648,-0.66038,0.39869,-0.77143,0.33333,0.65714,0.06316,0.27578,0.72327,-0.68421,-0.36364,-0.80488,-0.26667,0.00000,2,2,2,1
-0.52174,-0.15385,0.11111,-0.68559,-0.75824,-0.66038,-0.42484,0.02857,-0.50000,0.11429,-0.62105,-0.60432,-0.15723,-0.60526,-0.54545,-0.17073,-0.53333,-0.20000,1,2,2,2
-0.08696,-0.23077,-0.22222,-0.42358,-0.56044,-0.84906,-0.60784,0.14286,-0.83333,-0.31429,-0.64211,-0.69784,-0.14465,-0.84211,-0.09091,-0.60976,0.46667,0.46667,2,2,1,2
-0.13043,0.07692,0.25000,-0.50218,-0.60440,-0.62264,-0.43791,-0.02857,-0.66667,0.11429,-0.48421,-0.59233,-0.13208,-0.55263,-0.81818,-0.56098,-0.46667,0.00000,1,2,2,2
0.69565,0.30769,0.94444,-0.28384,-0.80220,-0.66038,0.33333,-0.71429,0.16667,0.17143,0.07368,0.17986,0.18239,-0.68421,0.63636,0.31707,0.00000,0.40000,2,1,2,2
-0.21739,-0.76923,0.02778,-0.53712,-0.80220,-0.81132,-0.43791,-0.08571,-0.66667,-0.77143,-0.50526,-0.57554,-0.82390,-0.84211,-0.27273,-0.26829,0.26667,0.33333,2,1,2,2
-0.17391,-0.23077,-0.19444,-0.52838,-0.80220,-0.81132,-0.51634,0.02857,-0.66667,-0.28571,-0.57895,-0.64269,-0.25786,-0.89474,0.27273,-0.12195,0.46667,0.46667,2,2,2,1
0.13043,0.15385,0.77778,-0.19651,-0.64835,-0.69811,0.16340,-0.60000,0.00000,-0.02857,-0.04211,0.00719,0.13208,-0.63158,-0.27273,-0.80488,-0.20000,0.06667,3,1,3,2
0.08696,0.92308,0.69444,-0.09170,-0.60440,-0.62264,0.49020,-0.77143,0.33333,0.82857,0.00000,0.35252,0.34591,-0.68421,-0.45455,-0.95122,-0.40000,0.00000,2,2,2,1
-0.56522,-0.69231,-0.61111,-0.87773,-0.82418,-0.92453,-0.77778,0.48571,-0.83333,-0.74286,-0.83158,-0.85372,-0.61006,-0.42105,-0.63636,-0.36585,-0.73333,-0.80000,2,1,2,2
-0.21739,-0.53846,0.33333,-0.25764,-0.64835,-0.73585,-0.17647,-0.31429,-0.33333,-0.60000,-0.29474,-0.34532,-0.40881,-0.73684,-1.00000,0.12195,0.00000,0.13333,3,1,3,2
-0.30435,-0.46154,-0.44444,-0.76419,-0.80220,-0.84906,-0.92157,0.71429,-1.00000,-0.45714,-0.86316,-0.94005,-0.44654,-0.84211,-0.09091,-0.60976,0.13333,0.20000,1,2,2,2
-0.30435,-0.84615,-0.16667,-0.70306,-0.75824,-0.81132,-0.81699,0.54286,-1.00000,-0.71429,-0.82105,-0.87290,-0.96226,-0.86842,-0.63636,-0.07317,0.53333,0.73333,1,2,2,2
0.30435,0.23077,0.66667,-0.21397,-0.71429,-0.69811,-0.04575,-0.48571,-0.16667,0.20000,-0.24211,-0.19904,-0.13208,-0.92105,0.18182,-0.60976,0.46667,0.80000,3,1,3,2
-0.69565,-0.07692,-0.13889,-0.79039,-0.80220,-0.81132,-0.49020,0.08571,-0.66667,-0.17143,-0.56842,-0.63309,-0.15723,-0.47368,-0.72727,-0.21951,-0.66667,-0.60000,2,2,1,2
-0.43478,-0.30769,-0.30556,-0.89520,-0.86813,-0.84906,-0.47712,0.08571,-0.66667,-0.34286,-0.52632,-0.63789,-0.20755,-0.31579,-0.54545,-0.80488,-0.80000,-0.86667,2,2,1,2
0.17391,0.00000,0.13889,-0.27511,-0.69231,-0.73585,-0.29412,-0.20000,-0.50000,0.02857,-0.37895,-0.44604,-0.16981,-0.89474,0.18182,-0.56098,0.46667,0.73333,2,1,2,2
-0.43478,-0.53846,-0.44444,-0.68559,-0.71429,-0.81132,-0.90850,0.65714,-1.00000,-0.54286,-0.89474,-0.93285,-0.59748,-0.94737,-0.36364,-0.60976,0.60000,0.73333,1,2,2,2
-0.56522,-0.69231,-0.38889,-0.92140,-0.86813,-0.84906,-0.86928,0.65714,-1.00000,-0.68571,-0.86316,-0.91847,-0.67296,-0.47368,-1.00000,-0.65854,-0.66667,-0.73333,1,2,2,2
-0.60870,-0.07692,-0.22222,-0.59825,-0.51648,-0.88679,-0.52941,0.08571,-0.66667,-0.25714,-0.58947,-0.66906,-0.05660,-0.44737,-0.54545,-1.00000,-0.66667,-0.80000,2,2,1,2
-0.13043,0.07692,0.33333,-0.16157,-0.58242,-0.81132,-0.20261,-0.31429,-0.33333,-0.05714,-0.29474,-0.35731,0.20755,-0.81579,-1.00000,-0.85366,0.26667,0.40000,2,1,2,2
-0.21739,-0.23077,0.33333,-0.53712,-0.69231,-0.73585,-0.51634,0.08571,-0.66667,0.11429,-0.63158,-0.65947,-0.61006,-0.86842,-0.90909,0.26829,0.40000,0.73333,1,2,2,2
0.00000,-0.07692,0.11111,-0.49345,-0.64835,-0.73585,-0.55556,0.14286,-0.66667,-0.14286,-0.67368,-0.68345,-0.34591,-0.86842,-0.54545,-0.51220,0.53333,0.73333,1,2,2,2
0.47826,0.84615,0.83333,-0.34498,-0.91209,-0.77358,0.89542,-1.00000,0.83333,0.54286,0.52632,0.84652,0.54717,-0.36842,-0.81818,-0.02439,-0.66667,-0.80000,2,2,1,2
-0.39130,-0.15385,-0.16667,-0.34498,-0.38462,-0.84906,-0.55556,0.08571,-0.66667,-0.34286,-0.61053,-0.65947,-0.13208,-0.73684,-0.45455,-0.95122,0.20000,0.33333,2,2,1,2
-0.56522,0.00000,-0.08333,-0.71179,-0.73626,-0.84906,-0.52941,0.08571,-0.66667,-0.20000,-0.61053,-0.65707,-0.06918,-0.57895,-0.27273,-1.00000,-0.40000,-0.33333,2,2,1,2
-0.43478,-0.38462,-0.27778,-0.78166,-0.82418,-0.81132,-0.69935,0.37143,-0.83333,-0.48571,-0.74737,-0.80336,-0.29560,-0.60526,-0.72727,-0.80488,-0.73333,-0.60000,2,2,3,1
0.56522,0.61538,0.91667,0.05677,-0.53846,-0.66038,0.33333,-0.71429,0.16667,0.45714,0.01053,0.17746,0.29560,-0.76316,0.00000,0.56098,-0.13333,0.40000,2,1,2,2
-0.08696,-0.69231,-0.08333,-0.28384,-0.47253,-0.81132,-0.45098,-0.08571,-0.66667,-0.74286,-0.56842,-0.57314,-0.71069,-0.78947,-0.81818,-0.60976,0.40000,0.66667,2,2,1,2
0.17391,-0.15385,0.47222,-0.22271,-0.67033,-0.77358,-0.03268,-0.48571,-0.16667,-0.17143,-0.24211,-0.19185,-0.47170,-0.81579,-1.00000,-0.90244,0.13333,0.13333,3,2,3,1
-0.60870,-0.23077,-0.08333,-0.56332,-0.60440,-0.81132,-0.49020,0.02857,-0.66667,-0.28571,-0.49474,-0.62350,-0.35849,-0.55263,-0.54545,-0.46341,-0.40000,-0.46667,2,2,1,2
-0.43478,0.00000,-0.08333,-0.81659,-0.78022,-0.84906,-0.49020,0.08571,-0.66667,-0.17143,-0.57895,-0.64029,-0.00629,-0.39474,-0.18182,-0.46341,-0.73333,-0.80000,2,2,1,2
0.86957,0.53846,0.94444,0.10917,-0.56044,-0.62264,0.37255,-0.71429,0.16667,0.34286,0.06316,0.21823,0.42138,-0.78947,0.45455,0.36585,0.06667,0.66667,2,1,2,2
-0.30435,0.00000,0.02778,-0.81659,-0.89011,-0.69811,-0.42484,0.02857,-0.50000,0.20000,-0.56842,-0.59952,-0.14465,-0.50000,-0.36364,-0.17073,-0.53333,-0.33333,1,2,2,2
-0.30435,0.15385,0.25000,-0.25764,-0.62637,-0.77358,-0.25490,-0.25714,-0.50000,0.00000,-0.38947,-0.41727,0.01887,-0.86842,0.45455,-0.75610,0.26667,0.33333,3,1,3,2
-0.56522,-0.38462,-0.16667,-0.55459,-0.60440,-0.81132,-0.58170,0.14286,-0.66667,-0.34286,-0.60000,-0.70024,-0.52201,-0.68421,-0.63636,-0.41463,-0.20000,-0.06667,2,2,1,2
-0.34783,-0.23077,0.22222,-0.72052,-0.82418,-0.66038,-0.45098,0.02857,-0.66667,-0.08571,-0.53684,-0.60192,-0.30818,-0.63158,-0.45455,-0.90244,-0.40000,0.00000,1,2,2,2
0.00000,0.07692,0.75000,-0.03057,-0.51648,-0.69811,0.15033,-0.60000,0.00000,-0.17143,-0.05263,-0.00719,0.14465,-0.63158,-0.45455,-0.70732,-0.26667,-0.13333,2,2,2,1
-0.34783,-0.69231,-0.52778,-0.75546,-0.67033,-0.84906,-0.69935,0.37143,-0.83333,-0.80000,-0.77895,-0.80576,-0.55975,-0.36842,0.45455,-0.21951,-0.73333,-0.80000,2,1,2,2
0.08696,-0.61538,-0.27778,-0.77293,-0.82418,-0.81132,-0.76471,0.42857,-0.83333,-0.42857,-0.68421,-0.83933,-0.82390,-0.73684,-0.72727,-0.41463,0.00000,-0.13333,1,2,2,2
-0.30435,-0.07692,0.13889,0.24017,0.20879,0.54717,-0.43791,0.02857,-0.50000,0.20000,-0.26316,-0.60911,-0.14465,-0.18421,-0.18182,-0.17073,-0.53333,-0.26667,1,2,2,2
-0.39130,-0.30769,0.00000,-0.51965,-0.60440,-0.88679,-0.43791,-0.08571,-0.66667,-0.42857,-0.43158,-0.57314,-0.39623,-0.55263,-0.45455,-0.41463,-0.13333,-0.20000,2,2,1,2
-0.13043,-0.76923,-0.36111,-0.69432,-0.78022,-0.77358,-0.73856,0.37143,-0.83333,-0.48571,-0.70526,-0.81775,-0.84906,-0.78947,-0.72727,0.31707,0.13333,0.33333,1,2,2,2
0.56522,0.69231,0.72222,-0.43231,-0.91209,-0.84906,0.68627,-0.94286,0.50000,0.34286,0.42105,0.64508,0.73585,-0.34211,-0.09091,-0.46341,-0.46667,-0.86667,2,2,1,2
-0.26087,-0.61538,-0.02778,-0.47598,-0.62637,-0.81132,-0.49020,-0.02857,-0.66667,-0.62857,-0.60000,-0.61391,-0.62264,-0.81579,-1.00000,-1.00000,0.26667,0.53333,2,2,1,2
0.08696,0.46154,0.27778,-0.10044,-0.51648,-0.88679,0.04575,-0.60000,-0.16667,0.22857,-0.13684,-0.07434,0.40881,-0.57895,-0.63636,-0.70732,0.20000,-0.06667,2,2,1,2
-0.60870,-0.69231,-0.27778,-0.80786,-0.84615,-0.81132,-0.73856,0.48571,-0.83333,-0.74286,-0.81053,-0.83693,-0.58491,-0.65789,0.54545,-0.65854,-0.53333,-0.60000,2,1,2,2
-0.21739,-0.46154,0.61111,-0.23144,-0.62637,-0.73585,-0.15033,-0.31429,-0.33333,-0.51429,-0.32632,-0.32614,-0.29560,-0.81579,-0.18182,0.70732,0.26667,0.60000,3,1,3,2
0.08696,-0.46154,0.02778,-0.41485,-0.69231,-0.84906,-0.21569,-0.37143,-0.33333,-0.40000,-0.29474,-0.34532,-0.59748,-0.65789,-0.63636,-0.17073,0.53333,0.33333,2,2,1,2
0.43478,0.53846,0.61111,-0.22271,-0.71429,-0.69811,0.34641,-0.71429,0.16667,0.45714,-0.01053,0.19185,0.37107,-0.63158,-0.27273,0.02439,-0.20000,0.06667,3,1,3,2
-0.13043,-0.23077,0.05556,-0.45852,-0.73626,-0.81132,-0.49020,0.02857,-0.66667,-0.34286,-0.45263,-0.62110,-0.18239,-0.76316,0.36364,-0.90244,0.13333,0.06667,2,2,2,1
-0.08696,-0.69231,-0.11111,-0.22271,-0.45055,-0.84906,-0.39869,-0.14286,-0.66667,-0.57143,-0.43158,-0.51799,-0.77358,-0.71053,-1.00000,-0.31707,0.60000,0.53333,2,2,1,2
-0.30435,-0.76923,-0.22222,-0.60699,-0.71429,-0.77358,-0.72549,0.37143,-0.83333,-0.54286,-0.75789,-0.80576,-0.87421,-0.92105,-0.45455,-0.12195,0.66667,0.86667,1,2,2,2
-0.47826,-0.07692,-0.16667,-0.77293,-0.75824,-0.77358,-0.49020,0.08571,-0.66667,-0.20000,-0.56842,-0.64029,-0.01887,-0.47368,-0.81818,-0.75610,-0.66667,-0.66667,2,2,1,2
-0.43478,-0.07692,-0.08333,-0.58079,-0.64835,-0.84906,-0.51634,0.02857,-0.66667,-0.22857,-0.57895,-0.63789,-0.15723,-0.68421,-0.45455,-0.95122,-0.13333,0.00000,2,2,1,2
0.43478,0.15385,0.86111,-0.14410,-0.69231,-0.69811,0.24183,-0.65714,0.16667,0.00000,0.02105,0.08153,0.14465,-0.71053,-0.54545,0.36585,-0.06667,0.46667,3,1,3,2
0.47826,0.46154,0.75000,-0.28384,-0.78022,-0.66038,0.33333,-0.71429,0.16667,0.25714,-0.08421,0.17986,0.00629,-0.81579,-0.45455,-0.75610,-0.13333,0.13333,3,2,3,1
0.56522,0.38462,0.66667,-0.18777,-0.73626,-0.69811,0.04575,-0.54286,-0.16667,0.22857,-0.15789,-0.11511,0.08176,-0.86842,0.27273,-0.85366,0.33333,0.40000,2,2,2,1
0.56522,0.15385,0.86111,-0.03057,-0.67033,-0.69811,0.21569,-0.65714,0.00000,0.14286,-0.03158,0.05516,-0.25786,-0.84211,-0.18182,0.56098,0.26667,0.66667,3,2,3,1
-0.26087,0.30769,0.38889,-0.26638,-0.69231,-0.69811,-0.09804,-0.42857,-0.33333,0.14286,-0.14737,-0.26139,0.39623,-0.73684,-0.45455,-0.07317,0.00000,0.20000,3,1,3,2
-0.13043,-0.07692,0.19444,-0.66812,-0.80220,-0.69811,-0.41176,-0.02857,-0.50000,0.05714,-0.47368,-0.56835,-0.00629,-0.57895,-0.90909,0.02439,-0.46667,0.06667,1,2,2,2
-0.60870,-0.38462,-0.16667,-0.55459,-0.62637,-0.81132,-0.52941,0.08571,-0.66667,-0.42857,-0.55789,-0.65468,-0.45912,-0.65789,-0.54545,-0.17073,-0.26667,-0.06667,2,2,1,2
0.00000,0.46154,0.77778,0.03057,-0.56044,-0.73585,0.12418,-0.60000,0.00000,0.28571,-0.08421,-0.02878,0.47170,-0.78947,0.09091,-0.02439,0.06667,0.33333,3,2,3,1
-0.26087,-0.30769,-0.36111,-0.80786,-0.82418,-0.81132,-0.47712,0.08571,-0.66667,-0.31429,-0.54737,-0.63549,-0.19497,-0.42105,-1.00000,-0.26829,-0.73333,-0.80000,2,2,1,2
-0.13043,-0.46154,-0.38889,-0.88646,-0.95604,-0.81132,-0.75163,0.48571,-0.83333,-0.22857,-0.68421,-0.84412,-0.40881,-0.50000,-0.27273,-0.70732,-0.46667,-0.80000,1,2,2,2
-0.21739,-0.38462,-0.27778,-0.76419,-0.80220,-0.73585,-0.81699,0.54286,-0.83333,-0.25714,-0.69474,-0.87290,-0.42138,-0.65789,-0.72727,-0.51220,0.00000,-0.13333,1,2,2,2
-0.04348,-0.07692,0.80556,-0.09170,-0.62637,-0.69811,-0.01961,-0.42857,-0.16667,-0.08571,-0.24211,-0.19424,-0.38365,-0.86842,-0.36364,0.56098,0.46667,1.00000,3,1,3,2
-0.30435,-0.69231,-0.69444,-0.93886,-0.84615,-0.88679,-0.89542,0.71429,-1.00000,-0.74286,-0.91579,-0.93046,-0.52201,-0.39474,-0.36364,-0.80488,-0.66667,-0.86667,1,2,2,2
0.26087,0.38462,0.44444,-0.21397,-0.71429,-0.84906,0.41176,-0.77143,0.33333,0.25714,0.23158,0.31175,0.25786,-0.44737,-0.36364,-0.65854,-0.20000,-0.66667,2,2,1,2
0.39130,0.61538,0.66667,0.01310,-0.51648,-0.69811,0.42484,-0.77143,0.33333,0.48571,0.07368,0.28058,0.16981,-0.63158,-1.00000,-0.36585,-0.26667,0.20000,3,1,3,2
0.73913,0.84615,0.91667,-0.21397,-0.80220,-0.84906,0.93464,-1.00000,0.83333,0.62857,0.66316,0.91367,0.91195,-0.31579,0.00000,0.02439,-0.60000,-0.86667,2,2,1,2
-0.39130,-0.23077,-0.30556,-0.79913,-0.80220,-0.77358,-0.51634,0.14286,-0.66667,-0.28571,-0.58947,-0.66906,-0.22013,-0.31579,-0.45455,-0.85366,-0.73333,-0.93333,2,2,1,2
0.08696,0.38462,0.55556,-0.13537,-0.58242,-0.69811,-0.00654,-0.48571,-0.16667,0.11429,-0.18947,-0.16307,0.53459,-0.76316,-0.09091,-0.95122,0.00000,0.20000,3,1,3,2
-0.08696,-0.61538,0.33333,-0.34498,-0.71429,-0.81132,-0.24183,-0.25714,-0.33333,-0.62857,-0.38947,-0.39808,-0.55975,-0.81579,-0.81818,0.36585,0.26667,0.53333,2,1,2,2
-0.60870,-0.15385,-0.36111,-0.83406,-0.84615,-0.81132,-0.49020,0.08571,-0.66667,-0.17143,-0.62105,-0.65228,-0.04403,-0.42105,-0.72727,-0.80488,-0.80000,-0.93333,2,2,1,2
0.43478,0.23077,0.55556,-0.15284,-0.69231,-0.69811,-0.09804,-0.42857,-0.33333,0.14286,-0.29474,-0.25659,-0.10692,-0.92105,0.72727,-0.26829,0.73333,0.86667,2,1,2,1
-0.30435,-0.15385,0.16667,-0.72052,-0.84615,-0.84906,-0.51634,0.08571,-0.66667,-0.25714,-0.57895,-0.64508,-0.25786,-0.76316,-0.09091,-0.31707,-0.20000,-0.20000,2,2,2,1
-0.13043,-0.23077,0.33333,-0.42358,-0.58242,-0.73585,-0.50327,0.08571,-0.66667,-0.17143,-0.64211,-0.64029,-0.57233,-0.84211,-0.81818,-0.17073,0.33333,0.66667,1,2,2,2
-0.30435,-0.61538,0.11111,-0.43231,-0.73626,-0.81132,-0.35948,-0.14286,-0.50000,-0.62857,-0.41053,-0.50839,-0.64780,-0.76316,-0.54545,-0.26829,0.06667,0.06667,3,1,3,2
0.08696,-0.15385,0.05556,-0.51092,-0.64835,-0.77358,-0.60784,0.20000,-0.83333,-0.14286,-0.68421,-0.72182,-0.22013,-0.89474,0.72727,-0.90244,0.66667,0.73333,1,2,2,2
0.34783,0.46154,0.55556,-0.26638,-0.73626,-0.73585,-0.00654,-0.48571,-0.16667,0.22857,-0.20000,-0.17026,0.20755,-0.78947,0.00000,-0.60976,0.13333,0.26667,3,2,3,1
0.13043,0.84615,0.91667,0.01310,-0.58242,-0.66038,0.42484,-0.77143,0.33333,0.65714,0.09474,0.29736,0.59748,-0.71053,-0.09091,0.21951,-0.20000,0.26667,2,2,2,1
-0.43478,-0.30769,-0.30556,-0.81659,-0.84615,-0.81132,-0.50327,0.08571,-0.66667,-0.37143,-0.56842,-0.65707,-0.20755,-0.31579,-0.81818,-0.60976,-0.73333,-0.93333,2,2,1,2
0.47826,0.84615,0.72222,-0.30131,-0.82418,-0.81132,0.59477,-0.88571,0.50000,0.51429,0.18947,0.52998,0.50943,-0.52632,-0.36364,-0.46341,-0.26667,-0.60000,2,2,1,2
0.56522,0.61538,0.75000,-0.11790,-0.64835,-0.66038,0.43791,-0.77143,0.33333,0.62857,0.04211,0.28537,0.30818,-0.68421,-0.45455,-0.31707,-0.26667,0.26667,3,1,3,2
-0.30435,-0.15385,0.00000,-0.81659,-0.84615,-0.69811,-0.42484,0.02857,-0.50000,-0.05714,-0.65263,-0.59712,-0.15723,-0.55263,0.09091,-0.41463,-0.46667,-0.20000,1,2,2,2
0.13043,0.38462,0.33333,-0.26638,-0.67033,-0.88679,0.18954,-0.65714,0.00000,0.14286,-0.03158,0.05755,0.38365,-0.52632,-0.27273,0.26829,0.00000,-0.40000,2,2,1,2
0.04348,-0.07692,0.41667,-0.50218,-0.64835,-0.69811,-0.49020,0.08571,-0.66667,-0.14286,-0.62105,-0.64029,-0.22013,-0.84211,0.63636,-0.02439,0.40000,0.60000,1,2,2,2
-0.39130,-0.38462,-0.08333,-0.52838,-0.62637,-0.81132,-0.49020,0.02857,-0.66667,-0.42857,-0.52632,-0.62350,-0.45912,-0.63158,-0.72727,-0.60976,-0.06667,-0.13333,2,2,1,2
-0.30435,-0.46154,-0.11111,-0.55459,-0.64835,-0.81132,-0.55556,0.08571,-0.66667,-0.51429,-0.52632,-0.67146,-0.54717,-0.65789,-0.63636,-0.51220,0.06667,0.00000,2,2,1,2
-0.43478,-0.46154,-0.02778,-0.63319,-0.67033,-0.84906,-0.63399,0.25714,-0.83333,-0.51429,-0.70526,-0.74580,-0.33333,-0.65789,-0.72727,0.02439,-0.53333,-0.40000,2,2,2,1
-0.56522,-0.69231,-0.61111,-0.76419,-0.69231,-0.92453,-0.69935,0.37143,-0.83333,-0.74286,-0.76842,-0.79137,-0.59748,-0.31579,-0.72727,-0.70732,-0.73333,-0.86667,2,1,2,2
0.26087,0.61538,0.69444,-0.24891,-0.75824,-0.69811,0.43791,-0.77143,0.33333,0.51429,-0.01053,0.30456,0.18239,-0.68421,0.18182,-0.70732,-0.13333,0.13333,2,2,2,1
0.13043,0.69231,0.69444,0.00437,-0.53846,-0.69811,0.46405,-0.77143,0.33333,0.71429,0.03158,0.32614,0.30818,-0.60526,0.00000,-0.02439,-0.26667,0.00000,2,2,2,1
0.21739,0.61538,0.83333,-0.26638,-0.78022,-0.81132,0.62092,-0.88571,0.50000,0.31429,0.32632,0.55635,0.81132,-0.42105,-0.45455,-0.31707,-0.40000,-0.73333,2,2,1,2
0.91304,0.46154,0.94444,0.08297,-0.60440,-0.62264,0.30719,-0.71429,0.16667,0.28571,0.03158,0.16067,0.39623,-0.81579,0.90909,0.21951,0.20000,0.60000,2,1,2,2
-0.34783,-0.15385,0.02778,-0.44978,-0.73626,-0.84906,-0.49020,0.02857,-0.66667,-0.22857,-0.52632,-0.61871,-0.14465,-0.86842,-0.18182,-0.41463,0.73333,0.80000,2,2,2,1
-0.04348,-0.15385,0.22222,-0.52838,-0.67033,-0.69811,-0.56863,0.14286,-0.66667,-0.14286,-0.65263,-0.69305,-0.28302,-0.86842,-0.09091,-0.70732,0.53333,0.66667,1,2,2,2
-0.30435,-0.46154,-0.19444,-0.62445,-0.75824,-0.84906,-0.73856,0.37143,-0.83333,-0.45714,-0.73684,-0.81775,-0.47170,-0.94737,0.45455,-0.70732,0.80000,0.86667,2,3,3,1
0.04348,0.00000,0.69444,-0.07424,-0.58242,-0.77358,0.04575,-0.48571,-0.16667,-0.05714,-0.17895,-0.13189,-0.24528,-0.81579,-0.90909,0.56098,0.00000,0.26667,3,2,3,1
-0.34783,-0.61538,-0.50000,-0.71179,-0.71429,-0.88679,-0.52941,0.14286,-0.66667,-0.62857,-0.65263,-0.67626,-0.39623,-0.28947,0.09091,-1.00000,-0.73333,-0.86667,2,1,2,2
-0.21739,0.00000,0.05556,-0.61572,-0.69231,-0.73585,-0.54248,0.08571,-0.66667,-0.02857,-0.60000,-0.66667,0.13208,-0.71053,0.18182,-0.46341,-0.13333,0.26667,1,2,2,2
-0.65217,0.07692,-0.19444,-0.63319,-0.62637,-0.84906,-0.49020,0.02857,-0.66667,-0.17143,-0.56842,-0.62590,0.08176,-0.57895,-0.54545,-1.00000,-0.53333,-0.53333,2,2,1,2
0.08696,0.30769,0.38889,-0.23144,-0.64835,-0.73585,-0.15033,-0.37143,-0.33333,0.05714,-0.31579,-0.30935,0.10692,-0.84211,-0.09091,-0.95122,0.13333,0.33333,3,1,3,2
-0.13043,-0.30769,0.33333,-0.26638,-0.67033,-0.69811,-0.07190,-0.42857,-0.33333,-0.34286,-0.17895,-0.23261,-0.25786,-0.71053,-0.72727,-0.41463,-0.13333,0.06667,2,1,2,1
-0.21739,-0.07692,0.00000,-0.41485,-0.51648,-0.81132,-0.50327,0.02857,-0.66667,-0.25714,-0.57895,-0.62590,-0.11950,-0.73684,0.09091,-0.95122,0.26667,0.33333,2,2,1,2
0.56522,0.23077,0.91667,-0.22271,-0.73626,-0.69811,0.24183,-0.65714,0.16667,0.08571,0.00000,0.08153,0.30818,-0.71053,0.18182,0.51220,0.00000,0.40000,2,1,2,2
-0.39130,-0.07692,0.16667,-0.47598,-0.71429,-0.77358,-0.42484,-0.08571,-0.66667,-0.25714,-0.46316,-0.56355,-0.18239,-0.71053,-0.81818,-0.90244,-0.06667,0.00000,2,2,2,1
0.17391,0.23077,0.55556,-0.10917,-0.64835,-0.73585,-0.03268,-0.48571,-0.16667,0.08571,-0.24211,-0.19664,-0.15723,-0.92105,-0.72727,-0.75610,0.40000,0.60000,3,2,3,1
0.52174,0.46154,0.91667,-0.31878,-0.82418,-0.62264,0.35948,-0.71429,0.16667,0.51429,0.04211,0.20624,0.32075,-0.65789,-0.09091,0.36585,-0.13333,0.33333,2,1,2,2
0.21739,0.00000,0.80556,-0.20524,-0.69231,-0.69811,0.12418,-0.54286,0.00000,-0.08571,-0.12632,-0.05516,0.08176,-0.81579,-0.36364,0.85366,0.06667,0.60000,3,1,3,2
-0.04348,0.07692,0.13889,-0.37118,-0.73626,-0.81132,-0.26797,-0.25714,-0.50000,-0.02857,-0.30526,-0.42206,-0.04403,-0.78947,-0.63636,-0.80488,0.00000,0.13333,2,1,2,2
-0.30435,0.07692,0.25000,-0.62445,-0.75824,-0.69811,-0.46405,0.02857,-0.66667,-0.05714,-0.52632,-0.60432,-0.03145,-0.60526,0.18182,-0.65854,-0.33333,0.06667,1,2,2,2
-0.39130,-0.07692,0.02778,-0.57205,-0.73626,-0.81132,-0.45098,0.02857,-0.66667,-0.22857,-0.46316,-0.60192,-0.20755,-0.57895,0.36364,-0.31707,-0.46667,-0.46667,2,2,2,1
0.52174,0.61538,0.80556,-0.13537,-0.67033,-0.66038,0.17647,-0.60000,0.00000,0.31429,-0.09474,0.01679,0.58491,-0.76316,0.09091,-0.85366,-0.06667,0.26667,3,1,3,2
-0.26087,0.07692,0.25000,-0.60699,-0.71429,-0.69811,-0.43791,-0.02857,-0.66667,0.05714,-0.48421,-0.58993,-0.03145,-0.57895,-0.90909,-0.75610,-0.40000,0.00000,1,2,2,2
-0.60870,-0.69231,-0.47222,-0.73799,-0.64835,-0.81132,-0.69935,0.42857,-0.83333,-0.71429,-0.77895,-0.80815,-0.57233,-0.39474,0.00000,0.17073,-0.80000,-0.73333,2,1,2,2
-0.52174,-0.07692,-0.22222,-0.61572,-0.62637,-0.84906,-0.55556,0.14286,-0.66667,-0.31429,-0.60000,-0.68106,-0.10692,-0.57895,-0.54545,-0.95122,-0.53333,-0.60000,2,2,1,2
-0.30435,0.07692,0.13889,-0.54585,-0.78022,-0.77358,-0.35948,-0.14286,-0.50000,-0.11429,-0.40000,-0.51079,0.10692,-0.65789,-0.18182,-0.26829,-0.26667,-0.20000,2,2,2,1
0.00000,-0.38462,0.02778,-0.36245,-0.62637,-0.88679,-0.15033,-0.42857,-0.33333,-0.54286,-0.21053,-0.27818,-0.50943,-0.60526,-1.00000,-0.80488,0.33333,0.13333,2,2,1,2
0.04348,-0.07692,-0.11111,-0.27511,-0.47253,-0.88679,-0.35948,-0.20000,-0.50000,-0.25714,-0.49474,-0.48441,-0.03145,-0.71053,-0.36364,-0.65854,0.33333,0.46667,2,2,1,2
0.04348,0.07692,0.30556,-0.47598,-0.62637,-0.73585,-0.42484,-0.02857,-0.50000,-0.11429,-0.54737,-0.58034,-0.08176,-0.76316,-0.90909,-0.36585,0.06667,0.40000,1,2,2,2
0.00000,0.07692,0.02778,-0.12664,-0.45055,-0.84906,-0.28105,-0.31429,-0.50000,-0.08571,-0.38947,-0.41247,-0.08176,-0.73684,-0.45455,-0.21951,0.53333,0.46667,2,2,1,2
