A1,A2,A3,A4,A5,A6,A7,A8,A9,L1,L2,L3,L4,L5
0.154373,-0.583196,1.058204,1.520865,-1.008263,-1.614085,1.636114,-0.035695,1.307877,4,5,1,3,2
1.400137,0.068841,-0.518502,0.129913,-0.119522,0.45102,1.500873,1.200091,-1.235889,4,3,1,2,5
1.618753,-1.106907,1.500239,-1.35792,-1.720639,1.309742,1.147164,-0.274544,-1.54822,5,1,2,3,4
-1.716008,-0.2329,-1.625329,1.164477,-0.984056,1.195013,1.265067,0.97855,-0.527938,5,2,1,3,4
0.008629,0.634171,0.957267,-0.735106,-0.987514,-1.51674,-0.57283,-1.233403,-0.909676,3,5,1,4,2
0.831041,1.074643,0.334242,0.195655,1.516177,1.420993,1.469663,-0.385315,0.662392,1,3,2,5,4
-0.668039,0.041095,0.184577,0.074552,-1.679141,1.344508,-0.014526,-0.347237,1.474454,5,2,3,4,1
1.070478,-0.79823,1.409743,1.161017,0.637811,1.125481,1.691598,1.646636,-0.035148,4,3,1,2,5
0.602015,0.59602,0.188057,-0.406399,1.056245,1.233256,-0.86412,-0.842244,0.676274,2,1,5,4,3
0.206424,0.93938,0.421256,-0.056931,-0.800775,0.388441,-0.992426,1.625866,-0.729218,4,2,5,1,3
0.119672,0.849205,1.09301,-1.222977,-0.717779,0.085976,1.053535,0.151231,-0.489764,5,3,1,2,4
0.022509,-0.205153,-0.50458,-0.773167,0.579022,-0.508524,0.294102,-1.209172,0.072433,1,4,2,5,3
-0.30715,-0.271051,-0.650764,1.064135,-1.004805,-1.287284,-0.347428,-1.0084,-0.05597,3,5,2,4,1
-0.973408,1.38332,0.793679,0.738887,0.662018,-1.120407,0.45015,-0.804167,1.165593,2,5,3,4,1
-1.334297,1.445749,0.964228,-1.641646,-0.745444,1.650449,0.679021,-0.842244,-1.621098,3,1,2,4,5
-1.278776,-0.361226,-1.694941,-0.953091,-1.04976,-0.063518,-0.798233,0.843548,1.713908,5,3,4,2,1
-0.938707,0.061905,-1.569639,1.209458,-0.361591,0.868212,0.685956,-1.018785,0.527049,4,1,2,5,3
-0.768672,1.532457,-0.692531,1.32364,-1.603062,0.183321,-0.427186,0.753547,0.377824,5,3,4,1,2
0.206424,0.91857,1.39234,-0.703965,0.02572,1.692168,-0.454928,0.307002,-0.024737,3,1,5,2,4
1.490359,0.408733,1.044282,-0.250695,0.682766,0.099882,-1.616618,-0.987631,1.561213,2,3,5,4,1
-1.04628,-1.023668,-0.226133,0.43786,-1.34716,-0.418132,-1.307989,-1.333789,0.492345,5,2,3,4,1
1.712445,-0.968176,0.85633,0.998393,0.485653,-1.624515,0.977245,-0.063387,0.662392,3,5,1,4,2
0.209894,1.234184,0.849369,0.953412,-0.58637,0.722195,-0.260735,-1.621101,-1.551691,3,1,2,5,4
-0.893595,1.036492,0.247227,-0.122672,0.914462,-0.804036,-0.850249,0.435081,-0.979083,1,3,4,2,5
0.674887,-0.388972,1.468913,1.569306,-1.139672,-1.339433,-1.1242,-1.188403,1.43281,3,5,2,4,1
0.876153,0.994873,0.094081,0.053792,0.132922,-1.023062,-1.717182,-1.025708,-0.298895,1,3,5,4,2
1.594462,-1.450267,-1.04059,1.167937,0.866048,0.8404,1.608372,0.718931,-0.003915,2,3,1,4,5
-1.150382,1.556735,-0.222652,-1.316399,-0.143728,1.02466,-0.312751,1.629328,1.151711,4,3,5,1,2
-0.400842,1.064238,1.200908,1.351321,-0.403089,0.43016,-0.264202,1.708945,-0.132318,5,2,4,1,3
-0.033012,0.845737,-0.431487,0.302917,-0.710863,-0.998726,-1.519521,0.109692,1.044131,3,4,5,2,1
0.886563,1.459623,-1.597484,-0.987692,-0.43767,-0.755363,1.632647,0.774316,0.055081,4,5,1,2,3
0.189074,-1.425989,-0.696012,-0.683205,0.029178,1.455759,0.907891,-0.92186,1.096186,4,1,3,5,2
-0.404312,-0.53464,-1.538314,0.174895,0.648185,1.22978,1.050068,-0.911476,-0.482823,3,1,2,5,4
0.383399,-1.668769,1.722996,1.109116,-0.371966,0.823017,-0.305815,1.027012,0.381294,5,2,4,1,3
-0.536176,0.928975,0.929422,-0.960011,-0.188684,1.507908,0.623537,-1.548407,0.499286,4,1,2,5,3
-1.223254,-1.013263,0.852849,0.133374,-1.616895,1.438376,0.74144,-0.108388,-0.364831,5,1,2,3,4
1.726326,0.027222,0.177615,-1.382141,-1.060135,-0.039182,1.011923,-0.693396,-0.965202,5,2,1,3,4
-0.987288,-1.644491,1.058204,0.541663,0.738097,0.360628,-0.888394,0.442004,1.658382,2,4,5,3,1
-1.310007,1.470027,-1.15893,0.071092,-0.562163,1.549627,1.61184,1.584327,0.978194,5,3,1,2,4
1.414017,-0.628284,-1.319037,0.776948,-1.125839,0.04078,-0.930007,0.268925,-0.517527,5,2,4,1,3
0.740819,-0.375099,-0.170443,-1.423661,-1.64456,-1.14822,-0.42025,-1.309558,0.568693,5,3,2,4,1
0.369519,-0.631752,1.019918,-1.101874,0.392283,-0.842278,-0.780894,0.265463,1.221118,2,5,4,3,1
-1.716008,-1.058351,0.657936,-0.074231,0.969792,1.730411,1.656921,-1.060324,-0.95132,3,1,2,5,4
0.629776,-0.378567,1.736918,-0.89773,1.281024,1.195013,1.296277,-0.149927,0.790795,2,3,1,5,4
0.834511,0.707005,0.581364,-0.198794,0.395741,0.072069,1.181842,1.591251,0.648511,4,5,2,1,3
-0.449423,0.349772,-1.09976,0.102233,0.496027,1.653926,0.880149,-0.108388,1.269703,4,1,3,5,2
0.320937,1.629568,-1.402571,0.88075,-0.17831,-1.554983,-0.444524,-1.167633,-0.527938,1,5,2,4,3
-0.987288,-0.035207,-1.493066,1.444743,0.91792,-1.32205,-1.654763,-1.631485,-0.940909,1,3,5,4,2
-1.150382,-1.231765,-0.542866,0.219876,0.305829,-0.807512,0.554182,0.54239,1.391166,4,5,2,3,1
0.390339,-0.052549,1.555928,0.583184,0.056843,-0.734503,-0.954281,0.635853,-0.066381,2,4,5,1,3
-1.622315,0.49544,-1.151969,-1.703928,1.619922,0.527505,0.027087,1.310862,-0.0525,1,3,4,2,5
-1.06363,1.154414,1.09649,0.230256,-1.603062,1.38275,-1.0167,0.369311,-1.624568,4,1,3,2,5
-0.203047,1.338233,1.545486,-0.645144,-0.074566,1.118528,0.963374,1.712406,-0.035148,5,2,3,1,4
-0.092004,-0.91962,-0.487177,-0.413319,-0.309719,0.468403,0.158861,1.515096,-1.353881,4,2,3,1,5
-0.598637,1.428408,-1.09628,1.185237,0.004971,-0.355553,-1.162345,0.961242,-0.809036,2,3,5,1,4
1.309914,-0.382036,0.640533,1.406682,0.316204,-1.502834,-0.746217,-1.004938,1.047601,2,5,3,4,1
0.522203,0.398328,-0.796949,0.956872,0.544441,-1.259471,1.043132,1.712406,1.155182,4,5,3,1,2
-1.011579,-0.895342,-1.238984,-0.524041,1.581882,1.685215,0.359989,-1.046477,1.342581,2,1,4,5,3
-0.105884,1.539393,0.943345,0.164514,0.153671,-1.638421,0.287167,-1.534561,-0.704925,2,5,1,4,3
-1.625785,-0.21209,-1.468702,0.42056,0.21246,0.579654,1.528615,-0.471854,-1.284474,3,2,1,4,5
-0.369611,1.355574,-0.716896,-0.150353,-0.911435,-0.004416,0.717166,0.289694,1.665323,5,4,2,3,1
0.227245,-1.204019,-0.950095,0.033031,0.765762,0.065116,-0.524282,1.127398,-0.097614,2,3,5,1,4
0.261946,-0.43406,-0.434968,-1.032673,1.194571,-1.558459,-0.71154,-0.219159,1.005957,1,5,4,3,2
0.79287,-0.586664,0.118445,-0.295676,0.834924,1.57744,-1.363473,0.262002,0.086314,2,1,5,3,4
-0.30715,1.709339,-1.548756,-0.530961,1.723666,-1.638421,-0.108154,0.154693,-1.14566,1,5,3,2,4
-0.366141,-0.572791,0.710145,1.136796,-0.745444,0.524028,-1.040974,0.327772,-0.031678,4,1,5,2,3
1.636103,0.609893,-0.817833,-0.90465,1.377852,-0.13305,0.401602,1.179322,-0.507116,1,4,3,2,5
0.313997,1.518583,0.939864,-0.91849,-0.499917,-1.429825,-1.418957,1.290093,-0.6494,2,5,4,1,3
1.171111,0.620298,0.821524,-1.634726,-0.112605,-0.863138,1.712404,0.770855,-1.530869,3,4,1,2,5
-1.726418,0.835332,0.692742,1.050294,-0.410005,1.400133,-1.065248,-1.621101,-0.288484,3,1,4,5,2
-0.973408,-0.992454,-0.877003,0.738887,-0.82844,-0.254732,-1.203958,0.165077,1.346051,4,3,5,2,1
-0.293269,0.679259,-0.515021,0.171434,-1.222667,0.461449,-0.309283,0.511236,-1.308766,4,2,3,1,5
0.449331,-0.888405,-1.426935,-0.216094,0.036095,-1.395059,-1.599279,1.058166,-1.579453,2,3,5,1,4
-0.050363,0.259597,-0.163482,0.901511,0.509859,1.420993,0.148458,-0.413007,-1.513517,2,1,3,4,5
0.140493,0.113929,-0.831755,-0.645144,1.391684,1.400133,0.502166,-0.548009,-1.218537,2,1,3,4,5
-0.244688,0.419138,0.550038,-1.492863,1.367478,0.739578,0.294102,1.051243,-1.655801,1,3,4,2,5
-0.456364,-0.864127,1.190466,-0.852749,1.568049,-0.696261,1.209583,1.712406,0.454171,2,5,3,1,4
0.654067,1.057302,1.395821,0.572803,0.682766,1.61916,-1.27678,0.909318,-1.693975,3,1,4,2,5
-1.237135,-1.110375,1.712554,-1.627806,-0.250931,1.427946,-0.045735,1.515096,0.700566,5,2,4,1,3
-0.851954,1.026087,-1.106721,-0.90119,-1.606521,1.240209,-1.235167,0.639315,-0.961731,5,1,4,2,3
0.331348,-0.905746,0.299436,0.794248,-0.838814,0.642233,-0.669927,1.605097,-1.610687,4,2,3,1,5
0.487502,-0.957771,-1.625329,-1.558605,-0.634784,-0.713644,0.11378,-1.039554,-1.659271,2,3,1,4,5
0.810221,0.630703,1.695151,1.157557,1.146157,-0.150433,-0.014526,-1.091478,1.717378,2,4,3,5,1
0.196014,-0.867595,-0.970978,-0.513661,-1.32987,-1.31162,-0.975087,0.878164,1.044131,5,4,3,2,1
-0.074653,1.608759,1.416704,0.354819,1.554217,-1.036968,-1.737988,-1.112248,-0.271132,1,3,5,4,2
-0.661099,-0.167002,-1.245945,-0.48944,1.170364,0.447543,-0.621379,1.442402,-1.176893,2,3,4,1,5
-0.300209,0.759029,0.654456,0.752728,0.506401,-0.74841,0.034023,0.140846,0.325768,1,5,4,3,2
-1.035869,0.807585,1.524603,1.569306,-0.544872,1.671309,-0.142832,-1.063785,1.318288,4,1,3,5,2
1.677744,-0.076827,0.584844,0.541663,0.167504,-1.384629,-0.510411,0.248155,1.481395,3,5,4,2,1
-1.171203,-0.416719,-1.256387,1.500104,1.298315,1.723458,-1.366941,-0.869937,1.106597,2,1,5,4,3
0.928204,0.73822,1.461952,1.444743,-1.392116,0.05121,1.618776,-0.773012,0.811617,5,3,1,4,2
-0.935237,-1.509228,0.692742,-1.669327,1.509261,-1.415918,1.157567,-0.672626,-1.607216,1,4,2,3,5
0.248066,-0.992454,0.014028,-1.690087,0.188253,-1.238611,-1.564602,-0.863013,1.700027,2,4,5,3,1
1.306444,-0.988985,-1.04059,0.541663,1.215319,0.78825,0.301038,-0.748781,1.085775,1,3,4,5,2
0.331348,-1.249106,-0.880483,0.340978,-1.132756,-1.408965,-1.27678,-0.710704,0.620748,3,5,4,2,1
0.855332,0.408733,0.414295,0.773488,1.637212,1.0038,-1.450166,-0.544548,0.034259,1,2,5,4,3
0.626306,-0.31267,-0.748221,0.039951,0.278164,-0.783176,-0.721943,-0.94263,-0.611226,1,4,3,5,2
-0.126705,-0.021334,1.548967,-1.351,1.606089,0.113789,0.859343,-0.866475,-0.815977,1,3,2,5,4
-1.150382,-1.592466,-0.824794,-0.150353,-1.326411,1.612206,0.658214,-0.762627,0.232069,5,1,2,4,3
-1.150382,-0.21209,-0.410604,1.638507,-1.322953,-0.484188,1.591034,-1.278404,-0.94438,5,2,1,4,3
-1.240605,1.338233,0.038392,-1.302559,1.208403,1.111575,0.37386,0.660084,-1.607216,1,2,4,3,5
1.094769,1.050365,0.744951,0.122993,-0.147187,1.361891,-0.715007,1.643174,-0.385653,3,2,5,1,4
-1.615375,-0.607474,0.201979,1.30288,-1.609979,-0.018322,1.702001,1.501249,-1.572513,5,3,1,2,4
0.140493,-0.739269,0.14629,1.039914,0.406115,0.25633,0.280231,1.179322,-1.423288,2,4,3,1,5
-1.681307,-1.294194,-1.402571,0.984553,-1.499318,0.447543,-1.724117,-1.136479,0.402116,4,1,5,3,2
1.618753,-1.453735,-0.184366,-0.337197,0.122548,0.899502,-1.328796,0.937011,-1.378173,3,2,4,1,5
0.907383,0.367113,-0.240055,-1.603586,0.796885,0.913408,-0.683798,-1.316481,1.481395,3,2,4,5,1
-1.139972,0.436479,0.076678,1.084895,1.004373,-1.130837,1.188777,-1.648793,0.992075,2,4,1,5,3
0.268886,0.37405,-1.364285,-1.395981,-1.616895,-1.478497,-1.457102,0.417773,1.43628,5,4,3,2,1
-0.862365,1.26193,-0.198288,-1.655487,1.260275,1.56701,-1.023636,0.012768,-1.510046,2,1,4,3,5
-1.4384,-1.22136,0.985112,0.981093,1.581882,0.23547,0.203941,0.092384,0.388235,1,3,4,5,2
-0.150995,1.691998,0.877213,1.264819,0.478736,0.823017,1.656921,-1.35802,0.860202,4,3,1,5,2
0.279296,-0.673371,-1.482625,-0.430619,-0.012319,-0.279068,-1.543795,-0.946092,1.241941,2,3,5,4,1
-1.080981,1.64691,-1.200697,1.711169,-1.658393,1.048996,0.408537,0.91278,-0.111496,5,1,3,2,4
1.226632,1.32436,1.608137,-1.593205,0.561732,0.249376,-1.661698,-0.79032,-1.24283,1,2,5,3,4
0.352168,-0.132319,-0.285303,0.4171,-1.29183,-1.092594,-0.825975,-0.108388,0.94349,5,4,3,2,1
-1.41411,0.519718,-1.106721,0.994933,1.184196,-0.706691,-0.742749,-1.607254,1.405047,2,3,4,5,1
-0.775612,-0.85719,-0.466293,-1.35792,0.395741,0.78825,-0.801701,1.207015,-1.176893,3,2,4,1,5
0.071091,0.256128,1.065165,0.545123,-1.613437,-0.974389,-1.054845,-0.52724,-0.531408,5,3,4,1,2
-1.160793,0.977531,0.181096,-1.686627,-1.5339,0.715242,-0.135896,-0.63801,-1.031138,5,1,2,3,4
-0.234278,-0.167002,0.79716,1.261359,-0.188684,-1.582796,0.027087,1.466634,0.166132,4,5,3,1,2
1.237042,-1.332345,0.313358,-0.499821,-0.997888,-0.995249,1.722808,0.227386,-1.412877,4,3,1,2,5
1.52853,-0.954302,-0.814352,-1.164156,0.706973,1.664355,-0.926539,0.331234,0.717918,3,1,5,4,2
-1.577204,-0.649093,-1.15893,-0.617463,0.177878,-1.200369,-0.853717,0.950857,-0.507116,2,5,4,1,3
-1.507802,-0.832912,0.393412,1.569306,-0.627868,-0.066995,-0.815572,1.085859,1.144771,4,3,5,2,1
0.307057,-1.568189,-0.455851,0.223336,0.779594,1.466189,0.973778,-0.991092,0.592985,3,1,2,5,4
0.862272,-0.853722,-1.103241,0.773488,-0.361591,-0.873568,-0.461863,1.573943,-0.645929,2,5,3,1,4
0.817161,0.800649,-0.689051,-0.385638,0.250499,-0.331217,-0.288476,-0.970323,1.266233,2,4,3,5,1
-1.254485,-0.451401,1.639462,0.593564,1.699459,-1.617562,-0.52775,0.043922,1.172534,1,5,4,3,2
0.140493,1.019151,0.257669,1.458583,-1.457821,1.354937,0.810794,1.037397,-1.510046,4,1,3,2,5
-0.262038,0.651513,0.02447,-0.586323,-0.987514,1.042043,1.209583,-0.984169,0.985135,5,2,1,4,3
-0.251628,-1.013263,-0.253977,-1.413281,-0.043443,0.850829,-0.184445,-1.053401,-0.15661,2,1,4,5,3
1.733266,-0.468743,-0.608997,0.458621,-1.195002,1.347984,0.415473,1.452787,-0.65287,5,2,3,1,4
-0.747852,0.693132,1.479355,0.981093,0.305829,0.402347,1.410712,-0.468393,0.093255,3,2,1,5,4
0.695708,-1.571657,0.229824,-0.357957,0.980166,-0.616299,-1.328796,0.653161,0.398646,1,4,5,2,3
0.272356,-0.65603,-1.33644,-1.126095,1.204945,-0.091331,-0.295412,1.17586,0.114077,1,4,5,2,3
-0.421663,-0.947366,-0.180885,-0.949631,0.803801,-1.189939,-0.461863,1.009704,1.342581,3,5,4,2,1
-1.334297,0.211041,0.908539,-1.004992,1.187654,-1.050875,1.549421,1.54625,-0.635518,3,5,1,2,4
-0.657629,1.483901,1.228753,-1.181456,-1.58923,-0.616299,-1.647827,1.549712,0.815088,4,3,5,1,2
1.51118,1.185628,-1.002304,0.804629,-0.354675,-0.244302,-0.236461,-1.354559,0.960842,4,3,2,5,1
-0.053833,-0.819039,0.320319,0.714667,-0.351217,-1.71143,0.679021,-0.779935,0.315357,3,5,1,4,2
1.306444,0.769434,-1.044071,0.389419,-0.154103,1.681738,-1.675569,-0.406084,1.609798,3,1,5,4,2
-0.904006,1.622632,-1.284231,-0.01541,-0.728154,-1.144743,0.138054,0.538929,-0.968672,3,5,2,1,4
-1.084451,-1.644491,-0.943134,-1.129555,-1.305663,-0.230395,-1.495247,-0.561856,0.912257,4,2,5,3,1
-0.536176,-1.474545,-0.354914,-0.586323,-1.122381,-0.407702,-1.335731,0.036999,1.540391,4,3,5,2,1
-0.057303,-0.846786,0.818043,-0.845828,-0.537956,1.132435,-1.415489,0.62893,-0.375242,4,1,5,2,3
0.924734,-0.51383,-1.538314,1.489724,0.537525,1.222826,-0.125493,1.449326,1.408517,4,3,5,1,2
-0.67845,-0.822508,0.372528,-1.133015,-1.080884,-0.261685,-0.368234,0.078538,-1.655801,4,2,3,1,5
0.612425,1.359042,1.301845,-1.530924,-1.426697,-0.654541,-0.052671,0.369311,-1.579453,4,3,2,1,5
-0.171816,-1.013263,-0.755182,-0.762787,-1.271081,-1.252518,-1.086055,0.206616,1.595916,5,4,3,2,1
-1.372468,-0.773952,0.574402,0.956872,-0.728154,-0.939623,0.356522,-1.427252,-0.527938,3,4,1,5,2
-0.577817,0.602957,0.020989,0.327138,-0.766193,0.579654,-0.167106,-0.87686,0.83591,4,2,3,5,1
-0.522295,1.08158,0.821524,0.469001,0.202085,1.250639,-1.304522,0.795086,1.405047,4,2,5,3,1
0.0468,1.40413,-0.229613,-0.174573,0.897171,-0.915287,-0.846781,1.497788,1.144771,3,5,4,1,2
-1.198964,0.478098,-0.870041,-0.731646,-0.337384,1.21935,-1.526457,-0.551471,0.429879,3,1,5,4,2
1.361966,-1.46414,0.497829,0.334058,1.38131,-0.779699,-1.564602,-1.198787,-0.222547,1,3,5,4,2
0.019039,1.164819,0.062756,-1.672787,0.392283,1.354937,0.193538,-1.697256,-0.833328,2,1,3,5,4
-0.001781,-0.503426,-0.793468,-1.34062,0.385367,1.5983,0.946036,0.023152,-1.228948,3,1,2,4,5
-0.296739,-0.642157,-0.323589,1.441283,1.128866,-0.852708,0.71023,-0.125696,0.707507,1,5,2,4,3
1.355026,0.745156,-0.285303,-1.143395,-1.686058,-1.165603,1.053535,-1.551869,-0.541819,5,3,1,4,2
1.715915,0.391391,-0.455851,-0.838908,-0.555247,1.660879,0.25249,-0.094541,0.874083,5,1,3,4,2
1.573642,-0.402845,-0.055584,-0.513661,0.046469,1.396657,1.372567,1.657021,-0.316246,4,2,3,1,5
-0.754792,1.359042,0.999034,-0.551722,-0.513749,0.371058,0.349586,-1.382251,-0.135788,4,1,2,5,3
1.178051,-0.180875,-0.306186,-1.098414,0.662018,1.153294,0.103377,-1.416867,0.967783,3,1,4,5,2
1.13988,0.523186,1.430627,0.392879,-1.454363,0.965557,0.814262,0.435081,-0.534878,5,1,2,3,4
1.486889,1.518583,-1.364285,1.417062,1.602631,-0.685831,-1.585408,0.469697,-0.718807,1,3,5,2,4
0.081501,1.244589,1.190466,-0.302596,1.339812,0.468403,-0.232993,-0.392238,0.960842,1,3,4,5,2
0.369519,-1.328877,-1.656654,1.444743,1.374394,-0.685831,-0.995894,1.605097,-0.930498,2,3,5,1,4
0.102322,1.307018,-0.038181,-1.427122,-1.070509,0.510122,-0.441057,-0.994554,0.575633,5,2,3,4,1
-0.848484,1.532457,0.971189,-0.665904,-0.347759,-1.134313,-0.475734,1.28317,0.988605,3,5,4,1,2
0.990666,1.251526,0.50131,-0.427159,-1.713723,-0.53286,-1.373876,-1.617639,1.651442,5,2,3,4,1
1.691625,1.549798,-0.856119,-0.707425,1.498887,-0.967436,0.013216,-0.333391,0.596456,1,5,3,4,2
1.13294,-0.839849,0.522194,-0.274916,0.610145,-0.762316,-0.350896,-0.274544,-0.55223,1,5,3,2,4
0.133552,0.866546,0.765835,1.541625,-0.147187,1.254116,-1.564602,0.272387,-0.135788,4,1,5,2,3
-0.150995,-1.332345,-1.068435,-0.191874,-0.378882,-1.162126,-0.097751,1.286631,-1.569042,3,4,2,1,5
-0.761732,-1.526569,0.609208,1.503564,-1.357535,1.361891,0.876681,-0.364545,0.953902,5,1,3,4,2
-0.834604,-0.936961,-0.654245,-0.707425,-0.876854,-0.014846,1.008455,0.774316,1.557742,5,4,2,3,1
1.233572,0.072309,0.758873,0.922271,0.554815,1.612206,-1.203958,1.660482,-0.892324,3,2,5,1,4
-1.4384,-0.271051,0.56048,-1.053433,1.557675,0.572701,0.380796,-1.499945,1.495276,1,3,4,5,2
0.199484,-1.689578,1.608137,1.700789,-0.984056,-1.450684,-0.607508,0.971627,1.398106,4,5,3,2,1
-1.42105,0.211041,-0.219172,-0.070771,1.350187,-1.151696,-0.936942,1.397402,1.186415,2,5,4,1,3
1.171111,0.308153,1.702113,0.891131,0.122548,0.537935,1.320551,-1.243788,-0.430768,3,2,1,5,4
-0.914416,-1.113843,0.469985,-0.04655,-1.689516,0.781297,-0.031864,-1.209172,-1.326118,5,1,2,3,4
-0.869305,-0.045612,-0.417565,0.638545,0.585938,1.500955,0.32878,0.625468,-1.360821,3,1,4,2,5
-0.858895,-1.113843,-1.176333,0.742347,0.800343,0.656139,0.623537,1.366248,1.668793,3,4,5,2,1
-1.4384,1.671188,-1.472183,0.375579,0.11909,0.426683,-1.09299,0.414312,-1.378173,3,1,4,2,5
-0.713151,-1.280321,-1.458261,1.434363,0.02572,-0.028752,-0.867588,0.982012,-0.198254,2,3,5,1,4
-0.130175,1.157882,0.073198,-0.01195,0.765762,-0.209536,1.559824,-1.084555,-0.444649,2,3,1,5,4
-0.962997,0.73822,1.284442,1.662728,-0.859563,-0.000939,1.691598,-0.464931,-1.54822,4,2,1,3,5
0.522203,-0.888405,1.500239,-1.620886,1.02858,0.885595,0.564585,-0.911476,-0.260721,1,2,3,5,4
-1.219784,1.133604,0.790199,0.697366,-1.706807,-1.426348,-1.481376,-1.219557,0.905317,5,3,4,2,1
1.434838,-1.398243,0.772796,1.102195,1.070078,1.61916,-0.503476,0.518159,0.988605,2,1,5,4,3
0.952495,-1.654896,1.086049,-0.870049,0.247041,-1.627991,1.272003,-0.395699,1.33911,3,5,2,4,1
-1.587614,1.705871,-1.09976,0.167974,0.177878,-1.607132,0.120716,0.89201,-0.083733,2,5,3,1,4
-1.490452,-1.536974,-0.253977,-0.088071,-1.056677,1.195013,-1.425892,-1.669563,-1.551691,2,1,3,5,4
0.355638,-0.822508,0.017508,1.465504,0.347327,-0.160863,-0.118558,-1.053401,0.547871,2,4,3,5,1
-1.532093,-1.523101,-1.197217,-0.946171,-0.427296,-1.276854,-0.271138,-0.565317,-0.215606,3,5,2,4,1
1.643043,0.963658,0.866772,-1.37522,0.876422,0.120742,-0.368234,-1.13994,-0.15661,1,2,4,5,3
1.424427,0.956722,-1.15893,-1.568985,0.523692,0.666569,0.640875,1.269323,-0.278072,4,2,3,1,5
-1.716008,0.13127,-0.692531,0.936112,-1.343702,-0.244302,1.726275,-1.493022,-1.281003,4,2,1,5,3
-1.493922,0.585615,1.528083,-0.216094,-0.468793,1.601776,-0.29888,1.321247,-1.451051,4,1,3,2,5
0.130082,-1.155463,0.097562,0.282157,0.506401,1.03509,-1.654763,-0.350699,0.121018,2,1,5,4,3
1.327265,1.220311,0.480426,-0.413319,-0.050359,-0.918764,0.935633,-1.157248,-0.5557,2,4,1,5,3
-1.681307,-0.822508,-0.602036,0.455161,0.039553,-0.279068,-1.04791,-0.475316,-0.302365,1,2,5,4,3
-0.671509,0.765966,0.671859,0.669686,-0.911435,0.113789,-0.683798,-0.298775,1.200296,5,2,4,3,1
1.431368,-1.602871,0.330761,0.41018,1.180738,1.40361,-1.533392,-0.932245,-0.14967,2,1,5,4,3
0.241125,1.487369,1.378418,-0.665904,-1.067051,-0.804036,-1.727585,0.133923,0.731799,4,3,5,2,1
1.094769,-0.146192,-0.831755,-0.755866,0.634352,-0.995249,-1.151942,-0.136081,-1.069312,1,3,5,2,4
1.52853,-0.271051,0.567441,-0.243775,0.340411,1.504431,0.765714,0.819317,-1.718267,4,1,3,2,5
1.590992,-0.118446,1.364496,-1.430582,-0.167935,1.254116,1.455792,0.601237,-1.333059,4,2,1,3,5
0.095381,0.897761,-0.706454,0.337518,-1.6826,1.236733,0.685956,0.383157,0.530519,5,1,2,4,3
1.254393,0.689664,0.376009,0.562423,1.370936,-0.525907,1.289341,-1.499945,-1.038079,1,3,2,5,4
1.382786,-1.432925,-0.483696,-0.48252,1.388226,0.374534,1.178374,0.538929,-1.322648,1,4,2,3,5
0.543024,-0.572791,0.188057,0.759648,-1.098174,-0.452898,-0.212186,-0.471854,1.477924,5,3,2,4,1
-0.425133,1.636505,1.427146,0.448241,-0.458419,-0.459851,0.668617,0.525082,-1.305296,3,4,1,2,5
-1.396759,0.155548,-0.309667,-0.593243,-1.713723,-1.335956,0.120716,0.618545,0.04814,5,4,2,1,3
0.206424,-0.846786,1.291403,0.060712,0.904087,0.41973,-0.621379,1.473557,0.322298,2,3,5,1,4
1.1607,0.710473,0.964228,1.631587,0.828008,-0.226919,-1.647827,1.466634,-1.680094,2,3,4,1,5
-0.904006,-1.460672,0.835446,1.219838,-0.9391,1.327125,-0.975087,0.937011,-0.021267,4,1,5,2,3
-1.587614,-0.06989,1.21483,0.932652,0.464904,1.459236,1.268535,-0.883783,-0.965202,3,1,2,4,5
-0.033012,-1.09997,1.183505,1.583146,1.619922,-1.51674,0.380796,-1.666101,-0.517527,1,4,2,5,3
-0.112824,-1.731198,0.644014,-1.063813,-0.928726,-1.638421,-1.314925,1.085859,0.068962,3,5,4,1,2
0.76858,-0.06989,-1.371246,-0.261075,-0.510291,1.532244,-0.264202,-0.835321,1.627149,4,2,3,5,1
0.737349,-0.180875,1.350573,1.420523,1.163447,1.205443,-0.982023,1.553173,0.287594,3,2,5,1,4
-0.036482,0.741688,0.351645,1.098735,0.312746,-1.461114,0.869746,1.016627,-0.767392,3,5,2,1,4
1.361966,0.079246,-0.177405,-0.648604,0.205543,0.958604,1.389905,0.545852,0.981664,5,3,1,4,2
-0.865835,-0.988985,-0.751701,1.354781,1.422808,-0.842278,0.37386,-1.468791,-1.44758,1,3,2,5,4
1.580582,-1.09997,-0.984901,-0.565562,-1.201919,0.583131,0.845472,-1.458406,-0.74657,4,2,1,5,3
-1.688247,-0.479148,-0.671648,0.790788,1.692542,1.57744,0.668617,-0.326468,1.241941,1,2,4,5,3
0.525673,-0.056017,-0.570711,0.174895,0.004971,-1.461114,1.38297,1.037397,-0.208665,3,5,1,2,4
-1.528623,0.505845,0.804121,-0.070771,-0.776568,0.172891,0.595795,0.223924,-1.412877,4,3,1,2,5
1.209282,-0.33348,-1.09628,-1.440962,0.841841,0.075546,1.011923,-0.873398,0.152251,2,4,1,5,3
-1.615375,-1.346218,1.319248,1.140256,-1.672225,-0.939623,0.228215,0.750085,-0.389124,5,4,2,1,3
-1.004639,-0.035207,-0.006856,1.659268,0.243583,0.280666,1.539018,-0.869937,1.668793,4,3,2,5,1
