A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11
-2905,2311,-658,22,-1121,250,467,484,-157,-676,0.00000,0.00000,0.00000,0.00200,0.88800,0.02200,0.07600,0.00200,0.00200,0.00000,0.00800
-2685,1971,-857,33,-638,484,143,159,-218,-343,0.00000,0.00000,0.00200,0.02000,0.13000,0.80200,0.00400,0.00000,0.00000,0.00400,0.03800
-3389,2762,-710,-26,-641,112,775,443,-110,-979,0.00000,0.00000,0.00000,0.00400,0.03400,0.00800,0.93800,0.00400,0.00600,0.00400,0.00200
-4243,3354,-415,898,-1027,-281,576,480,564,-85,0.00600,0.00000,0.00000,0.00000,0.00400,0.00200,0.03600,0.86400,0.04000,0.04800,0.00000
-3741,2700,-1593,782,-298,1378,184,1458,-134,-1297,0.00800,0.00400,0.01000,0.00200,0.01000,0.00400,0.04600,0.01200,0.81200,0.08400,0.00800
-4694,3229,-1153,702,452,298,454,1,-264,-1399,0.01200,0.00200,0.00200,0.00000,0.00400,0.01400,0.00600,0.01200,0.01800,0.92400,0.00600
-3012,1628,-834,975,-299,926,174,836,-239,-1144,0.00200,0.00200,0.01000,0.02000,0.00400,0.02400,0.00400,0.00000,0.01200,0.00400,0.91800
-3268,-79,-693,763,1043,1194,892,-1293,-1033,199,0.83200,0.12600,0.00000,0.00800,0.00000,0.01800,0.00200,0.00000,0.00400,0.00200,0.00800
-3618,916,-400,1771,666,1535,-389,-342,-1279,-109,0.04600,0.81200,0.08000,0.00000,0.00200,0.01600,0.00000,0.00200,0.01200,0.01800,0.01200
-2693,771,-870,1341,317,925,-328,-169,-936,399,0.00400,0.01600,0.96800,0.00600,0.00000,0.00400,0.00000,0.00000,0.00000,0.00000,0.00200
-2515,1340,-840,511,-492,98,47,-680,-283,168,0.00000,0.00000,0.00200,0.90200,0.01000,0.06400,0.00000,0.00000,0.00200,0.00200,0.01800
-2882,2165,-589,173,-1165,14,571,502,-93,-616,0.00000,0.00000,0.00000,0.00200,0.85800,0.04800,0.06600,0.00200,0.01000,0.00400,0.01000
-2591,1809,-659,-16,-673,588,84,182,-94,-372,0.00000,0.00000,0.00000,0.03200,0.07200,0.84200,0.00400,0.00000,0.00400,0.00000,0.04600
-3354,2850,-887,10,-551,293,901,320,-302,-1023,0.00200,0.00000,0.00000,0.00600,0.04000,0.02000,0.91200,0.00400,0.01200,0.00200,0.00200
-4228,3111,-380,1160,-1188,-362,516,507,669,-74,0.00400,0.00000,0.00000,0.00000,0.00000,0.00000,0.04000,0.92200,0.01000,0.02400,0.00000
-3901,2485,-950,702,-470,1146,-109,1597,146,-1197,0.00000,0.00000,0.00000,0.00000,0.00400,0.00200,0.02000,0.01400,0.91200,0.04400,0.00400
-4708,3269,-1121,701,437,176,552,4,-168,-1484,0.00400,0.00000,0.00000,0.00200,0.00200,0.01000,0.00400,0.00200,0.01400,0.96000,0.00200
-3000,1524,-866,1015,-400,861,174,938,-216,-1010,0.00000,0.00000,0.00800,0.01600,0.00600,0.03200,0.00600,0.00000,0.00400,0.00000,0.92800
-3347,-159,-414,922,973,978,929,-1211,-1268,278,0.95800,0.03800,0.00000,0.00000,0.00000,0.00400,0.00000,0.00000,0.00000,0.00000,0.00000
-3518,716,-365,1788,584,1678,-109,-16,-1501,2,0.03800,0.88600,0.03400,0.00200,0.00000,0.01200,0.00000,0.00000,0.01400,0.00800,0.00600
-2875,868,-728,1439,355,846,-378,-233,-1072,505,0.00400,0.01000,0.94000,0.01200,0.00200,0.01400,0.00000,0.00000,0.00400,0.00000,0.01400
-2612,1403,-870,470,-448,172,-60,-656,-334,87,0.00000,0.00000,0.00200,0.89400,0.00400,0.07200,0.00200,0.00000,0.00000,0.00200,0.02400
-2859,2255,-676,98,-1086,41,732,305,-141,-636,0.00000,0.00000,0.00200,0.00000,0.90400,0.02400,0.06200,0.00000,0.00400,0.00000,0.00400
-2497,1692,-607,20,-710,612,93,272,-60,-507,0.00000,0.00000,0.00000,0.05000,0.03200,0.85600,0.00400,0.00000,0.00200,0.00000,0.05600
-3236,2745,-806,-200,-386,358,889,516,-297,-1075,0.00000,0.00000,0.00000,0.01000,0.02800,0.00600,0.92600,0.00600,0.01200,0.00200,0.01000
-4188,3229,-456,1077,-1385,-104,459,558,701,-320,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01400,0.98000,0.00600,0.00000,0.00000
-3775,2188,-1017,687,-464,1189,-157,1673,-24,-1144,0.00400,0.00000,0.00200,0.00200,0.01000,0.00000,0.01000,0.00000,0.94200,0.02000,0.01000
-4744,3385,-886,571,235,183,357,40,203,-1680,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00200,0.00600,0.01400,0.97200,0.00400
-3046,1462,-823,935,-440,849,85,865,-178,-954,0.00000,0.00200,0.00600,0.02200,0.00200,0.02200,0.01400,0.00000,0.02800,0.00600,0.89800
-3594,-137,-28,1018,1069,723,695,-982,-1433,249,0.96600,0.02600,0.00200,0.00200,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00200
-3426,584,-469,1776,566,1686,70,81,-1483,-141,0.04400,0.94400,0.00600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00600
-3086,1010,-627,1508,338,747,-479,-323,-1087,645,0.00200,0.03000,0.90200,0.00600,0.00400,0.03200,0.00400,0.00000,0.00800,0.00200,0.01000
-2750,1475,-848,364,-275,20,-3,-782,-291,167,0.00000,0.00000,0.00400,0.91000,0.00400,0.04600,0.00200,0.00000,0.00000,0.00200,0.03200
-2846,2430,-780,-153,-905,240,746,140,-114,-746,0.00000,0.00000,0.00000,0.00600,0.93600,0.01200,0.04000,0.00000,0.00000,0.00000,0.00600
-2511,1511,-555,226,-735,631,-6,520,-138,-651,0.00000,0.00000,0.00000,0.02600,0.03200,0.84600,0.00400,0.00000,0.00000,0.00000,0.09200
-3124,2733,-857,-334,-312,587,849,475,-174,-899,0.00000,0.00400,0.00000,0.00800,0.05200,0.00600,0.86800,0.00800,0.01800,0.00000,0.03600
-4175,3320,-446,988,-1480,133,507,605,691,-462,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.01400,0.96800,0.00800,0.00800,0.00000
-3777,2064,-983,846,-373,960,-40,1331,247,-1090,0.00600,0.00000,0.00000,0.00400,0.00200,0.00200,0.01800,0.00200,0.91800,0.03400,0.01400
-4788,3632,-710,300,366,-121,403,-16,124,-1320,0.00200,0.00000,0.00000,0.00200,0.00000,0.00200,0.00600,0.00400,0.00400,0.97600,0.00400
-3006,1407,-875,945,-495,721,212,750,-37,-1054,0.00000,0.00000,0.00000,0.01800,0.00400,0.03600,0.00800,0.00000,0.00400,0.00000,0.93000
-3781,-11,102,1115,1036,651,615,-1082,-1272,50,0.94800,0.04200,0.00200,0.00000,0.00000,0.00400,0.00000,0.00000,0.00000,0.00200,0.00200
-3394,557,-573,1704,608,1644,109,200,-1507,-225,0.03000,0.95200,0.00600,0.00200,0.00000,0.00000,0.00000,0.00000,0.00600,0.00000,0.00400
-3091,935,-574,1360,416,764,-480,-144,-1295,696,0.00400,0.04000,0.91200,0.00600,0.00200,0.01000,0.00600,0.00000,0.00400,0.00000,0.01600
-2850,1446,-792,482,-365,46,-29,-761,-251,113,0.00000,0.00000,0.00400,0.91600,0.00400,0.03400,0.00400,0.00000,0.00000,0.00200,0.03600
-2884,2424,-764,-108,-1015,361,712,133,-17,-847,0.00000,0.00000,0.00000,0.00400,0.97000,0.00400,0.01800,0.00000,0.00200,0.00000,0.00200
-2656,1263,-527,464,-612,668,-160,857,-416,-596,0.00000,0.00200,0.01000,0.03400,0.01000,0.78000,0.00800,0.00000,0.00200,0.00000,0.15400
-3246,2796,-867,-205,-316,808,824,62,-118,-749,0.00400,0.00000,0.00000,0.00400,0.10600,0.01000,0.82400,0.00200,0.02200,0.01000,0.01800
-4172,3188,-375,1028,-1410,8,513,635,802,-280,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03000,0.97000,0.00000,0.00000,0.00000
-3862,1801,-717,1133,-230,922,-223,1264,194,-935,0.00800,0.00200,0.00200,0.00400,0.00000,0.00600,0.01200,0.01000,0.83800,0.07800,0.04000
-4836,3871,-684,182,349,-176,317,59,-24,-1130,0.00000,0.00200,0.00000,0.00400,0.00200,0.00000,0.00600,0.00400,0.01000,0.96600,0.00600
-2973,1304,-849,984,-508,590,248,728,73,-1107,0.00000,0.00000,0.00600,0.01800,0.01200,0.04600,0.00600,0.00000,0.00200,0.00000,0.91000
-3858,115,50,1170,975,703,585,-1191,-1172,-76,0.95200,0.03800,0.00200,0.00000,0.00000,0.00200,0.00000,0.00000,0.00200,0.00200,0.00200
-3404,506,-591,1627,660,1456,68,381,-1494,-453,0.06800,0.89800,0.00800,0.00800,0.00200,0.00200,0.00000,0.00000,0.00400,0.00800,0.00200
-2952,777,-740,1311,424,853,-319,-82,-1456,616,0.00200,0.03200,0.94000,0.00600,0.00000,0.00800,0.00200,0.00000,0.00200,0.00400,0.00400
-3005,1472,-716,535,-392,54,-54,-686,-290,153,0.00000,0.00000,0.00200,0.89000,0.00200,0.04200,0.00800,0.00000,0.00200,0.00200,0.05200
-2898,2421,-810,-43,-1164,448,690,218,-78,-876,0.00000,0.00000,0.00000,0.00600,0.94400,0.02400,0.02200,0.00000,0.00200,0.00000,0.00200
-2906,1102,-491,575,-386,771,-134,977,-540,-604,0.00200,0.01000,0.03800,0.04200,0.00200,0.70000,0.00400,0.00200,0.00600,0.00800,0.18600
-3462,2648,-447,0,-416,767,569,-72,-80,-798,0.00400,0.00400,0.00200,0.01600,0.05800,0.03400,0.77600,0.00000,0.03200,0.03800,0.03600
-4076,3336,-688,677,-1472,461,682,724,717,-409,0.00000,0.00000,0.00000,0.00200,0.00400,0.00400,0.03400,0.89000,0.04800,0.01800,0.00000
-3846,1426,-607,1434,-72,1130,-535,1159,-123,-385,0.00800,0.01200,0.02000,0.00600,0.00000,0.00200,0.00200,0.00800,0.80600,0.11200,0.02400
-4885,3967,-948,373,255,-121,430,-13,18,-1518,0.00200,0.00000,0.00200,0.00400,0.00000,0.00000,0.00200,0.00600,0.00200,0.98200,0.00000
-2980,1290,-842,955,-491,572,267,692,84,-1100,0.00000,0.00000,0.00400,0.02400,0.01000,0.03800,0.01000,0.00000,0.00400,0.00200,0.90800
-3208,-608,-516,1098,1529,1069,186,-947,-248,-59,0.91000,0.05600,0.01000,0.00000,0.00200,0.00400,0.00000,0.00000,0.00800,0.00400,0.00600
-2569,-110,-841,732,1112,961,-75,148,-893,314,0.04600,0.87400,0.05200,0.00200,0.00000,0.00400,0.00000,0.00000,0.00600,0.00000,0.01600
-2210,661,-581,1139,238,74,-625,-366,-326,557,0.00000,0.00400,0.98200,0.00800,0.00200,0.00000,0.00200,0.00000,0.00200,0.00000,0.00000
-1885,2214,-673,147,-148,-400,252,-98,-874,245,0.00000,0.00000,0.00000,0.91800,0.01200,0.02400,0.01400,0.00000,0.00200,0.02000,0.01000
-2488,2822,-239,-330,-1355,284,101,934,-966,-310,0.00000,0.00000,0.00000,0.00400,0.92000,0.03400,0.03600,0.00400,0.00000,0.00000,0.00200
-2335,2896,-295,-420,-645,351,120,447,-1126,110,0.00000,0.00000,0.00200,0.01200,0.08200,0.86000,0.03000,0.00000,0.00000,0.00000,0.01400
-2715,2325,701,239,-1426,-218,-317,1516,-162,-703,0.00000,0.00000,0.00000,0.00200,0.06000,0.00400,0.93400,0.00000,0.00000,0.00000,0.00000
-4210,3289,-106,-1247,-683,539,579,832,-35,-764,0.00000,0.00000,0.00000,0.00000,0.01000,0.00000,0.05400,0.82000,0.07800,0.03600,0.00200
-3984,2290,-103,-707,297,317,857,1403,-1253,-298,0.00000,0.00200,0.00000,0.00400,0.01000,0.01000,0.05800,0.02200,0.83400,0.04000,0.02000
-4964,2780,474,47,417,-328,334,474,-1260,-221,0.01400,0.00600,0.00000,0.00200,0.00200,0.00000,0.01400,0.00600,0.03000,0.92200,0.00400
-2528,1288,-144,-171,-77,260,-45,681,-1399,-66,0.00000,0.00000,0.00600,0.03200,0.02400,0.10600,0.00200,0.00000,0.00200,0.00200,0.82600
-3431,-500,-362,1173,1590,956,162,-853,-364,84,0.97000,0.02000,0.00600,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200
-2659,-101,-687,697,1081,1045,-149,184,-927,327,0.03600,0.91200,0.02200,0.01000,0.00000,0.01200,0.00000,0.00000,0.00000,0.00000,0.00800
-2103,655,-840,1195,377,135,-504,-549,-404,602,0.00000,0.01000,0.96400,0.02400,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000
-1926,2172,-571,257,-159,-493,270,-153,-673,-5,0.00200,0.00000,0.00000,0.96200,0.01200,0.01400,0.00400,0.00000,0.00000,0.00400,0.00200
-2512,2826,-171,-385,-1495,381,67,899,-902,-412,0.00000,0.00000,0.00000,0.00000,0.96400,0.01600,0.01200,0.00200,0.00200,0.00000,0.00400
-2353,2897,-433,-193,-715,359,260,273,-1206,360,0.00000,0.00000,0.00000,0.01600,0.07600,0.88200,0.01200,0.00200,0.00400,0.00200,0.00600
-2708,2396,728,336,-1437,-344,-411,1469,-22,-717,0.00000,0.00000,0.00000,0.00400,0.04800,0.00600,0.94000,0.00200,0.00000,0.00000,0.00000
-4341,3514,-453,-1047,-469,510,618,801,-399,-777,0.00000,0.00200,0.00000,0.00000,0.00000,0.00200,0.02800,0.92400,0.03000,0.01400,0.00000
-4045,2193,200,-745,215,387,625,1477,-1207,-270,0.00200,0.00200,0.00000,0.00000,0.00000,0.00600,0.01600,0.03000,0.91200,0.01600,0.01600
-5020,2551,562,-136,531,-64,373,631,-1407,-267,0.00200,0.00000,0.00000,0.00200,0.00000,0.00000,0.01000,0.00600,0.03200,0.94600,0.00200
-2665,1633,-384,-111,-1,234,33,478,-1558,219,0.00000,0.00000,0.00000,0.03000,0.02200,0.08200,0.00600,0.00000,0.00600,0.00200,0.85200
-3586,-380,-359,1307,1587,990,180,-831,-471,198,0.99000,0.00400,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00200
-2889,-39,-494,719,1104,1003,-415,97,-855,356,0.04600,0.91200,0.02000,0.00200,0.00000,0.00200,0.00000,0.00000,0.00200,0.00000,0.01600
-2282,673,-798,1286,308,10,-411,-610,-266,584,0.00200,0.00200,0.98600,0.01000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
-1985,2161,-601,424,-295,-489,208,-216,-562,79,0.00200,0.00000,0.00000,0.97800,0.00400,0.00800,0.00600,0.00000,0.00000,0.00200,0.00000
-2563,2829,-283,-368,-1593,408,121,933,-946,-356,0.00000,0.00000,0.00000,0.00000,0.97200,0.02200,0.00600,0.00000,0.00000,0.00000,0.00000
-2415,2517,-285,85,-902,283,302,247,-1207,371,0.00000,0.00000,0.00000,0.01200,0.10000,0.85600,0.02200,0.00000,0.00600,0.00000,0.00400
-2776,2563,532,277,-1470,-368,-278,1479,-164,-797,0.00000,0.00000,0.00000,0.00400,0.05400,0.00800,0.93200,0.00200,0.00000,0.00000,0.00000
-4384,3721,-905,-965,-160,498,809,660,-613,-831,0.00000,0.00200,0.00000,0.00000,0.00200,0.00000,0.02800,0.93000,0.02200,0.01400,0.00200
-4107,2170,206,-811,334,633,402,1097,-1327,-40,0.00400,0.00200,0.00000,0.00200,0.00000,0.00200,0.02800,0.02400,0.89600,0.02800,0.01400
-5069,2119,826,-274,576,145,308,1001,-1412,-306,0.00800,0.01000,0.00000,0.00200,0.00000,0.00000,0.01600,0.00400,0.05200,0.88800,0.02000
-2812,1954,-661,109,-11,110,187,96,-1538,592,0.00000,0.00000,0.00200,0.04400,0.01200,0.07600,0.00800,0.00000,0.00000,0.00000,0.85800
-3760,-320,-240,1273,1751,1125,230,-723,-501,315,0.98200,0.00800,0.00000,0.00000,0.00000,0.00200,0.00000,0.00200,0.00000,0.00200,0.00400
-3152,86,-325,868,1084,753,-522,-5,-821,483,0.08200,0.87600,0.02600,0.00400,0.00000,0.00400,0.00000,0.00000,0.00400,0.00000,0.00400
-2558,755,-660,1366,38,-11,-443,-531,-62,418,0.00000,0.00200,0.95000,0.02600,0.00200,0.00800,0.00600,0.00000,0.00200,0.00000,0.00400
-2010,2164,-626,389,-240,-441,103,-270,-647,165,0.00000,0.00000,0.00200,0.98400,0.00200,0.00600,0.00600,0.00000,0.00000,0.00000,0.00000
-2601,2735,-322,-255,-1670,229,202,1010,-871,-461,0.00000,0.00000,0.00000,0.00000,0.96600,0.00800,0.02400,0.00000,0.00000,0.00000,0.00200
-2521,2271,-277,270,-909,274,348,-28,-1177,432,0.00000,0.00000,0.00000,0.01800,0.12200,0.81800,0.01000,0.00400,0.00400,0.00600,0.01800
-2922,2621,214,122,-1477,-173,45,1380,-635,-757,0.00000,0.00000,0.00200,0.00200,0.11200,0.01600,0.85600,0.00400,0.00600,0.00200,0.00000
-4417,3765,-1225,-853,41,536,885,533,-757,-789,0.00000,0.00000,0.00000,0.00000,0.00400,0.00000,0.01000,0.95800,0.01600,0.01200,0.00000
-4070,2254,-280,-722,696,683,243,689,-1450,190,0.00000,0.00200,0.00000,0.00000,0.00000,0.00400,0.05600,0.02000,0.86600,0.04200,0.01000
-5080,2241,971,-374,501,226,144,851,-1319,-300,0.00400,0.00200,0.00000,0.00400,0.00200,0.00000,0.00200,0.00400,0.02000,0.95600,0.00600
-2930,2014,-700,206,-88,153,142,-31,-1437,615,0.00000,0.00000,0.00600,0.07200,0.00600,0.08200,0.00600,0.00000,0.00000,0.00000,0.82800
-4247,-34,248,1372,1831,1167,87,-518,-316,347,0.94200,0.04400,0.01000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00400,0.00000
-3183,154,-413,923,1091,582,-447,-85,-904,693,0.06000,0.90400,0.02000,0.00400,0.00000,0.01000,0.00000,0.00000,0.00000,0.00000,0.00200
-2514,558,-777,1299,27,247,-487,-653,-28,481,0.00000,0.01200,0.94600,0.01400,0.00200,0.01000,0.00800,0.00000,0.00200,0.00400,0.00200
-2041,2119,-585,549,-430,-291,-2,-234,-751,253,0.00200,0.00000,0.00000,0.97000,0.00400,0.01600,0.00400,0.00000,0.00200,0.00000,0.00200
-2640,2704,-345,-230,-1649,64,275,952,-651,-571,0.00000,0.00000,0.00000,0.00000,0.93800,0.00400,0.05200,0.00000,0.00200,0.00200,0.00200
-2729,2104,-505,138,-533,455,148,-407,-1059,625,0.00000,0.00200,0.00000,0.04000,0.09800,0.78600,0.00600,0.00000,0.00200,0.00200,0.06400
-3025,2711,-147,-34,-1340,49,364,1099,-1020,-652,0.00000,0.00000,0.00000,0.00000,0.18200,0.02400,0.78200,0.00000,0.00400,0.00200,0.00600
-4415,3737,-1313,-815,168,590,975,420,-825,-748,0.00000,0.00000,0.00200,0.00000,0.00200,0.00000,0.00600,0.90000,0.07800,0.01200,0.00000
-4036,2141,-355,-602,837,663,-13,507,-1412,210,0.00200,0.00400,0.00000,0.00200,0.00200,0.00600,0.01400,0.00200,0.89800,0.03600,0.03400
-5158,2488,1064,-343,352,180,-50,817,-1308,-249,0.00200,0.00000,0.00000,0.00200,0.00000,0.00000,0.01000,0.00400,0.01200,0.96800,0.00200
-2907,1992,-904,205,11,346,-31,-148,-1262,487,0.00000,0.00000,0.00600,0.04000,0.00600,0.14200,0.00000,0.00000,0.00000,0.00000,0.80600
-4687,406,889,1464,1618,1021,-121,-398,-307,293,0.84000,0.11000,0.03600,0.00000,0.00200,0.00000,0.00000,0.00200,0.00400,0.00600,0.00000
-3096,103,-452,879,1067,497,-296,-67,-973,711,0.02200,0.92200,0.03200,0.00200,0.00000,0.00400,0.00400,0.00000,0.00000,0.00000,0.01400
-2452,279,-805,1141,239,176,-104,-752,-334,731,0.02600,0.07000,0.87400,0.01600,0.00000,0.00800,0.00200,0.00000,0.00000,0.00000,0.00400
-2081,2043,-521,578,-463,-246,-41,-162,-814,425,0.00400,0.00000,0.00200,0.92400,0.01400,0.03400,0.00200,0.00000,0.00000,0.00000,0.02000
-2658,2739,-382,-310,-1640,81,276,884,-535,-548,0.00000,0.00000,0.00000,0.00200,0.94200,0.01000,0.03800,0.00200,0.00200,0.00200,0.00200
-2982,2001,-915,188,35,467,-130,-689,-684,664,0.00000,0.00200,0.02000,0.06600,0.01600,0.73400,0.00400,0.00000,0.00000,0.00400,0.15400
-3098,2525,-316,-322,-1082,285,445,847,-951,-707,0.00000,0.00000,0.00000,0.00000,0.11600,0.02000,0.83600,0.01200,0.00800,0.00200,0.00600
-4403,3602,-945,-934,41,409,1003,470,-477,-621,0.00000,0.00000,0.00200,0.00200,0.00800,0.00200,0.01800,0.89400,0.05400,0.02000,0.00000
-4200,2201,-310,-392,968,700,-328,129,-896,150,0.01200,0.00600,0.00200,0.00200,0.02200,0.01000,0.00600,0.00400,0.79400,0.05400,0.08800
-5211,2544,820,-333,447,226,127,890,-1389,-304,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00600,0.00200,0.01400,0.97600,0.00000
-2752,1778,-718,57,-9,402,121,50,-1435,281,0.00000,0.00000,0.00000,0.04800,0.00200,0.08800,0.00000,0.00000,0.00600,0.00000,0.85600
-5058,2236,1381,1885,-259,-483,-562,123,-63,663,0.89800,0.03400,0.01600,0.00800,0.00000,0.00200,0.00200,0.00600,0.01000,0.02200,0.00200
-4181,1646,736,1286,724,-511,-1126,-450,-648,995,0.02200,0.89200,0.04000,0.00200,0.00200,0.00200,0.00400,0.00400,0.00200,0.00400,0.02600
-3753,828,-42,1406,209,-530,-520,-400,-386,1070,0.00400,0.04400,0.93000,0.01200,0.00200,0.00200,0.00400,0.00000,0.00000,0.00200,0.00000
-3494,1207,-607,242,-430,131,236,545,-593,678,0.00000,0.00200,0.00400,0.89200,0.00200,0.02600,0.02800,0.00600,0.02400,0.00200,0.01400
-2813,2327,-1246,-184,-755,491,1202,-558,-669,54,0.00000,0.00000,0.00000,0.00800,0.89800,0.08800,0.00400,0.00000,0.00000,0.00000,0.00200
-3133,1983,-1398,254,-667,532,389,-178,-584,844,0.00400,0.00200,0.00000,0.02800,0.03400,0.89200,0.01400,0.00000,0.00600,0.00000,0.02000
-3749,3018,-755,-452,-666,209,741,900,-1613,128,0.00000,0.00000,0.00000,0.00600,0.00800,0.01600,0.92200,0.01800,0.01600,0.01400,0.00000
-4373,4643,-792,-1332,-202,597,192,1133,-1131,-280,0.00200,0.00000,0.00000,0.00200,0.00000,0.00200,0.05000,0.85800,0.07200,0.01200,0.00200
-4468,4121,-420,-1197,338,600,-110,314,-1248,-12,0.00000,0.00200,0.00000,0.00000,0.00000,0.00200,0.00200,0.08600,0.87000,0.03600,0.00200
-4902,4490,-564,-536,-164,-298,842,-158,-906,358,0.00600,0.00400,0.00200,0.00800,0.04400,0.01000,0.02200,0.01000,0.01600,0.85600,0.02200
-4125,2300,-167,-270,103,320,-467,-254,-415,863,0.00200,0.00800,0.02600,0.01000,0.02400,0.01600,0.00800,0.00200,0.05200,0.03000,0.82200
-5124,2319,1413,1804,-277,-330,-746,221,60,460,0.87200,0.01200,0.00600,0.00200,0.00000,0.00000,0.01200,0.01200,0.01000,0.06600,0.00800
-4393,2137,570,1397,293,-836,-966,-461,-277,1184,0.04200,0.80200,0.07600,0.00000,0.00200,0.00000,0.00600,0.00400,0.00400,0.03200,0.03200
-3961,1078,110,1232,210,-670,-536,-330,-268,1098,0.00000,0.01200,0.97400,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00800,0.00400
-3654,1222,-574,248,-299,158,154,553,-580,617,0.00200,0.00000,0.00400,0.85400,0.00800,0.02000,0.03200,0.00200,0.04000,0.02800,0.01000
-3001,2263,-1178,-116,-922,536,1286,-506,-566,-102,0.00000,0.00000,0.00000,0.00400,0.88600,0.10200,0.00800,0.00000,0.00000,0.00000,0.00000
-3417,1984,-1148,234,-778,411,494,130,-704,764,0.00000,0.00000,0.00000,0.06000,0.04400,0.82200,0.02200,0.00600,0.02800,0.00800,0.01000
-3887,3172,-739,-690,-548,330,569,980,-1609,283,0.00000,0.00000,0.00000,0.00200,0.00800,0.00000,0.88200,0.06800,0.02400,0.01400,0.00200
-4474,4569,-1069,-1409,137,1049,71,877,-1355,-167,0.00400,0.00600,0.00800,0.00600,0.00000,0.00000,0.00400,0.81400,0.12400,0.03200,0.00200
-4471,4096,-809,-881,646,539,40,142,-1555,-23,0.00000,0.00400,0.00000,0.00000,0.00200,0.00000,0.01000,0.04800,0.92600,0.01000,0.00000
-4947,4637,-444,-953,-119,-249,594,270,-783,265,0.00400,0.00400,0.00000,0.00200,0.00000,0.00400,0.02800,0.08600,0.05200,0.81400,0.00600
-4173,2299,-298,-130,122,319,-388,-328,-480,990,0.00000,0.00400,0.01800,0.00600,0.02000,0.00800,0.00600,0.00000,0.05000,0.03200,0.85600
-5131,2192,1364,1936,-591,-354,-677,150,178,380,0.91400,0.00400,0.00600,0.00400,0.00600,0.00000,0.01000,0.01400,0.01000,0.03000,0.00200
-4395,1864,503,1718,241,-817,-672,-687,-449,1396,0.04000,0.84000,0.09000,0.00000,0.00000,0.00400,0.00200,0.00200,0.00000,0.00400,0.01800
-4058,1072,157,1136,385,-687,-583,-185,-300,1177,0.00600,0.04600,0.93600,0.00200,0.00200,0.00400,0.00000,0.00000,0.00000,0.00000,0.00400
-3631,1195,-719,130,-65,348,-61,555,-594,806,0.00000,0.00600,0.01000,0.85200,0.00000,0.02400,0.01400,0.00000,0.03600,0.01600,0.04200
-3434,2260,-1065,-122,-795,363,1403,-507,-375,15,0.00000,0.00000,0.00000,0.00400,0.82200,0.07400,0.05800,0.00200,0.01200,0.01400,0.01400
-3765,1970,-955,304,-735,410,380,146,-536,738,0.00400,0.00000,0.00000,0.06200,0.01600,0.80400,0.02800,0.00800,0.05600,0.01600,0.00600
-3975,3066,-506,-827,-478,434,356,939,-1309,204,0.00200,0.00000,0.00000,0.00000,0.00200,0.00400,0.83200,0.03800,0.10600,0.01400,0.00200
-4497,4500,-1446,-1127,443,986,136,597,-1087,-73,0.00200,0.00200,0.00400,0.00200,0.00000,0.00000,0.00000,0.91400,0.06000,0.01600,0.00000
-4475,4064,-927,-678,599,445,224,103,-1336,-192,0.00800,0.00000,0.00000,0.00000,0.00400,0.01200,0.01200,0.07600,0.83800,0.04000,0.01000
-5011,4976,-868,-1215,170,-18,543,154,-841,707,0.00200,0.00000,0.01000,0.00200,0.00200,0.00800,0.00200,0.04600,0.07600,0.82800,0.02400
-4151,2069,-605,111,410,354,-284,-381,-507,737,0.00200,0.02000,0.01800,0.00800,0.01800,0.03000,0.00200,0.00000,0.02000,0.03400,0.84800
-5125,2077,1283,2003,-734,-513,-557,55,295,269,0.88400,0.00800,0.01200,0.00200,0.00200,0.01000,0.01200,0.02200,0.01200,0.03200,0.00400
-4316,1409,441,1819,500,-617,-633,-621,-671,1193,0.03800,0.83800,0.10600,0.00000,0.00000,0.00000,0.00200,0.00200,0.00200,0.00000,0.01200
-4149,1129,-8,1215,390,-474,-400,-343,-344,886,0.00600,0.03800,0.90600,0.00400,0.00000,0.00200,0.00000,0.00400,0.00200,0.00400,0.03400
-3581,1188,-958,189,-77,451,49,449,-676,919,0.00000,0.01000,0.00600,0.90000,0.00200,0.03400,0.00600,0.00200,0.02600,0.00600,0.00800
-3828,2367,-836,-343,-466,116,1172,-175,-275,117,0.00600,0.00000,0.00600,0.01200,0.72600,0.04200,0.08200,0.00800,0.01600,0.07800,0.02400
-3820,1705,-1130,450,-471,665,298,-175,-473,848,0.01400,0.00600,0.00200,0.02400,0.03600,0.85600,0.00400,0.00000,0.02000,0.01600,0.02200
