A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,L1,L2,L3,L4,L5
67,30,2010,0.44800,0.16900,0.46000,2.26000,339,924,150,0.10200,0.00000,0.00200,0.01600,0.88000
6,12,72,2.00000,0.48600,0.94400,2.19000,35,68,16,1.00000,0.00000,0.00000,0.00000,0.00000
7,7,49,1.00000,0.28600,0.57100,3.50000,14,28,4,0.98800,0.00000,0.00000,0.00000,0.01200
7,7,49,1.00000,0.26500,0.61200,3.25000,13,30,4,0.98000,0.00200,0.00000,0.00000,0.01800
5,12,60,2.40000,0.60000,0.90000,3.00000,36,54,12,1.00000,0.00000,0.00000,0.00000,0.00000
11,261,2871,23.72700,0.23300,0.63700,1.75000,668,1830,381,1.00000,0.00000,0.00000,0.00000,0.00000
11,154,1694,14.00000,0.18700,0.52200,1.94000,317,884,163,1.00000,0.00000,0.00000,0.00000,0.00000
10,155,1550,15.50000,0.27500,0.80300,1.85000,427,1244,231,1.00000,0.00000,0.00000,0.00000,0.00000
20,39,780,1.95000,0.14000,0.40500,3.21000,109,316,34,0.17200,0.00000,0.00000,0.00000,0.82800
6,17,102,2.83300,0.13700,0.62700,2.80000,14,64,5,0.29200,0.01200,0.00000,0.00000,0.69600
8,24,192,3.00000,0.41700,0.95300,1.90000,80,183,42,1.00000,0.00000,0.00000,0.00000,0.00000
10,41,410,4.10000,0.27600,0.69300,1.61000,113,284,70,1.00000,0.00000,0.00000,0.00000,0.00000
10,15,150,1.50000,0.27300,0.94700,1.41000,41,142,29,1.00000,0.00000,0.00000,0.00000,0.00000
10,12,120,1.20000,0.35000,0.86700,2.33000,42,104,18,1.00000,0.00000,0.00000,0.00000,0.00000
10,55,550,5.50000,0.29500,0.75600,1.98000,162,416,82,1.00000,0.00000,0.00000,0.00000,0.00000
7,6,42,0.85700,0.40500,0.92900,1.89000,17,39,9,1.00000,0.00000,0.00000,0.00000,0.00000
7,19,133,2.71400,0.39800,0.88000,1.83000,53,117,29,1.00000,0.00000,0.00000,0.00000,0.00000
8,29,232,3.62500,0.44400,1.00000,2.15000,103,232,48,1.00000,0.00000,0.00000,0.00000,0.00000
11,53,583,4.81800,0.24900,0.73400,1.93000,145,428,75,1.00000,0.00000,0.00000,0.00000,0.00000
9,19,171,2.11100,0.29800,0.73700,2.68000,51,126,19,1.00000,0.00000,0.00000,0.00000,0.00000
10,13,130,1.30000,0.28500,0.88500,1.61000,37,115,23,1.00000,0.00000,0.00000,0.00000,0.00000
10,144,1440,14.40000,0.25600,0.62500,1.80000,368,900,205,1.00000,0.00000,0.00000,0.00000,0.00000
7,12,84,1.71400,0.47600,0.81000,2.11000,40,68,19,1.00000,0.00000,0.00000,0.00000,0.00000
7,2,14,0.28600,0.85700,0.85700,12.00000,12,12,1,0.81612,0.03000,0.00000,0.15188,0.00200
11,54,594,4.90900,0.27300,0.78100,2.19000,162,464,74,1.00000,0.00000,0.00000,0.00000,0.00000
10,51,510,5.10000,0.28000,0.81400,1.66000,143,415,86,1.00000,0.00000,0.00000,0.00000,0.00000
10,7,70,0.70000,0.31400,0.85700,1.83000,22,60,12,1.00000,0.00000,0.00000,0.00000,0.00000
10,37,370,3.70000,0.32700,0.95400,1.83000,121,353,66,1.00000,0.00000,0.00000,0.00000,0.00000
10,11,110,1.10000,0.40900,0.95500,2.50000,45,105,18,1.00000,0.00000,0.00000,0.00000,0.00000
2,6,12,3.00000,0.58300,0.91700,7.00000,7,11,1,0.86566,0.12434,0.00000,0.00200,0.00800
8,43,344,5.37500,0.38700,0.76200,1.93000,133,262,69,1.00000,0.00000,0.00000,0.00000,0.00000
8,28,224,3.50000,0.44200,0.79500,2.48000,99,178,40,1.00000,0.00000,0.00000,0.00000,0.00000
3,3,9,1.00000,0.77800,0.77800,7.00000,7,7,1,1.00000,0.00000,0.00000,0.00000,0.00000
1,7,7,7.00000,1.00000,1.00000,7.00000,7,7,1,0.58933,0.40867,0.00000,0.00200,0.00000
5,2,10,0.40000,0.70000,0.70000,7.00000,7,7,1,0.66209,0.00062,0.00000,0.33396,0.00333
4,2,8,0.50000,0.87500,0.87500,7.00000,7,7,1,0.49078,0.00357,0.00000,0.49431,0.01133
4,3,12,0.75000,0.66700,0.91700,2.67000,8,11,3,0.92043,0.02160,0.00200,0.00597,0.05000
10,9,90,0.90000,0.33300,0.87800,2.50000,30,79,12,1.00000,0.00000,0.00000,0.00000,0.00000
10,34,340,3.40000,0.32100,0.85300,2.02000,109,290,54,1.00000,0.00000,0.00000,0.00000,0.00000
10,10,100,1.00000,0.35000,0.89000,1.94000,35,89,18,1.00000,0.00000,0.00000,0.00000,0.00000
8,9,72,1.12500,0.37500,0.68100,1.69000,27,49,16,0.99600,0.00000,0.00000,0.00000,0.00400
7,15,105,2.14300,0.43800,0.89500,2.30000,46,94,20,0.99800,0.00200,0.00000,0.00000,0.00000
10,30,300,3.00000,0.33000,0.84300,1.90000,99,253,52,1.00000,0.00000,0.00000,0.00000,0.00000
9,20,180,2.22200,0.32200,0.71700,2.15000,58,129,27,1.00000,0.00000,0.00000,0.00000,0.00000
9,13,117,1.44400,0.36800,1.00000,2.69000,43,117,16,1.00000,0.00000,0.00000,0.00000,0.00000
7,10,70,1.42900,0.38600,0.91400,2.08000,27,64,13,1.00000,0.00000,0.00000,0.00000,0.00000
7,20,140,2.85700,0.40000,1.00000,1.87000,56,140,30,1.00000,0.00000,0.00000,0.00000,0.00000
6,13,78,2.16700,0.43600,0.75600,2.27000,34,59,15,1.00000,0.00000,0.00000,0.00000,0.00000
5,15,75,3.00000,0.50700,0.78700,3.17000,38,59,12,1.00000,0.00000,0.00000,0.00000,0.00000
5,12,60,2.40000,0.46700,0.60000,4.67000,28,36,6,0.98800,0.01000,0.00000,0.00000,0.00200
5,13,65,2.60000,0.46200,0.67700,4.29000,30,44,7,0.99800,0.00200,0.00000,0.00000,0.00000
6,49,294,8.16700,0.32000,0.52700,2.94000,94,155,32,0.99800,0.00200,0.00000,0.00000,0.00000
6,17,102,2.83300,0.45100,0.74500,2.56000,46,76,18,1.00000,0.00000,0.00000,0.00000,0.00000
9,41,369,4.55600,0.33600,0.69400,1.91000,124,256,65,1.00000,0.00000,0.00000,0.00000,0.00000
8,4,32,0.50000,0.46900,0.71900,3.75000,15,23,4,0.99800,0.00000,0.00000,0.00000,0.00200
8,39,312,4.87500,0.37800,0.96200,1.64000,118,300,72,1.00000,0.00000,0.00000,0.00000,0.00000
8,16,128,2.00000,0.32800,0.96100,1.91000,42,123,22,1.00000,0.00000,0.00000,0.00000,0.00000
8,39,312,4.87500,0.36200,0.88100,1.74000,113,275,65,1.00000,0.00000,0.00000,0.00000,0.00000
5,20,100,4.00000,0.47000,0.73000,2.35000,47,73,20,0.99800,0.00200,0.00000,0.00000,0.00000
4,10,40,2.50000,0.50000,0.90000,4.00000,20,36,5,0.97000,0.01600,0.00000,0.00000,0.01400
5,13,65,2.60000,0.55400,0.80000,2.57000,36,52,14,1.00000,0.00000,0.00000,0.00000,0.00000
5,14,70,2.80000,0.32900,0.50000,2.56000,23,35,9,0.98800,0.00200,0.00000,0.00400,0.00600
5,17,85,3.40000,0.57600,0.95300,2.33000,49,81,21,1.00000,0.00000,0.00000,0.00000,0.00000
10,62,620,6.20000,0.26500,0.65600,2.19000,164,407,75,1.00000,0.00000,0.00000,0.00000,0.00000
8,16,128,2.00000,0.32800,0.96900,1.91000,42,124,22,1.00000,0.00000,0.00000,0.00000,0.00000
8,24,192,3.00000,0.29700,0.86500,1.84000,57,166,31,1.00000,0.00000,0.00000,0.00000,0.00000
10,261,2610,26.10000,0.25900,0.76700,1.74000,676,2001,388,1.00000,0.00000,0.00000,0.00000,0.00000
8,20,160,2.50000,0.39400,0.86300,2.10000,63,138,30,1.00000,0.00000,0.00000,0.00000,0.00000
10,39,390,3.90000,0.29500,0.90800,2.09000,115,354,55,1.00000,0.00000,0.00000,0.00000,0.00000
10,61,610,6.10000,0.33300,0.95400,1.85000,203,582,110,1.00000,0.00000,0.00000,0.00000,0.00000
2,14,28,7.00000,0.46400,0.53600,13.00000,13,15,1,0.12400,0.87400,0.00000,0.00200,0.00000
37,20,740,0.54100,0.13100,0.19300,4.22000,97,143,23,0.04400,0.00200,0.00000,0.02600,0.92800
6,14,84,2.33300,0.51200,1.00000,3.07000,43,84,14,1.00000,0.00000,0.00000,0.00000,0.00000
8,23,184,2.87500,0.34800,0.72300,2.00000,64,133,32,1.00000,0.00000,0.00000,0.00000,0.00000
34,25,850,0.73500,0.25600,0.53400,2.06000,218,454,106,0.07600,0.00000,0.03000,0.01200,0.88200
34,27,918,0.79400,0.21900,0.55400,3.09000,201,509,65,0.04200,0.00000,0.03200,0.00600,0.92000
36,43,1548,1.19400,0.11700,0.18300,3.07000,181,283,59,0.02000,0.00000,0.00200,0.00800,0.97000
8,14,112,1.75000,0.41100,0.99100,2.56000,46,111,18,0.99800,0.00200,0.00000,0.00000,0.00000
8,32,256,4.00000,0.39500,0.77300,2.10000,101,198,48,1.00000,0.00000,0.00000,0.00000,0.00000
10,31,310,3.10000,0.31600,0.75200,1.66000,98,233,59,1.00000,0.00000,0.00000,0.00000,0.00000
8,33,264,4.12500,0.37500,0.98100,1.60000,99,259,62,1.00000,0.00000,0.00000,0.00000,0.00000
8,20,160,2.50000,0.40600,0.90600,1.86000,65,145,35,1.00000,0.00000,0.00000,0.00000,0.00000
8,12,96,1.50000,0.40600,0.91700,1.56000,39,88,25,1.00000,0.00000,0.00000,0.00000,0.00000
16,29,464,1.81300,0.14400,0.49600,2.58000,67,230,26,0.22000,0.00000,0.00000,0.00000,0.78000
7,34,238,4.85700,0.40300,0.84900,1.81000,96,202,53,1.00000,0.00000,0.00000,0.00000,0.00000
10,103,1030,10.30000,0.25000,0.61000,1.77000,258,628,146,1.00000,0.00000,0.00000,0.00000,0.00000
9,91,819,10.11100,0.16100,0.44000,1.86000,132,360,71,0.99800,0.00000,0.00000,0.00000,0.00200
9,9,81,1.00000,0.35800,0.72800,2.23000,29,59,13,1.00000,0.00000,0.00000,0.00000,0.00000
8,12,96,1.50000,0.37500,0.92700,1.80000,36,89,20,1.00000,0.00000,0.00000,0.00000,0.00000
10,28,280,2.80000,0.34300,0.97500,2.13000,96,273,45,1.00000,0.00000,0.00000,0.00000,0.00000
10,8,80,0.80000,0.31300,0.90000,1.56000,25,72,16,0.99800,0.00000,0.00000,0.00000,0.00200
10,15,150,1.50000,0.31300,0.78000,2.24000,47,117,21,1.00000,0.00000,0.00000,0.00000,0.00000
6,3,18,0.50000,0.55600,0.55600,10.00000,10,10,1,0.95233,0.01800,0.00000,0.01367,0.01600
7,20,140,2.85700,0.49300,0.97900,1.82000,69,137,38,1.00000,0.00000,0.00000,0.00000,0.00000
6,8,48,1.33300,0.60400,0.89600,3.22000,29,43,9,1.00000,0.00000,0.00000,0.00000,0.00000
5,3,15,0.60000,0.60000,0.60000,9.00000,9,9,1,0.91767,0.00400,0.00000,0.01633,0.06200
9,2,18,0.22200,0.61100,0.72200,11.00000,11,13,1,0.10825,0.18225,0.00000,0.70250,0.00700
11,221,2431,20.09100,0.25000,0.54400,1.95000,607,1323,312,1.00000,0.00000,0.00000,0.00000,0.00000
7,35,245,5.00000,0.44500,0.77100,2.48000,109,189,44,1.00000,0.00000,0.00000,0.00000,0.00000
10,33,330,3.30000,0.35200,0.74500,2.07000,116,246,56,1.00000,0.00000,0.00000,0.00000,0.00000
8,7,56,0.87500,0.50000,0.78600,3.11000,28,44,9,1.00000,0.00000,0.00000,0.00000,0.00000
8,12,96,1.50000,0.53100,0.81300,2.83000,51,78,18,0.99400,0.00600,0.00000,0.00000,0.00000
8,16,128,2.00000,0.42200,0.85200,1.80000,54,109,30,1.00000,0.00000,0.00000,0.00000,0.00000
7,20,140,2.85700,0.42900,0.99300,2.00000,60,139,30,1.00000,0.00000,0.00000,0.00000,0.00000
7,4,28,0.57100,0.50000,1.00000,2.33000,14,28,6,0.99800,0.00000,0.00000,0.00000,0.00200
7,35,245,5.00000,0.49400,1.00000,2.20000,121,245,55,1.00000,0.00000,0.00000,0.00000,0.00000
9,33,297,3.66700,0.35700,0.63000,2.47000,106,187,43,1.00000,0.00000,0.00000,0.00000,0.00000
6,30,180,5.00000,0.45000,0.83300,3.12000,81,150,26,1.00000,0.00000,0.00000,0.00000,0.00000
5,26,130,5.20000,0.49200,0.78500,2.37000,64,102,27,1.00000,0.00000,0.00000,0.00000,0.00000
5,22,110,4.40000,0.53600,0.90900,2.19000,59,100,27,1.00000,0.00000,0.00000,0.00000,0.00000
6,15,90,2.50000,0.46700,0.71100,3.23000,42,64,13,1.00000,0.00000,0.00000,0.00000,0.00000
5,19,95,3.80000,0.50500,0.80000,2.18000,48,76,22,1.00000,0.00000,0.00000,0.00000,0.00000
6,37,222,6.16700,0.39200,0.75700,2.23000,87,168,39,1.00000,0.00000,0.00000,0.00000,0.00000
5,11,55,2.20000,0.60000,0.81800,2.75000,33,45,12,1.00000,0.00000,0.00000,0.00000,0.00000
5,13,65,2.60000,0.55400,0.80000,3.00000,36,52,12,1.00000,0.00000,0.00000,0.00000,0.00000
5,14,70,2.80000,0.44300,0.74300,2.21000,31,52,14,1.00000,0.00000,0.00000,0.00000,0.00000
9,25,225,2.77800,0.32900,0.50200,2.55000,74,113,29,0.99600,0.00000,0.00000,0.00000,0.00400
8,10,80,1.25000,0.35000,0.76300,1.75000,28,61,16,1.00000,0.00000,0.00000,0.00000,0.00000
11,54,594,4.90900,0.31600,0.69700,2.07000,188,414,91,1.00000,0.00000,0.00000,0.00000,0.00000
10,29,290,2.90000,0.30300,0.73100,2.10000,88,212,42,1.00000,0.00000,0.00000,0.00000,0.00000
10,16,160,1.60000,0.28800,0.74400,2.19000,46,119,21,1.00000,0.00000,0.00000,0.00000,0.00000
10,39,390,3.90000,0.34400,0.59000,2.79000,134,230,48,1.00000,0.00000,0.00000,0.00000,0.00000
8,14,112,1.75000,0.48200,0.67900,3.00000,54,76,18,1.00000,0.00000,0.00000,0.00000,0.00000
8,12,96,1.50000,0.45800,0.66700,3.67000,44,64,12,1.00000,0.00000,0.00000,0.00000,0.00000
8,35,280,4.37500,0.42500,0.84300,2.09000,119,236,57,1.00000,0.00000,0.00000,0.00000,0.00000
8,22,176,2.75000,0.29500,0.48300,2.60000,52,85,20,0.97400,0.02200,0.00000,0.00200,0.00200
8,36,288,4.50000,0.29900,0.53100,2.21000,86,153,39,1.00000,0.00000,0.00000,0.00000,0.00000
6,16,96,2.66700,0.28100,0.54200,2.45000,27,52,11,1.00000,0.00000,0.00000,0.00000,0.00000
8,31,248,3.87500,0.35100,0.83900,1.98000,87,208,44,1.00000,0.00000,0.00000,0.00000,0.00000
5,23,115,4.60000,0.50400,0.78300,2.42000,58,90,24,1.00000,0.00000,0.00000,0.00000,0.00000
8,34,272,4.25000,0.36000,0.71700,1.88000,98,195,52,1.00000,0.00000,0.00000,0.00000,0.00000
8,12,96,1.50000,0.39600,0.99000,1.90000,38,95,20,1.00000,0.00000,0.00000,0.00000,0.00000
10,28,280,2.80000,0.31100,0.95700,1.78000,87,268,49,1.00000,0.00000,0.00000,0.00000,0.00000
10,41,410,4.10000,0.35600,0.95600,2.15000,146,392,68,1.00000,0.00000,0.00000,0.00000,0.00000
8,15,120,1.87500,0.47500,1.00000,2.38000,57,120,24,1.00000,0.00000,0.00000,0.00000,0.00000
8,12,96,1.50000,0.43800,1.00000,2.10000,42,96,20,1.00000,0.00000,0.00000,0.00000,0.00000
10,9,90,0.90000,0.35600,0.93300,1.60000,32,84,20,1.00000,0.00000,0.00000,0.00000,0.00000
10,36,360,3.60000,0.36700,0.78900,2.28000,132,284,58,1.00000,0.00000,0.00000,0.00000,0.00000
6,26,156,4.33300,0.42300,0.76900,2.36000,66,120,28,1.00000,0.00000,0.00000,0.00000,0.00000
4,24,96,6.00000,0.57300,0.95800,2.04000,55,92,27,1.00000,0.00000,0.00000,0.00000,0.00000
5,30,150,6.00000,0.58700,0.96000,2.44000,88,144,36,1.00000,0.00000,0.00000,0.00000,0.00000
8,71,568,8.87500,0.28900,0.57400,1.64000,164,326,100,1.00000,0.00000,0.00000,0.00000,0.00000
10,14,140,1.40000,0.37100,0.88600,2.89000,52,124,18,1.00000,0.00000,0.00000,0.00000,0.00000
10,16,160,1.60000,0.30000,1.00000,1.85000,48,160,26,1.00000,0.00000,0.00000,0.00000,0.00000
10,15,150,1.50000,0.30000,1.00000,1.88000,45,150,24,1.00000,0.00000,0.00000,0.00000,0.00000
10,7,70,0.70000,0.35700,0.75700,2.78000,25,53,9,0.99800,0.00000,0.00000,0.00000,0.00200
10,51,510,5.10000,0.33700,0.77300,2.12000,172,394,81,1.00000,0.00000,0.00000,0.00000,0.00000
10,79,790,7.90000,0.24400,0.74200,1.79000,193,586,108,1.00000,0.00000,0.00000,0.00000,0.00000
11,127,1397,11.54500,0.26600,0.68600,2.23000,371,959,166,1.00000,0.00000,0.00000,0.00000,0.00000
7,20,140,2.85700,0.46400,0.90000,2.71000,65,126,24,1.00000,0.00000,0.00000,0.00000,0.00000
9,18,162,2.00000,0.32100,0.65400,2.26000,52,106,23,0.99600,0.00400,0.00000,0.00000,0.00000
8,19,152,2.37500,0.43400,0.66400,3.00000,66,101,22,0.99800,0.00000,0.00000,0.00000,0.00200
10,16,160,1.60000,0.33800,0.88800,2.08000,54,142,26,1.00000,0.00000,0.00000,0.00000,0.00000
8,14,112,1.75000,0.43800,0.76800,2.23000,49,86,22,1.00000,0.00000,0.00000,0.00000,0.00000
10,76,760,7.60000,0.32200,0.68900,1.99000,245,524,123,1.00000,0.00000,0.00000,0.00000,0.00000
8,9,72,1.12500,0.37500,0.73600,2.45000,27,53,11,1.00000,0.00000,0.00000,0.00000,0.00000
8,21,168,2.62500,0.43500,0.91700,2.35000,73,154,31,1.00000,0.00000,0.00000,0.00000,0.00000
7,7,49,1.00000,0.34700,0.63300,2.83000,17,31,6,1.00000,0.00000,0.00000,0.00000,0.00000
7,25,175,3.57100,0.35400,0.60600,2.14000,62,106,29,1.00000,0.00000,0.00000,0.00000,0.00000
9,53,477,5.88900,0.33500,0.60200,2.42000,160,287,66,1.00000,0.00000,0.00000,0.00000,0.00000
5,5,25,1.00000,0.52000,1.00000,2.17000,13,25,6,0.99600,0.00200,0.00000,0.00000,0.00200
11,19,209,1.72700,0.30600,0.78900,2.46000,64,165,26,1.00000,0.00000,0.00000,0.00000,0.00000
8,59,472,7.37500,0.30700,0.77500,1.84000,145,366,79,1.00000,0.00000,0.00000,0.00000,0.00000
8,5,40,0.62500,0.37500,0.95000,2.14000,15,38,7,1.00000,0.00000,0.00000,0.00000,0.00000
8,6,48,0.75000,0.33300,0.97900,1.78000,16,47,9,1.00000,0.00000,0.00000,0.00000,0.00000
8,8,64,1.00000,0.46900,0.84400,2.73000,30,54,11,1.00000,0.00000,0.00000,0.00000,0.00000
10,41,410,4.10000,0.30200,0.69000,2.07000,124,283,60,1.00000,0.00000,0.00000,0.00000,0.00000
8,29,232,3.62500,0.40100,0.88400,2.38000,93,205,39,1.00000,0.00000,0.00000,0.00000,0.00000
8,19,152,2.37500,0.45400,1.00000,2.16000,69,152,32,1.00000,0.00000,0.00000,0.00000,0.00000
8,33,264,4.12500,0.37100,0.79500,1.92000,98,210,51,1.00000,0.00000,0.00000,0.00000,0.00000
7,6,42,0.85700,0.50000,1.00000,2.33000,21,42,9,1.00000,0.00000,0.00000,0.00000,0.00000
8,92,736,11.50000,0.35900,0.91300,1.75000,264,672,151,1.00000,0.00000,0.00000,0.00000,0.00000
5,10,50,2.00000,0.56000,0.96000,2.33000,28,48,12,1.00000,0.00000,0.00000,0.00000,0.00000
10,228,2280,22.80000,0.26000,0.61000,1.87000,592,1390,316,1.00000,0.00000,0.00000,0.00000,0.00000
10,18,180,1.80000,0.31100,0.70600,1.93000,56,127,29,1.00000,0.00000,0.00000,0.00000,0.00000
10,12,120,1.20000,0.33300,0.95800,1.82000,40,115,22,1.00000,0.00000,0.00000,0.00000,0.00000
10,18,180,1.80000,0.29400,0.88300,1.96000,53,159,27,1.00000,0.00000,0.00000,0.00000,0.00000
10,23,230,2.30000,0.34800,0.89100,2.22000,80,205,36,1.00000,0.00000,0.00000,0.00000,0.00000
8,24,192,3.00000,0.31800,0.97400,1.56000,61,187,39,1.00000,0.00000,0.00000,0.00000,0.00000
10,66,660,6.60000,0.27000,0.63800,1.87000,178,421,95,1.00000,0.00000,0.00000,0.00000,0.00000
7,62,434,8.85700,0.39200,0.87100,1.87000,170,378,91,1.00000,0.00000,0.00000,0.00000,0.00000
8,14,112,1.75000,0.39300,0.70500,2.32000,44,79,19,0.99800,0.00200,0.00000,0.00000,0.00000
5,7,35,1.40000,0.57100,1.00000,2.50000,20,35,8,1.00000,0.00000,0.00000,0.00000,0.00000
11,262,2882,23.81800,0.25900,0.78800,1.94000,747,2271,386,1.00000,0.00000,0.00000,0.00000,0.00000
8,15,120,1.87500,0.45800,0.90800,2.50000,55,109,22,1.00000,0.00000,0.00000,0.00000,0.00000
10,25,250,2.50000,0.34000,0.81600,1.89000,85,204,45,1.00000,0.00000,0.00000,0.00000,0.00000
8,7,56,0.87500,0.48200,0.94600,2.70000,27,53,10,1.00000,0.00000,0.00000,0.00000,0.00000
8,12,96,1.50000,0.38500,0.89600,1.68000,37,86,22,1.00000,0.00000,0.00000,0.00000,0.00000
8,13,104,1.62500,0.47100,1.00000,1.81000,49,104,27,1.00000,0.00000,0.00000,0.00000,0.00000
10,30,300,3.00000,0.35700,0.87000,2.14000,107,261,50,1.00000,0.00000,0.00000,0.00000,0.00000
10,10,100,1.00000,0.34000,0.93000,1.89000,34,93,18,1.00000,0.00000,0.00000,0.00000,0.00000
8,20,160,2.50000,0.39400,0.94400,2.25000,63,151,28,1.00000,0.00000,0.00000,0.00000,0.00000
8,16,128,2.00000,0.38300,0.74200,2.33000,49,95,21,0.99600,0.00400,0.00000,0.00000,0.00000
6,18,108,3.00000,0.49100,0.88000,2.04000,53,95,26,1.00000,0.00000,0.00000,0.00000,0.00000
6,4,24,0.66700,0.58300,1.00000,4.67000,14,24,3,0.99800,0.00200,0.00000,0.00000,0.00000
8,25,200,3.12500,0.40500,0.86500,1.84000,81,173,44,1.00000,0.00000,0.00000,0.00000,0.00000
8,24,192,3.00000,0.31800,0.68800,2.65000,61,132,23,1.00000,0.00000,0.00000,0.00000,0.00000
8,19,152,2.37500,0.39500,0.70400,1.94000,60,107,31,1.00000,0.00000,0.00000,0.00000,0.00000
8,8,64,1.00000,0.43800,0.81300,4.67000,28,52,6,0.99800,0.00000,0.00000,0.00000,0.00200
10,262,2620,26.20000,0.28800,0.74200,1.79000,754,1945,421,1.00000,0.00000,0.00000,0.00000,0.00000
8,39,312,4.87500,0.42300,0.95500,1.83000,132,298,72,1.00000,0.00000,0.00000,0.00000,0.00000
10,23,230,2.30000,0.28700,0.61700,2.20000,66,142,30,1.00000,0.00000,0.00000,0.00000,0.00000
7,27,189,3.85700,0.40200,0.74600,1.81000,76,141,42,1.00000,0.00000,0.00000,0.00000,0.00000
5,27,135,5.40000,0.60700,0.99300,2.34000,82,134,35,1.00000,0.00000,0.00000,0.00000,0.00000
7,20,140,2.85700,0.43600,0.73600,2.35000,61,103,26,1.00000,0.00000,0.00000,0.00000,0.00000
8,23,184,2.87500,0.36400,0.96700,2.03000,67,178,33,1.00000,0.00000,0.00000,0.00000,0.00000
8,20,160,2.50000,0.42500,1.00000,2.27000,68,160,30,1.00000,0.00000,0.00000,0.00000,0.00000
8,35,280,4.37500,0.35700,0.92100,1.64000,100,258,61,1.00000,0.00000,0.00000,0.00000,0.00000
10,30,300,3.00000,0.33300,0.93000,1.79000,100,279,56,1.00000,0.00000,0.00000,0.00000,0.00000
10,19,190,1.90000,0.32600,0.76800,1.59000,62,146,39,1.00000,0.00000,0.00000,0.00000,0.00000
10,46,460,4.60000,0.31700,0.68300,1.85000,146,314,79,1.00000,0.00000,0.00000,0.00000,0.00000
10,28,280,2.80000,0.33600,0.85000,1.68000,94,238,56,1.00000,0.00000,0.00000,0.00000,0.00000
8,41,328,5.12500,0.37800,0.94500,1.61000,124,310,77,1.00000,0.00000,0.00000,0.00000,0.00000
8,14,112,1.75000,0.42900,1.00000,2.40000,48,112,20,1.00000,0.00000,0.00000,0.00000,0.00000
10,33,330,3.30000,0.34500,0.77900,1.90000,114,257,60,1.00000,0.00000,0.00000,0.00000,0.00000
8,40,320,5.00000,0.37200,0.91900,1.75000,119,294,68,1.00000,0.00000,0.00000,0.00000,0.00000
10,45,450,4.50000,0.29600,0.55800,2.25000,133,251,59,1.00000,0.00000,0.00000,0.00000,0.00000
6,18,108,3.00000,0.44400,0.99100,1.71000,48,107,28,1.00000,0.00000,0.00000,0.00000,0.00000
6,14,84,2.33300,0.53600,1.00000,2.05000,45,84,22,1.00000,0.00000,0.00000,0.00000,0.00000
5,4,20,0.80000,0.70000,1.00000,2.33000,14,20,6,0.99600,0.00400,0.00000,0.00000,0.00000
9,14,126,1.55600,0.33300,0.89700,2.47000,42,113,17,1.00000,0.00000,0.00000,0.00000,0.00000
8,60,480,7.50000,0.33500,0.91500,1.85000,161,439,87,1.00000,0.00000,0.00000,0.00000,0.00000
8,5,40,0.62500,0.40000,1.00000,2.67000,16,40,6,1.00000,0.00000,0.00000,0.00000,0.00000
10,41,410,4.10000,0.27800,0.63200,1.93000,114,259,59,1.00000,0.00000,0.00000,0.00000,0.00000
8,14,112,1.75000,0.50900,0.76800,3.00000,57,86,19,1.00000,0.00000,0.00000,0.00000,0.00000
8,23,184,2.87500,0.45100,0.83200,2.08000,83,153,40,1.00000,0.00000,0.00000,0.00000,0.00000
8,9,72,1.12500,0.36100,0.90300,1.63000,26,65,16,1.00000,0.00000,0.00000,0.00000,0.00000
8,12,96,1.50000,0.38500,0.94800,1.48000,37,91,25,1.00000,0.00000,0.00000,0.00000,0.00000
8,20,160,2.50000,0.36300,0.93100,1.93000,58,149,30,1.00000,0.00000,0.00000,0.00000,0.00000
8,16,128,2.00000,0.35900,0.78100,2.00000,46,100,23,1.00000,0.00000,0.00000,0.00000,0.00000
8,12,96,1.50000,0.39600,0.96900,1.65000,38,93,23,1.00000,0.00000,0.00000,0.00000,0.00000
8,14,112,1.75000,0.38400,0.79500,1.72000,43,89,25,1.00000,0.00000,0.00000,0.00000,0.00000
8,33,264,4.12500,0.34500,0.88600,1.57000,91,234,58,1.00000,0.00000,0.00000,0.00000,0.00000
10,46,460,4.60000,0.30000,0.60400,2.09000,138,278,66,1.00000,0.00000,0.00000,0.00000,0.00000
6,4,24,0.66700,0.66700,1.00000,4.00000,16,24,4,0.99200,0.00400,0.00000,0.00000,0.00400
8,49,392,6.12500,0.41300,0.76000,1.93000,162,298,84,1.00000,0.00000,0.00000,0.00000,0.00000
8,34,272,4.25000,0.35700,0.75000,1.87000,97,204,52,1.00000,0.00000,0.00000,0.00000,0.00000
5,14,70,2.80000,0.58600,0.94300,2.28000,41,66,18,1.00000,0.00000,0.00000,0.00000,0.00000
11,261,2871,23.72700,0.24300,0.52400,1.93000,698,1505,361,1.00000,0.00000,0.00000,0.00000,0.00000
10,262,2620,26.20000,0.27400,0.75700,1.80000,719,1984,399,1.00000,0.00000,0.00000,0.00000,0.00000
10,260,2600,26.00000,0.28200,0.73700,1.78000,732,1916,412,1.00000,0.00000,0.00000,0.00000,0.00000
10,262,2620,26.20000,0.29000,0.82600,1.76000,761,2163,432,1.00000,0.00000,0.00000,0.00000,0.00000
8,11,88,1.37500,0.47700,0.96600,2.00000,42,85,21,1.00000,0.00000,0.00000,0.00000,0.00000
8,37,296,4.62500,0.33400,0.83100,1.87000,99,246,53,1.00000,0.00000,0.00000,0.00000,0.00000
