A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,L1,L2,L3,L4,L5,L6
-0.47692,-0.47273,-0.28736,-0.25620,-0.47692,-0.34545,-0.20000,-0.23438,-0.40625,-0.14563,-0.20000,-0.23438,-0.13846,-0.09091,-0.01053,-0.13600,0.09375,0.24272,0.15789,-0.10938,0.23077,0.47573,0.26316,-0.04688,0.66154,0.69231,0.64444,0.08800,0.66154,0.80583,0.55789,0.17188,0.32308,0.80583,0.55789,0.12500,2,2,1,2,2,2
-0.47692,-0.34545,-0.19540,-0.25620,-0.38462,-0.20000,-0.20000,-0.23438,-0.28125,0.16505,-0.11579,-0.23438,0.10769,0.16364,0.15789,-0.08800,0.21875,0.47573,0.26316,-0.04688,-0.01538,0.47573,0.26316,-0.10938,0.66154,0.78846,0.64444,0.20000,0.32308,0.80583,0.55789,0.12500,-0.04615,0.63107,0.45263,0.01562,2,2,1,2,2,2
-0.26154,0.09091,-0.10345,-0.25620,-0.26154,0.09091,-0.03158,-0.29688,-0.28125,0.24272,0.05263,-0.23438,-0.01538,0.38182,0.26316,-0.08800,-0.15625,0.39806,0.07368,-0.15625,0.10769,0.39806,0.07368,-0.21875,-0.04615,0.61538,0.53333,0.04000,-0.13846,0.53398,0.34737,-0.04688,-0.26154,0.26214,0.15789,-0.20312,1,2,2,2,2,2
-0.26154,0.09091,-0.01149,-0.32231,-0.26154,0.16364,0.05263,-0.23438,-0.18750,0.49515,0.22105,-0.06250,-0.13846,0.30909,0.07368,-0.13600,0.09375,0.39806,0.07368,-0.21875,-0.13846,0.39806,0.26316,-0.10938,-0.13846,0.51923,0.42222,-0.02400,-0.26154,0.26214,0.15789,-0.20312,-0.26154,0.18447,0.15789,-0.15625,1,2,2,2,2,2
-0.16923,0.40000,0.26437,-0.07438,-0.04615,0.56364,0.51579,0.04688,-0.06250,0.66990,0.51579,0.04688,-0.13846,0.30909,0.26316,-0.08800,-0.03125,0.65049,0.45263,0.07812,-0.01538,0.57282,0.45263,0.07812,-0.26154,0.17308,0.22222,-0.13600,-0.13846,0.35922,0.26316,-0.09375,-0.13846,0.63107,0.34737,0.01562,1,2,2,2,2,2
-0.04615,0.56364,0.58621,0.04132,-0.04615,0.56364,0.51579,0.04688,-0.06250,0.76699,0.41053,0.10938,-0.01538,0.54545,0.45263,0.10400,-0.03125,0.57282,0.45263,0.07812,-0.13846,0.57282,0.45263,0.07812,-0.13846,0.34615,0.33333,-0.07200,-0.13846,0.63107,0.34737,0.01562,-0.13846,0.53398,0.45263,0.06250,1,2,2,2,2,2
-0.04615,0.56364,0.58621,0.04132,-0.04615,0.65455,0.41053,0.10938,-0.18750,0.66990,0.51579,0.10938,-0.01538,0.47273,0.45263,0.10400,-0.15625,0.57282,0.45263,0.07812,-0.26154,0.65049,0.34737,0.07812,-0.13846,0.61538,0.42222,0.04000,-0.13846,0.53398,0.45263,0.06250,-0.13846,0.53398,0.34737,0.01562,1,2,2,2,2,2
-0.04615,0.65455,0.47126,0.10744,-0.16923,0.56364,0.51579,0.10938,-0.18750,0.59223,0.51579,0.04688,-0.13846,0.47273,0.45263,0.10400,-0.28125,0.65049,0.34737,0.07812,-0.26154,0.57282,0.45263,0.07812,-0.13846,0.51923,0.53333,0.08800,-0.13846,0.53398,0.34737,0.01562,-0.13846,0.63107,0.55789,0.01562,1,2,2,2,2,2
-0.16923,0.56364,0.58621,0.10744,-0.16923,0.49091,0.51579,0.04688,-0.28125,0.66990,0.51579,0.04688,-0.26154,0.54545,0.34737,0.10400,-0.28125,0.57282,0.45263,0.07812,-0.26154,0.65049,0.45263,0.01562,-0.13846,0.51923,0.42222,0.04000,-0.13846,0.63107,0.55789,0.01562,-0.26154,0.53398,0.34737,0.01562,1,2,2,2,2,2
-0.26154,0.49091,0.47126,0.10744,-0.26154,0.40000,0.41053,0.04688,-0.28125,0.59223,0.30526,-0.01562,-0.26154,0.38182,0.45263,-0.02400,-0.28125,0.47573,0.45263,0.01562,-0.13846,0.47573,0.45263,0.01562,-0.26154,0.44231,0.53333,0.04000,-0.26154,0.45631,0.34737,0.01562,-0.13846,0.53398,0.34737,0.06250,1,2,2,2,2,2
-0.16923,0.56364,0.70115,0.15702,-0.16923,0.56364,0.51579,0.15625,-0.18750,0.59223,0.41053,0.04688,-0.13846,0.47273,0.55789,0.10400,-0.28125,0.57282,0.55789,0.07812,-0.13846,0.57282,0.45263,0.07812,-0.26154,0.51923,0.53333,0.08800,-0.26154,0.63107,0.55789,0.06250,-0.26154,0.63107,0.45263,0.12500,1,2,2,2,2,2
-0.16923,0.49091,0.58621,0.04132,-0.16923,0.40000,0.51579,0.04688,-0.18750,0.66990,0.41053,0.10938,-0.26154,0.47273,0.45263,0.10400,-0.28125,0.57282,0.45263,0.07812,-0.13846,0.65049,0.55789,0.12500,-0.26154,0.51923,0.53333,0.15200,-0.26154,0.63107,0.45263,0.06250,-0.26154,0.63107,0.55789,0.17188,1,2,2,2,2,2
-0.16923,0.40000,0.58621,0.04132,-0.16923,0.56364,0.41053,0.10938,-0.06250,0.66990,0.51579,0.15625,-0.26154,0.47273,0.45263,0.10400,-0.15625,0.65049,0.55789,0.12500,-0.13846,0.65049,0.68421,0.07812,-0.26154,0.61538,0.53333,0.08800,-0.26154,0.63107,0.55789,0.17188,-0.26154,0.63107,0.45263,0.06250,1,2,2,2,2,2
-0.16923,0.56364,0.47126,0.10744,-0.04615,0.56364,0.51579,0.15625,-0.06250,0.66990,0.51579,0.15625,-0.13846,0.54545,0.55789,0.15200,-0.15625,0.65049,0.68421,0.07812,-0.26154,0.65049,0.55789,0.07812,-0.26154,0.61538,0.64444,0.20000,-0.26154,0.63107,0.45263,0.06250,-0.13846,0.63107,0.55789,0.06250,1,2,2,2,2,2
-0.04615,0.56364,0.58621,0.15702,-0.04615,0.56364,0.51579,0.15625,-0.18750,0.59223,0.51579,0.04688,-0.13846,0.54545,0.68421,0.10400,-0.28125,0.65049,0.55789,0.07812,-0.13846,0.57282,0.45263,0.07812,-0.26154,0.61538,0.53333,0.08800,-0.13846,0.63107,0.55789,0.06250,-0.13846,0.53398,0.55789,0.01562,1,2,2,2,2,2
-0.04615,0.56364,0.58621,0.15702,-0.16923,0.49091,0.51579,0.04688,-0.28125,0.33981,0.13684,-0.06250,-0.26154,0.54545,0.55789,0.10400,-0.15625,0.57282,0.45263,0.07812,-0.26154,0.39806,0.26316,0.01562,-0.13846,0.61538,0.64444,0.08800,-0.13846,0.53398,0.55789,0.01562,-0.13846,0.63107,0.34737,0.12500,1,2,2,2,2,2
-0.16923,0.49091,0.58621,0.04132,-0.26154,0.25455,0.13684,-0.06250,-0.28125,0.08738,-0.20000,-0.23438,-0.13846,0.47273,0.45263,0.10400,-0.28125,0.39806,0.26316,0.01562,-0.26154,0.18447,0.07368,-0.21875,-0.13846,0.51923,0.64444,0.04000,-0.13846,0.63107,0.34737,0.12500,-0.13846,0.53398,0.34737,-0.04688,1,2,2,2,2,2
-0.26154,-0.27273,-0.70115,-0.63636,-0.26154,-0.27273,-0.51579,-0.59375,-0.28125,-0.22330,-0.60000,-0.53125,-0.38462,-0.29091,-0.68421,-0.50400,-0.15625,-0.16505,-0.47368,-0.51562,-0.13846,-0.24272,-0.53684,-0.56250,-0.35385,-0.15385,-0.46667,-0.53600,-0.26154,-0.14563,-0.49474,-0.54688,-0.13846,-0.14563,-0.49474,-0.48438,2,2,2,2,2,1
0.10769,0.10909,-0.14943,-0.35537,0.10769,0.16364,-0.01053,-0.32812,0.21875,0.18447,-0.01053,-0.32812,0.07692,0.10909,-0.09474,-0.29600,0.18750,0.18447,-0.01053,-0.37500,0.20000,0.26214,-0.01053,-0.31250,0.01538,0.19231,-0.02222,-0.31200,0.13846,0.20388,-0.07368,-0.32812,0.26154,0.30097,-0.07368,-0.32812,2,2,2,1,2,2
0.23077,0.10909,0.01149,-0.35537,0.23077,0.10909,-0.09474,-0.32812,0.09375,0.24272,-0.01053,-0.32812,0.20000,0.18182,-0.01053,-0.29600,0.18750,0.26214,-0.09474,-0.31250,0.32308,0.18447,-0.01053,-0.37500,0.26154,0.28846,-0.02222,-0.31200,0.26154,0.30097,-0.07368,-0.26562,0.26154,0.30097,-0.07368,-0.32812,2,2,2,1,2,2
0.23077,0.10909,-0.08046,-0.35537,0.10769,0.16364,-0.01053,-0.32812,0.09375,0.18447,-0.15789,-0.32812,0.20000,0.18182,-0.09474,-0.29600,0.31250,0.18447,-0.01053,-0.37500,0.07692,0.18447,-0.09474,-0.31250,0.26154,0.28846,-0.02222,-0.24800,0.26154,0.30097,-0.07368,-0.32812,0.26154,0.20388,-0.07368,-0.32812,2,2,2,1,2,2
0.10769,0.16364,0.01149,-0.35537,0.10769,0.10909,-0.15789,-0.32812,0.21875,0.18447,-0.09474,-0.39062,0.32308,0.10909,-0.01053,-0.36000,0.06250,0.18447,-0.09474,-0.31250,0.07692,0.10680,-0.01053,-0.37500,0.26154,0.28846,-0.02222,-0.31200,0.26154,0.20388,-0.07368,-0.32812,0.13846,0.12621,-0.24211,-0.39062,2,2,2,1,2,2
0.23077,0.10909,-0.14943,-0.35537,0.23077,0.10909,-0.09474,-0.32812,-0.03125,0.10680,-0.24211,-0.39062,0.20000,0.10909,-0.17895,-0.36000,0.18750,0.18447,-0.17895,-0.31250,0.20000,0.18447,-0.09474,-0.31250,0.26154,0.11538,-0.20000,-0.37600,0.13846,0.12621,-0.15789,-0.39062,0.26154,0.20388,-0.07368,-0.32812,2,2,2,1,2,2
0.23077,0.10909,-0.08046,-0.35537,-0.01538,0.03636,-0.24211,-0.39062,-0.15625,0.04854,-0.24211,-0.45312,0.20000,0.10909,-0.17895,-0.29600,0.18750,0.18447,-0.09474,-0.31250,-0.04615,0.00971,-0.09474,-0.43750,0.13846,0.11538,-0.11111,-0.37600,0.26154,0.20388,-0.07368,-0.32812,0.13846,0.12621,-0.07368,-0.39062,2,2,2,1,2,2
-0.13846,-0.01818,-0.24138,-0.48760,-0.13846,-0.01818,-0.32632,-0.45312,-0.15625,-0.02913,-0.24211,-0.45312,-0.04615,-0.05455,-0.26316,-0.47200,-0.15625,0.10680,-0.26316,-0.48438,-0.13846,0.00971,-0.32632,-0.43750,-0.10769,-0.03846,-0.28889,-0.42400,-0.10769,-0.02913,-0.24211,-0.43750,0.01538,0.04854,-0.24211,-0.39062,2,2,2,2,2,1
-0.13846,-0.01818,-0.33333,-0.48760,-0.13846,0.03636,-0.32632,-0.39062,0.09375,0.24272,-0.01053,-0.21875,-0.13846,0.03636,-0.17895,-0.42400,-0.15625,-0.06796,-0.32632,-0.48438,-0.04615,0.10680,-0.26316,-0.37500,0.01538,0.03846,-0.20000,-0.42400,-0.10769,-0.02913,-0.32632,-0.43750,-0.23077,-0.10680,-0.41053,-0.56250,2,2,2,2,2,1
-0.13846,0.03636,-0.33333,-0.42149,0.10769,0.16364,-0.01053,-0.21875,0.21875,0.32039,0.07368,-0.21875,-0.13846,-0.12727,-0.32632,-0.47200,-0.06250,0.10680,-0.26316,-0.37500,0.20000,0.18447,-0.09474,-0.26562,-0.10769,-0.03846,-0.28889,-0.42400,-0.23077,-0.10680,-0.41053,-0.56250,-0.10769,0.04854,-0.41053,-0.39062,3,3,3,1,3,2
0.10769,0.16364,0.01149,-0.23967,0.23077,0.23636,0.07368,-0.21875,0.09375,0.18447,-0.01053,-0.21875,-0.04615,0.03636,-0.26316,-0.36000,0.18750,0.18447,-0.09474,-0.26562,0.07692,0.00971,-0.17895,-0.31250,-0.23077,-0.11538,-0.37778,-0.55200,-0.10769,0.04854,-0.41053,-0.39062,0.01538,0.04854,-0.15789,-0.26562,3,3,3,1,3,2
0.23077,0.23636,0.10345,-0.23967,0.10769,0.10909,-0.01053,-0.21875,0.09375,0.04854,-0.24211,-0.28125,0.20000,0.10909,-0.09474,-0.24800,0.06250,0.00971,-0.17895,-0.31250,-0.13846,-0.06796,-0.17895,-0.31250,-0.10769,0.03846,-0.37778,-0.37600,0.01538,0.04854,-0.15789,-0.26562,-0.10769,-0.02913,-0.24211,-0.39062,2,2,2,2,2,1
0.10769,-0.01818,-0.24138,-0.30579,-0.26154,-0.29091,-0.38947,-0.39062,-0.28125,-0.41748,-0.47368,-0.39062,-0.13846,-0.12727,-0.17895,-0.29600,-0.37500,-0.22330,-0.41053,-0.48438,-0.56923,-0.57282,-0.41053,-0.54688,-0.10769,-0.03846,-0.20000,-0.37600,-0.35385,-0.32039,-0.49474,-0.56250,-0.56923,-0.57282,-0.49474,-0.56250,2,2,2,2,1,2
-0.26154,-0.29091,-0.40230,-0.42149,-0.26154,-0.45455,-0.47368,-0.39062,-0.15625,-0.10680,-0.32632,-0.32812,-0.35385,-0.27273,-0.41053,-0.47200,-0.59375,-0.57282,-0.41053,-0.54688,-0.35385,-0.35922,-0.41053,-0.43750,-0.35385,-0.32692,-0.46667,-0.55200,-0.56923,-0.57282,-0.49474,-0.56250,-0.23077,-0.18447,-0.24211,-0.32812,2,2,2,2,1,2
-0.26154,-0.45455,-0.49425,-0.42149,-0.13846,-0.16364,-0.32632,-0.32812,-0.03125,0.10680,-0.24211,-0.28125,-0.56923,-0.60000,-0.41053,-0.53600,-0.37500,-0.35922,-0.41053,-0.43750,-0.13846,-0.06796,-0.26316,-0.31250,-0.56923,-0.57692,-0.46667,-0.55200,-0.23077,-0.18447,-0.24211,-0.32812,0.13846,0.12621,-0.07368,-0.26562,2,2,2,2,1,2
-0.01538,0.03636,-0.24138,-0.30579,0.10769,-0.01818,-0.15789,-0.39062,0.09375,0.04854,-0.09474,-0.39062,-0.13846,-0.12727,-0.26316,-0.29600,-0.06250,0.00971,-0.26316,-0.31250,-0.04615,0.00971,-0.26316,-0.43750,0.13846,0.11538,-0.02222,-0.24800,0.01538,0.20388,-0.07368,-0.32812,0.13846,0.12621,-0.24211,-0.39062,2,2,2,2,2,1
0.10769,0.03636,-0.14943,-0.35537,0.10769,0.03636,-0.15789,-0.28125,0.21875,0.32039,0.15789,-0.15625,-0.04615,-0.05455,-0.26316,-0.36000,-0.06250,0.10680,-0.17895,-0.37500,0.20000,0.26214,-0.01053,-0.20312,0.01538,0.11538,-0.20000,-0.31200,0.01538,0.30097,0.01053,-0.26562,0.26154,0.37864,0.17895,-0.15625,2,2,2,2,2,1
0.10769,0.03636,-0.14943,-0.30579,0.23077,0.23636,0.15789,-0.15625,0.34375,0.47573,0.26316,-0.10938,-0.04615,0.03636,-0.17895,-0.36000,0.18750,0.26214,-0.01053,-0.20312,0.32308,0.53398,0.34737,-0.09375,0.01538,0.28846,0.06667,-0.24800,0.26154,0.37864,0.17895,-0.15625,0.26154,0.45631,0.28421,-0.09375,2,2,2,2,2,1
0.23077,0.23636,0.19540,-0.17355,0.35385,0.38182,0.26316,-0.10938,0.34375,0.39806,0.26316,-0.10938,0.20000,0.18182,-0.01053,-0.18400,0.31250,0.53398,0.34737,-0.09375,0.41538,0.63107,0.34737,-0.04688,0.26154,0.36538,0.24444,-0.13600,0.26154,0.45631,0.28421,-0.09375,0.26154,0.53398,0.36842,0.01562,2,2,1,2,2,2
0.35385,0.30909,0.31034,-0.12397,0.23077,0.23636,0.15789,-0.10938,0.21875,0.32039,0.15789,-0.15625,0.41538,0.52727,0.34737,-0.02400,0.40625,0.53398,0.34737,0.01562,0.32308,0.45631,0.34737,-0.04688,0.26154,0.51923,0.44444,0.04000,0.38462,0.63107,0.36842,0.01562,0.38462,0.53398,0.36842,-0.03125,2,2,1,2,2,2
0.23077,0.23636,0.19540,-0.12397,0.23077,0.23636,0.15789,-0.15625,0.09375,0.10680,-0.15789,-0.39062,0.41538,0.43636,0.34737,0.04000,0.31250,0.45631,0.34737,-0.04688,0.07692,0.26214,-0.01053,-0.20312,0.38462,0.61538,0.44444,0.04000,0.38462,0.53398,0.36842,-0.03125,0.38462,0.45631,0.28421,-0.09375,2,2,1,2,2,2
0.23077,0.23636,0.19540,-0.17355,0.10769,0.03636,-0.15789,-0.39062,-0.28125,-0.24272,-0.62105,-0.68750,0.32308,0.36364,0.34737,-0.02400,0.06250,0.26214,-0.01053,-0.20312,-0.04615,0.00971,-0.32632,-0.43750,0.38462,0.51923,0.44444,-0.00800,0.38462,0.45631,0.28421,-0.09375,0.26154,0.30097,0.09474,-0.15625,2,2,1,2,2,2
-0.26154,-0.29091,-0.65517,-0.73554,-0.47692,-0.50909,-0.68421,-0.68750,-0.50000,-0.47573,-0.62105,-0.62500,-0.04615,-0.05455,-0.32632,-0.42400,-0.37500,-0.30097,-0.49474,-0.59375,-0.44615,-0.35922,-0.57895,-0.59375,0.26154,0.28846,0.15556,-0.13600,0.13846,0.20388,-0.15789,-0.39062,-0.23077,-0.10680,-0.55789,-0.60938,2,2,2,2,1,2
-0.47692,-0.45455,-0.56322,-0.60331,-0.47692,-0.45455,-0.47368,-0.56250,-0.50000,-0.47573,-0.53684,-0.56250,-0.35385,-0.20000,-0.26316,-0.36000,-0.37500,-0.30097,-0.32632,-0.37500,-0.35385,-0.43689,-0.41053,-0.37500,-0.35385,-0.19231,-0.20000,-0.24800,-0.35385,-0.24272,0.01053,-0.15625,-0.23077,-0.18447,0.01053,-0.09375,2,2,2,2,1,2
-0.47692,-0.50909,-0.56322,-0.60331,-0.38462,-0.50909,-0.38947,-0.51562,-0.50000,-0.47573,-0.38947,-0.45312,-0.35385,-0.47273,-0.41053,-0.36000,-0.37500,-0.35922,-0.09474,-0.20312,-0.26154,-0.30097,-0.01053,-0.04688,-0.23077,-0.19231,0.06667,-0.07200,0.01538,0.04854,0.09474,-0.09375,0.26154,0.30097,0.28421,-0.03125,2,2,2,2,1,2
-0.38462,-0.50909,-0.40230,-0.55372,-0.47692,-0.50909,-0.38947,-0.45312,-0.40625,-0.41748,-0.32632,-0.39062,-0.35385,-0.40000,-0.09474,-0.18400,-0.28125,-0.30097,-0.01053,-0.04688,-0.13846,-0.06796,0.07368,-0.09375,0.01538,0.03846,0.15556,-0.07200,0.26154,0.30097,0.28421,-0.03125,0.38462,0.53398,0.28421,-0.03125,2,2,2,2,1,2
-0.47692,-0.50909,-0.40230,-0.48760,-0.38462,-0.45455,-0.32632,-0.39062,-0.40625,-0.35922,-0.24211,-0.28125,-0.26154,-0.34545,-0.01053,-0.02400,-0.15625,-0.06796,0.07368,-0.09375,-0.04615,0.10680,0.07368,-0.09375,0.26154,0.28846,0.35556,-0.00800,0.38462,0.53398,0.28421,-0.03125,0.63077,0.70874,0.47368,0.14062,2,2,2,2,1,2
-0.38462,-0.45455,-0.33333,-0.42149,-0.38462,-0.40000,-0.24211,-0.28125,-0.40625,-0.35922,-0.09474,-0.21875,-0.13846,-0.12727,0.07368,-0.07200,-0.06250,0.10680,0.07368,-0.09375,0.32308,0.26214,0.15789,-0.04688,0.38462,0.51923,0.35556,-0.00800,0.63077,0.70874,0.47368,0.14062,0.78462,0.70874,0.57895,0.14062,2,2,2,2,1,2
-0.38462,-0.40000,-0.08046,-0.23967,-0.26154,-0.21818,-0.01053,-0.15625,-0.15625,-0.02913,-0.01053,-0.15625,0.32308,0.18182,0.15789,-0.02400,0.53125,0.53398,0.34737,0.01562,0.66154,0.70874,0.55789,0.06250,0.78462,0.69231,0.66667,0.16800,0.63077,0.53398,0.36842,-0.03125,0.26154,0.53398,0.17895,-0.03125,2,2,1,2,2,2
-0.13846,-0.09091,0.01149,-0.17355,0.10769,0.16364,0.15789,-0.10938,0.21875,0.47573,0.26316,-0.04688,0.66154,0.60000,0.55789,0.08800,0.65625,0.80583,0.55789,0.17188,0.32308,0.80583,0.55789,0.12500,0.26154,0.51923,0.24444,-0.00800,0.26154,0.63107,0.47368,0.07812,0.13846,0.63107,0.36842,0.01562,1,3,2,3,3,3
0.10769,0.16364,0.19540,-0.12397,0.23077,0.38182,0.26316,-0.04688,-0.03125,0.47573,0.26316,-0.10938,0.66154,0.69091,0.55789,0.20000,0.31250,0.80583,0.55789,0.12500,-0.04615,0.63107,0.45263,0.01562,0.26154,0.61538,0.55556,0.10400,0.13846,0.63107,0.36842,0.01562,-0.10769,0.53398,0.36842,-0.03125,1,2,2,2,2,2
-0.01538,0.38182,0.31034,-0.12397,-0.13846,0.30909,0.07368,-0.15625,0.09375,0.39806,0.07368,-0.21875,-0.04615,0.52727,0.45263,0.04000,-0.15625,0.53398,0.34737,-0.04688,-0.26154,0.26214,0.15789,-0.20312,-0.10769,0.51923,0.44444,-0.00800,-0.10769,0.45631,0.36842,-0.03125,-0.23077,0.20388,0.09474,-0.21875,1,2,2,2,2,2
0.10769,0.30909,0.10345,-0.23967,-0.13846,0.30909,0.26316,-0.10938,-0.03125,0.65049,0.45263,0.07812,-0.26154,0.18182,0.15789,-0.18400,-0.28125,0.18447,0.15789,-0.15625,-0.13846,0.35922,0.26316,-0.09375,-0.23077,0.19231,0.15556,-0.20000,-0.35385,0.12621,-0.07368,-0.21875,-0.23077,0.20388,0.01053,-0.15625,1,2,2,2,2,2
-0.13846,0.30909,0.31034,-0.12397,-0.01538,0.54545,0.45263,0.07812,-0.03125,0.57282,0.45263,0.07812,-0.26154,0.10909,0.15789,-0.13600,-0.15625,0.35922,0.26316,-0.09375,-0.13846,0.63107,0.34737,0.01562,-0.35385,0.11538,-0.02222,-0.20000,-0.23077,0.20388,0.01053,-0.15625,-0.23077,0.37864,0.17895,-0.03125,1,2,2,2,2,2
-0.01538,0.54545,0.51724,0.07438,-0.01538,0.47273,0.45263,0.07812,-0.15625,0.57282,0.45263,0.07812,-0.13846,0.27273,0.26316,-0.07200,-0.15625,0.63107,0.34737,0.01562,-0.13846,0.53398,0.45263,0.06250,-0.23077,0.19231,0.06667,-0.13600,-0.23077,0.37864,0.17895,-0.03125,-0.23077,0.53398,0.36842,0.01562,1,2,2,2,2,2
-0.13846,0.47273,0.51724,0.07438,-0.26154,0.54545,0.34737,0.07812,-0.28125,0.57282,0.45263,0.07812,-0.13846,0.43636,0.45263,0.08800,-0.15625,0.53398,0.34737,0.01562,-0.13846,0.63107,0.55789,0.01562,-0.23077,0.51923,0.44444,0.04000,-0.23077,0.53398,0.36842,0.01562,-0.23077,0.53398,0.36842,0.07812,1,2,2,2,2,2
-0.26154,0.54545,0.51724,0.00826,-0.26154,0.47273,0.34737,0.01562,-0.28125,0.47573,0.34737,0.01562,-0.26154,0.43636,0.34737,0.04000,-0.28125,0.45631,0.34737,-0.04688,-0.26154,0.45631,0.45263,0.01562,-0.23077,0.51923,0.55556,0.04000,-0.23077,0.45631,0.36842,0.01562,-0.23077,0.45631,0.36842,0.01562,1,2,2,2,2,2
-0.26154,0.47273,0.40230,0.00826,-0.26154,0.38182,0.34737,0.01562,-0.28125,0.47573,0.45263,-0.04688,-0.26154,0.36364,0.34737,-0.02400,-0.28125,0.45631,0.45263,0.01562,-0.26154,0.45631,0.45263,0.01562,-0.23077,0.44231,0.44444,0.04000,-0.23077,0.45631,0.36842,0.01562,-0.23077,0.53398,0.47368,0.01562,1,2,2,2,2,2
-0.26154,0.38182,0.51724,0.00826,-0.13846,0.38182,0.45263,0.01562,-0.28125,0.47573,0.34737,0.01562,-0.26154,0.36364,0.34737,0.04000,-0.15625,0.53398,0.34737,0.06250,-0.26154,0.45631,0.34737,-0.04688,-0.10769,0.51923,0.44444,0.04000,-0.23077,0.45631,0.36842,0.01562,-0.23077,0.45631,0.36842,0.01562,1,2,2,2,2,2
-0.13846,0.38182,0.51724,0.00826,-0.26154,0.38182,0.34737,0.01562,-0.15625,0.57282,0.45263,0.07812,-0.13846,0.43636,0.34737,0.08800,-0.28125,0.45631,0.34737,-0.04688,-0.26154,0.53398,0.45263,0.01562,-0.23077,0.44231,0.44444,0.04000,-0.23077,0.45631,0.36842,0.01562,-0.23077,0.53398,0.47368,0.01562,1,2,2,2,2,2
-0.13846,0.47273,0.51724,0.07438,-0.26154,0.47273,0.45263,0.07812,-0.28125,0.57282,0.45263,0.07812,-0.26154,0.52727,0.45263,0.15200,-0.28125,0.53398,0.45263,0.12500,-0.26154,0.63107,0.45263,0.06250,-0.10769,0.51923,0.55556,0.10400,-0.23077,0.63107,0.57895,0.07812,-0.23077,0.45631,0.36842,0.07812,1,2,2,2,2,2
-0.26154,0.47273,0.51724,0.07438,-0.13846,0.54545,0.55789,0.12500,-0.15625,0.65049,0.68421,0.07812,-0.26154,0.52727,0.45263,0.08800,-0.28125,0.63107,0.55789,0.17188,-0.26154,0.63107,0.45263,0.06250,-0.23077,0.44231,0.44444,0.10400,-0.23077,0.63107,0.47368,0.07812,-0.10769,0.63107,0.57895,0.07812,1,2,2,2,2,2
-0.13846,0.54545,0.63218,0.12397,-0.13846,0.54545,0.68421,0.07812,-0.28125,0.65049,0.55789,0.07812,-0.26154,0.52727,0.55789,0.20000,-0.28125,0.63107,0.45263,0.06250,-0.13846,0.63107,0.55789,0.06250,-0.23077,0.61538,0.55556,0.10400,-0.10769,0.63107,0.57895,0.07812,-0.10769,0.63107,0.47368,0.07812,1,2,2,2,2,2
-0.13846,0.54545,0.77011,0.07438,-0.26154,0.54545,0.55789,0.07812,-0.15625,0.57282,0.45263,0.07812,-0.26154,0.52727,0.45263,0.08800,-0.15625,0.63107,0.55789,0.06250,-0.13846,0.53398,0.55789,0.01562,-0.10769,0.61538,0.66667,0.10400,-0.10769,0.63107,0.47368,0.07812,-0.10769,0.63107,0.70526,0.14062,1,2,2,2,2,2
-0.26154,0.54545,0.63218,0.07438,-0.13846,0.47273,0.45263,0.07812,-0.28125,0.39806,0.26316,0.01562,-0.13846,0.52727,0.55789,0.08800,-0.15625,0.53398,0.55789,0.01562,-0.13846,0.63107,0.34737,0.12500,-0.10769,0.61538,0.55556,0.10400,-0.10769,0.63107,0.70526,0.14062,0.01538,0.63107,0.47368,0.07812,1,2,2,2,2,2
-0.13846,0.47273,0.51724,0.07438,-0.26154,0.30909,0.26316,0.01562,-0.28125,0.18447,0.07368,-0.21875,-0.13846,0.43636,0.55789,0.04000,-0.15625,0.63107,0.34737,0.12500,-0.13846,0.53398,0.34737,-0.04688,-0.10769,0.61538,0.80000,0.16800,0.01538,0.63107,0.47368,0.07812,0.01538,0.63107,0.28421,0.07812,1,2,2,2,2,2
-0.13846,-0.21818,-0.56322,-0.60331,-0.38462,-0.29091,-0.68421,-0.51562,-0.15625,-0.16505,-0.47368,-0.51562,-0.13846,-0.12727,-0.32632,-0.36000,-0.37500,-0.14563,-0.49474,-0.54688,-0.26154,-0.14563,-0.49474,-0.54688,-0.10769,-0.11538,-0.37778,-0.37600,-0.10769,-0.02913,-0.41053,-0.43750,-0.23077,-0.10680,-0.55789,-0.56250,2,2,2,2,2,1
-0.38462,-0.29091,-0.72414,-0.55372,-0.13846,-0.21818,-0.47368,-0.51562,-0.15625,-0.24272,-0.53684,-0.56250,-0.35385,-0.20000,-0.49474,-0.53600,-0.28125,-0.14563,-0.49474,-0.54688,-0.13846,-0.14563,-0.49474,-0.48438,-0.10769,-0.03846,-0.37778,-0.42400,-0.23077,-0.10680,-0.55789,-0.56250,-0.23077,-0.02913,-0.49474,-0.50000,2,2,2,2,2,1
-0.13846,-0.21818,-0.49425,-0.55372,-0.13846,-0.29091,-0.53684,-0.56250,-0.28125,-0.24272,-0.62105,-0.56250,-0.26154,-0.20000,-0.49474,-0.53600,-0.15625,-0.14563,-0.49474,-0.48438,-0.26154,-0.14563,-0.49474,-0.54688,-0.23077,-0.11538,-0.53333,-0.55200,-0.23077,-0.02913,-0.49474,-0.50000,-0.23077,-0.10680,-0.49474,-0.50000,2,2,2,2,2,1
